"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
3026,"FELG","Fidelity Enhanced Large Cap Growth ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.05,0.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,-0.02%,-0.02%,0.07%,0.09%,-0.02%,-0.60%,-0.32%,0.67%,-0.80%,-0.09%,10.25%,,,11.30%,,0.37,1.17%,1.07%,-0.83%,0.91%,6.07%,-2.46%,7.97%,-2.46%,17.30%,-2.46%,17.30%,49.11,,11/20/2023,No,Yes,,-1.02%,0.73%,,181.62,0.92,94252,700,,29.28,29.50,29.53,29.17,29.19,-0.29%,,,"US Equities - US Style","Equities (Stocks)","US Equities",,"US","Active",0.18%,115,2367636504,29.30,-0.00,14786431.80,0.63,26464871.30,1.13,21180921.30,0.90,18614422.30,0.79,,,,,47.74,"U.S. equity large-cap growth"
3027,"FELV","Fidelity Enhanced Large Cap Value ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.27,0.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.02%,-0.04%,-0.36%,-0.30%,-0.20%,-1.02%,-2.77%,-1.27%,4.77%,,,4.51%,,0.28,0.95%,0.81%,-2.17%,-0.26%,3.03%,-4.13%,4.35%,-4.13%,12.92%,-4.13%,12.92%,39.51,,11/20/2023,No,Yes,,-0.71%,0.82%,,191.07,0.29,31088,196,,28.03,28.26,28.34,28.07,28.06,0.11%,,,"US Equities - US Style","Equities (Stocks)","US Equities",,"US","Active",0.18%,322,1793836483,28.04,0.00,-152291045.00,-7.83,-145402003.60,-7.50,-153409996.90,-7.88,-193562313.10,-9.74,,,,,36.71,"U.S. equity large-cap Russell-1000 value"
3028,"FEM","First Trust Emerging Markets AlphaDEX Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.15,4.98%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21%,-0.09%,-0.09%,-0.09%,-0.09%,-0.13%,-0.32%,-0.43%,-0.22%,-0.52%,-2.57%,0.22%,4.05%,12.72%,5.38%,4.52%,0.92,0.23,0.70%,0.75%,-0.20%,0.26%,5.91%,-3.12%,4.00%,-3.12%,18.37%,-26.15%,51.61%,48.02,,4/19/2011,Yes,Yes,,-0.52%,0.30%,,66.24,0.66,24683,128,,23.18,23.25,23.30,23.16,23.13,-0.22%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Ex. US Equities",,,"Passive",0.80%,176,429516046,23.28,-0.01,2268000.00,0.53,-991500.00,-0.23,-6479000.00,-1.49,-25343292.50,-5.57,12.18,0.56,2.40,2.59,1.44,"Emerging equity"
3029,"FEMB","First Trust Emerging Markets Local Currency Bond ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.52,5.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.22%,-0.11%,-0.36%,-0.27%,-0.13%,-1.47%,-3.38%,-3.90%,-6.00%,2.58%,-2.66%,-5.80%,0.50,0.54,1.73%,1.72%,-2.94%,-3.33%,-2.76%,-8.87%,-0.25%,-10.03%,5.91%,-45.82%,14.57%,28.23,,11/5/2014,No,Yes,,-1.47%,0.36%,,50.35,1.05,29863,156,,27.75,27.85,27.85,27.42,27.44,-1.12%,,,"Bonds - Treasury & Government","Bonds","Global Ex. US Bonds",,,"Active",0.85%,84,160660055,27.70,-0.01,4242000.00,2.71,19910052.30,14.15,19910052.30,14.15,25250052.30,18.65,4.60,-1.86,-0.90,,-0.78,"Emerging bonds currency-bonds"
3030,"FEMS","First Trust Emerging Markets Small Cap AlphaDEX Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.86,4.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.23%,0.23%,0.23%,-0.03%,0.23%,-0.08%,0.01%,-0.08%,-0.69%,-1.96%,0.65%,2.55%,3.98%,1.27%,1.33%,0.91,0.51,1.16%,1.11%,-0.50%,0.18%,2.37%,-3.06%,4.29%,-3.06%,11.19%,-22.10%,77.25%,47.96,,2/17/2012,Yes,Yes,,-0.69%,0.20%,,37.30,0.42,8902,117,,39.14,39.22,39.22,38.88,38.95,-0.49%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Ex. US Equities",,,"Passive",0.80%,231,325545078,39.46,-0.01,-7939000.00,-2.38,-11759000.00,-3.49,-11759000.00,-3.49,11874000.00,3.79,7.56,1.30,6.39,4.78,5.89,"Emerging equity small-cap"
3031,"FEMY","Femasys Inc","-","Healthcare","Medical Instruments & Supplies","USA",29.39,,,,27.47,1.57,1.35,,0.85,0.98,,,,-0.94,-0.19,27.15%,42.93%,0.85%,,4.12%,-9.02%,16.97%,1.07,-14.25,5.88%,-6.21%,21.66,20.38,94.09%,7.80%,0.00%,6.42%,4.55%,8.54%,2.35,1.74,-63.81%,-84.82%,-57.81%,7.59,7.37,0.34,0.37,-20.16%,-1353.43%,-1329.06%,1.68%,1.68%,1.92%,1.92%,1.53%,1.68%,2.31%,3.10%,2.70%,1.53%,-15.82%,-22.67%,42.66%,-6.34%,25.47%,36.41%,-2.86,0.17,9.23%,10.58%,-19.54%,-14.15%,27.94%,-44.58%,77.33%,-72.00%,436.51%,-90.33%,436.51%,37.97,3/28/2024 4:30:00 PM,6/18/2021,No,Yes,32,2.31%,0.00%,1.00,739.47,0.72,298558,410,9.75,1.30,1.30,1.34,1.26,1.33,2.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,"FEN","First Trust Energy Income and Growth Fund","-","Financial","Closed-End Fund - Equity","USA",317.15,12.25,,,35.53,1.01,,,16.08,,1.20,7.36%,,1.33,,,,,,,30.10%,1390.90%,8.93,,,,19.46,14.41,74.04%,25.96%,0.00%,53.85%,,0.03%,0.08,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.03%,0.03%,-0.09%,-0.15%,-0.16%,-0.29%,-1.66%,3.65%,10.25%,23.63%,23.07%,12.53%,1.08,0.16,0.97%,0.87%,0.25%,5.88%,13.28%,-2.37%,16.72%,-2.37%,33.29%,-57.53%,170.22%,59.84,,6/25/2004,No,Yes,,-0.29%,0.07%,,58.68,0.81,26859,99,,16.33,16.34,16.41,16.29,16.29,-0.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,"FENC","Fennec Pharmaceuticals Inc","RUT","Healthcare","Biotechnology","USA",278.59,,10.51,,13.11,,20.99,,-0.43,0.49,,,,-0.60,-0.06,138.67%,321.55%,-2.95%,,236.90%,534.20%,61.59%,21.25,-16.05,-455.56%,12.35%,27.03,22.37,82.76%,17.44%,-4.44%,55.79%,0.73%,8.11%,15.78,1.81,-59.64%,-1005.59%,-88.69%,3.56,3.27,,,94.08%,-60.09%,-75.50%,0.19%,0.00%,0.00%,0.00%,-0.48%,-0.48%,-1.34%,-1.11%,0.54%,-0.39%,-5.08%,2.80%,-0.10%,48.34%,19.95%,-8.38%,0.41,0.46,4.57%,4.44%,-5.24%,1.90%,15.37%,-10.53%,19.67%,-13.76%,63.17%,-93.86%,3481.88%,44.72,3/26/2024 8:30:00 AM,10/22/2003,Yes,Yes,29,-1.63%,-0.38%,1.17,114.93,0.83,53998,348,17.37,10.49,10.45,10.58,10.14,10.28,-2.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,"FENG","Phoenix New Media Ltd ADR","-","Communication Services","Internet Content & Information","China",10.60,,,,0.11,0.14,0.07,,13.78,27.92,,,,-1.22,,,,-8.61%,5.29%,-13.72%,-6.86%,-80.76%,97.56,-14.75,,,5.52,5.51,99.82%,0.25%,0.00%,15.74%,-10.20%,0.49%,0.42,0.03,-5.46%,-8.14%,-8.21%,2.81,2.72,0.04,0.06,32.75%,-18.56%,-15.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.67%,-2.04%,-8.13%,7.26%,32.41%,38.13%,-14.67%,41.18%,0.71,0.16,5.77%,9.07%,3.17%,14.91%,29.02%,-14.67%,60.00%,-53.62%,74.55%,-91.87%,74.55%,52.82,,5/12/2011,Yes,Yes,,-5.42%,0.00%,1.00,65.54,0.42,15612,34,14.19,2.03,2.03,2.03,1.87,1.92,-5.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,"FENI","Fidelity Enhanced International ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.23,0.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,-0.13%,-0.19%,-0.19%,-0.26%,-0.47%,-0.37%,-1.32%,-2.54%,-2.19%,4.59%,,,4.52%,,0.29,0.89%,0.80%,-2.10%,-0.33%,3.08%,-3.42%,5.28%,-3.42%,11.33%,-3.42%,11.33%,39.98,,11/20/2023,No,Yes,,-1.32%,1.52%,,68.95,0.62,24283,171,,27.65,28.07,28.07,27.73,27.70,0.18%,,,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Ex. US Equities",,,"Active",0.28%,293,1448110582,27.81,-0.00,14422144.30,1.01,34064312.40,2.41,20943447.30,1.47,10492475.80,0.73,,,,,33.04,"EAFE equity value growth"
3036,"FENY","Fidelity MSCI Energy Index ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.74,2.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,-0.11%,-0.18%,-0.15%,-0.08%,-0.04%,-0.23%,-0.70%,-0.36%,-1.28%,-1.84%,4.93%,15.42%,8.35%,11.16%,13.72%,1.30,0.38,1.82%,1.33%,0.91%,6.92%,9.97%,-3.36%,16.50%,-3.36%,26.39%,-11.64%,336.67%,60.89,,10/24/2013,Yes,Yes,,-1.09%,0.61%,,884.52,0.82,410434,2174,,26.33,26.49,26.57,26.20,26.20,-0.49%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Energy","US","Passive",0.08%,119,1940940599,26.73,-0.02,60821361.95,3.23,218856984.30,12.71,218856984.30,12.71,135546724.35,7.51,16.01,31.44,12.33,3.70,4.07,"U.S. equity energy"
3037,"FEP","First Trust Europe AlphaDEX Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.44,3.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.36%,-0.14%,-0.14%,-0.14%,-0.14%,-0.14%,-0.48%,-0.44%,-0.40%,-1.11%,-3.53%,-0.72%,2.28%,12.70%,2.64%,1.10%,1.11,0.42,1.00%,0.82%,-2.01%,0.37%,5.28%,-3.91%,6.24%,-3.91%,19.37%,-19.34%,83.41%,42.29,,4/26/2011,Yes,Yes,,-0.32%,0.34%,,21.88,0.43,5359,57,,36.71,36.83,37.18,36.81,36.72,0.03%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Ex. US Equities",,"Europe","Passive",0.80%,208,207750573,36.77,-0.00,0.00,0.00,-17888000.00,-7.93,-17888000.00,-7.93,-87662500.00,-29.67,8.18,-0.75,3.75,3.04,4.25,"Europe equity"
3038,"FEPI","REX FANG & Innovation Equity Premium Income ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,5.90,10.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07%,0.05%,0.06%,0.06%,0.04%,0.13%,0.06%,-0.31%,-0.31%,-2.61%,-0.87%,-1.89%,-2.19%,5.20%,,-1.50%,,0.73,1.11%,1.10%,-1.87%,-2.52%,-0.30%,-4.84%,0.24%,-4.84%,12.62%,-4.84%,12.62%,40.89,,10/11/2023,Yes,Yes,,-0.85%,0.11%,,103.97,1.28,75170,988,,54.93,54.99,55.06,54.42,54.52,-0.75%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Technology","US","Active",0.65%,120,174026250,55.69,-0.02,45957687.50,35.89,144225687.50,483.97,151034687.50,656.91,172660487.50,12642.06,,,,,39.17,"Global equity innovation technology dividend"
3039,"FERG","Ferguson Plc.","-","Industrials","Industrial Distribution","United Kingdom",43807.98,25.14,20.12,3.59,1.49,8.09,62.23,20.73,26.69,3.47,3.12,1.45%,32.91%,8.59,2.31,-2.22%,11.57%,22.02%,7.00%,8.08%,-2.23%,-12.26%,29359.00,1761.00,-4.34%,-0.75%,204.00,200.65,98.36%,1.07%,-2.67%,84.23%,-1.93%,1.10%,1.86,2.20,11.40%,34.72%,17.30%,1.80,0.97,0.88,0.98,29.22%,8.95%,6.00%,0.00%,-0.02%,0.00%,-0.04%,-0.04%,-0.04%,-0.03%,-0.47%,-0.53%,-1.18%,-3.39%,4.92%,15.41%,28.32%,68.14%,11.88%,1.21,3.85,1.61%,1.64%,-0.95%,3.76%,22.05%,-3.94%,15.12%,-3.94%,71.19%,-3.94%,2623.35%,51.82,3/5/2024 8:30:00 AM,10/31/2003,Yes,Yes,35000,-1.79%,1.68%,1.96,1180.92,1.69,1122877,9673,215.08,216.32,219.95,220.39,215.92,216.01,-0.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,"FESM","Fidelity Enhanced Small Cap ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.09,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02%,0.02%,0.04%,0.04%,0.07%,-0.04%,-0.11%,-0.49%,-0.39%,-1.78%,-3.92%,-2.86%,3.32%,,,0.00%,,0.47,1.29%,1.41%,-3.82%,-2.86%,0.77%,-6.79%,3.30%,-6.79%,14.52%,-6.79%,14.52%,37.45,,11/20/2023,No,Yes,,-1.37%,0.49%,,76.00,0.48,20517,333,,28.40,28.54,28.59,28.14,28.15,-0.88%,,,"US Equities - Broad Market & Size","Equities (Stocks)","US Equities",,"US","Active",0.28%,569,562258302,28.37,-0.01,70379128.00,14.31,64414226.60,12.94,64414226.60,12.94,63943538.30,12.83,,,,,42.09,"U.S. equity small-cap"
3041,"FET","Forum Energy Technologies Inc","RUT","Energy","Oil & Gas Equipment & Services","USA",243.02,,9.27,,0.33,0.49,5.26,,40.48,3.76,,,,-1.87,-0.20,218.91%,78.66%,51.49%,,-3.21%,-2.88%,25.37%,738.86,-18.90,,,12.28,11.03,89.82%,10.19%,-0.34%,63.17%,-3.99%,1.09%,3.80,0.12,-2.28%,-5.25%,-3.13%,2.59,1.13,0.46,0.49,27.63%,3.22%,-2.56%,0.00%,0.00%,1.30%,1.30%,0.56%,0.30%,-0.95%,-1.79%,1.33%,0.20%,-0.75%,6.80%,-5.90%,-15.39%,-18.86%,-10.74%,2.58,0.71,3.96%,3.53%,2.42%,3.36%,-11.26%,-5.06%,12.12%,-31.12%,12.12%,-97.33%,559.23%,53.73,3/1/2024 4:30:00 PM,4/12/2012,Yes,Yes,1600,0.00%,1.59%,3.00,31.71,0.35,6334,221,30.00,19.48,19.79,19.77,19.40,19.79,1.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,"FEUS","FlexShares ESG & Climate US Large Cap Core Index Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.76,1.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.86%,1.78%,7.98%,14.48%,31.60%,8.07%,0.96,0.37,0.18%,0.17%,-0.01%,2.29%,12.32%,-1.23%,7.87%,-1.23%,26.58%,-1.23%,43.02%,54.97,,9/21/2021,No,Yes,,0.00%,0.00%,,1.19,0.00,0,0,,58.38,58.38,58.38,58.38,58.38,0.00%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities","Corporate Governance","US","Passive",0.09%,145,44616750,57.57,0.01,0.00,0.00,-68000.00,-0.15,-68000.00,-0.15,1305750.00,3.01,25.43,,,,6.92,"U.S. equity climate-change large-cap ESG"
3043,"FEUZ","First Trust Eurozone AlphaDEX ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.20,2.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.18%,-0.37%,-0.66%,-0.66%,-3.78%,0.50%,3.65%,12.82%,6.03%,2.38%,1.11,0.40,0.34%,0.46%,-1.52%,1.36%,5.99%,-4.21%,6.66%,-4.21%,20.31%,-25.52%,81.48%,45.86,,10/27/2014,Yes,Yes,,-0.66%,0.75%,,1.45,0.30,243,10,,41.56,41.87,41.98,41.98,41.60,0.09%,,,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Ex. US Equities",,"Eurozone","Passive",0.80%,152,16608083,41.52,0.00,-2073500.00,-11.10,-2073500.00,-11.10,-2073500.00,-11.10,-2073500.00,-11.10,8.44,0.12,3.93,,5.47,"Europe equity Eurozone"
3044,"FEX","First Trust Large Cap Core AlphaDEX Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.16,1.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,-0.04%,-0.04%,-0.01%,0.03%,-0.10%,-0.44%,-0.16%,-1.03%,-2.91%,-1.13%,6.37%,17.52%,17.67%,5.65%,1.07,0.97,0.93%,0.81%,-2.43%,-0.40%,8.81%,-4.21%,5.44%,-4.21%,24.26%,-4.21%,852.55%,39.13,,5/10/2007,Yes,Yes,,-1.03%,0.98%,,27.93,0.34,5369,98,,95.32,96.25,96.35,95.48,95.25,-0.07%,,,"US Equities - Broad Market & Size","Equities (Stocks)","US Equities",,"US","Passive",0.60%,376,1168160190,95.36,-0.00,-7094000.00,-0.60,-7209849.65,-0.61,-7209849.65,-0.61,-152125849.65,-11.52,20.11,6.35,10.90,10.07,8.41,"U.S. equity large-cap"
3045,"FEXD","Fintech Ecosystem Development Corp","-","Financial","Shell Companies","USA",76.25,106.97,,,,2.20,,,5.03,0.00,,,,0.10,,,,,,,,-205.63%,0.00,1.78,,,6.90,3.97,57.54%,42.57%,0.00%,55.99%,30.95%,0.31%,0.23,0.01,2.24%,2.46%,5.12%,0.01,0.01,0.00,0.02,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.55%,1.94%,3.46%,5.24%,10.94%,2.36%,0.02,0.03,0.20%,0.11%,1.14%,1.90%,4.35%,0.36%,3.17%,0.36%,5.44%,0.36%,12.53%,79.94,,1/13/2022,No,Yes,,0.00%,0.36%,,53.76,0.00,105,4,,11.01,11.05,11.04,11.04,11.05,0.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,"FEZ","SPDR EURO Stoxx 50 ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.28,2.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,-0.09%,-0.05%,-0.02%,0.02%,0.03%,-0.04%,-0.41%,-0.12%,-1.05%,-3.21%,-2.69%,7.86%,20.40%,9.26%,5.92%,1.11,0.65,1.10%,0.87%,-2.73%,-0.40%,9.35%,-4.48%,6.50%,-4.48%,25.88%,-22.15%,153.72%,41.16,,10/21/2002,Yes,Yes,,-1.09%,1.87%,,1191.73,0.83,555669,2212,,50.26,51.20,51.26,50.62,50.64,0.76%,,,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Ex. US Equities",,"Eurozone","Passive",0.29%,53,3425915358,50.38,0.01,253531118.80,7.99,629435949.00,22.51,629435949.00,22.51,593859397.15,20.97,13.03,6.28,9.00,4.61,6.56,"Europe equity large-cap"
3047,"FF","Futurefuel Corp","RUT","Basic Materials","Specialty Chemicals","USA",253.49,6.78,,0.68,0.69,0.82,1.16,14.12,7.08,5.01,0.17,2.88%,28.10%,0.85,,,,-6.81%,10.00%,8.71%,-21.90%,56.59%,368.25,37.38,,,43.76,25.89,59.16%,40.83%,0.00%,45.67%,-3.47%,3.27%,1.00,0.85,9.79%,12.61%,12.06%,7.03,6.23,0.00,0.00,15.62%,11.92%,10.15%,-0.04%,-0.41%,-0.32%,-0.55%,-0.21%,-0.38%,-0.21%,-0.81%,1.01%,1.87%,2.70%,21.06%,42.62%,20.88%,2.95%,36.99%,0.82,0.20,4.20%,5.28%,3.75%,24.36%,18.96%,-3.94%,57.15%,-19.22%,58.04%,-44.69%,392.70%,70.27,5/9/2024 4:30:00 PM,7/14/2008,Yes,Yes,515,2.07%,-0.09%,1.00,847.72,0.81,387103,1520,14.00,5.68,5.68,5.84,5.66,5.79,1.98%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,"FFA","First Trust Enhanced Equity Income Fund","-","Financial","Closed-End Fund - Equity","USA",363.98,5.50,,,51.58,0.97,,,18.74,,1.26,6.92%,,3.31,,,,,,,2.80%,146.60%,7.06,,,,19.99,17.60,88.08%,11.92%,0.00%,45.41%,,0.03%,0.21,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.19%,-0.33%,-0.41%,-0.49%,-1.94%,-3.45%,1.34%,6.37%,8.33%,-0.33%,1.06,0.22,1.06%,1.17%,-2.73%,-2.37%,1.88%,-5.65%,0.50%,-5.65%,14.96%,-17.32%,194.98%,36.43,,8/27/2004,No,Yes,,-0.49%,0.11%,,25.65,0.99,14362,54,,18.28,18.30,18.41,18.24,18.21,-0.38%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,"FFBC","First Financial Bancorp","RUT","Financial","Banks - Regional","USA",1993.62,7.79,9.20,0.78,1.79,0.88,,4.39,23.84,,0.92,4.39%,34.19%,2.69,0.59,-14.25%,-1.23%,6.91%,10.00%,13.08%,16.59%,-18.13%,1114.72,255.86,-0.66%,-3.13%,95.14,92.99,97.74%,2.19%,-0.68%,78.05%,0.19%,1.37%,3.89,1.27,1.48%,11.87%,9.55%,0.11,,0.18,0.60,,28.58%,22.95%,0.24%,0.10%,-0.10%,0.00%,0.00%,0.10%,0.00%,-0.43%,-0.76%,-1.41%,-4.25%,-0.43%,-8.51%,6.99%,0.62%,-11.71%,1.05,0.51,1.84%,2.22%,-3.01%,-3.84%,-2.26%,-8.67%,0.48%,-16.09%,21.71%,-37.77%,988.18%,40.43,4/25/2024 4:30:00 PM,12/21/1983,Yes,Yes,2165,-1.36%,0.38%,2.67,326.71,0.48,88110,1517,25.30,21.18,21.26,21.43,20.90,20.97,-0.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,"FFC","Flaherty & Crumrine Preferred Securities Income Fund Inc.","-","Financial","Closed-End Fund - Debt","USA",670.15,,,,7.84,0.92,,,15.18,,1.01,7.27%,,-1.81,,,,,,,2.20%,,85.52,,,,48.18,48.18,100.00%,,,19.66%,,0.19%,0.56,0.09,,,,,,,,,,,0.00%,-0.00%,-0.00%,-0.04%,-0.04%,-0.07%,-0.18%,-0.14%,-0.39%,-1.07%,-4.07%,-5.12%,-1.97%,12.63%,-4.73%,0.07%,0.89,0.15,0.86%,0.89%,-5.03%,-4.15%,1.40%,-7.00%,-0.29%,-7.00%,16.89%,-49.12%,315.56%,22.65,,1/29/2003,No,Yes,,-1.70%,0.28%,1.00,159.36,1.27,114135,302,,14.11,14.15,14.15,13.90,13.91,-1.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,"FFEB","FT Vest U.S. Equity Buffer ETF - February","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,-0.02%,-0.27%,-0.19%,-0.58%,-0.94%,-0.25%,4.21%,13.09%,18.31%,4.50%,0.62,0.27,0.53%,0.48%,-0.86%,0.20%,7.44%,-1.61%,2.77%,-1.61%,20.32%,-1.61%,94.80%,44.98,,2/24/2020,No,Yes,,-0.58%,0.53%,,147.09,0.16,12969,38,,44.61,44.85,44.88,44.56,44.59,-0.05%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.85%,5,769428589,44.54,0.00,-29460000.00,-3.69,251249580.12,48.49,251216080.12,48.48,326872330.12,73.86,19.67,8.04,,,10.54,"U.S. options SP500 buffer upside-cap fixed-period"
3052,"FFIC","Flushing Financial Corp.","RUT","Financial","Banks - Regional","USA",317.57,10.51,8.77,1.88,0.75,0.47,,10.91,23.21,,0.88,8.00%,91.87%,1.05,0.14,-3.86%,57.14%,-12.97%,5.60%,9.88%,40.26%,-18.91%,421.21,31.28,9.65%,8.68%,28.87,27.24,94.35%,5.63%,-2.52%,62.83%,-2.49%,3.04%,3.85,0.83,0.37%,4.65%,2.24%,0.03,,1.09,1.32,,10.31%,7.43%,-0.09%,-0.18%,-0.18%,-0.18%,-0.36%,-0.35%,-0.23%,-0.77%,-0.72%,-1.26%,-9.09%,-5.42%,-30.03%,-13.45%,-20.98%,-33.25%,0.76,0.43,3.26%,3.51%,-7.95%,-13.39%,-20.76%,-31.93%,0.64%,-38.89%,18.53%,-65.58%,172.95%,32.08,4/23/2024 4:30:00 PM,11/21/1995,Yes,Yes,549,-1.26%,0.45%,2.40,215.31,0.25,30321,470,15.88,11.09,11.14,11.27,10.99,11.00,-0.81%,,,,,,,,,,,,,,,,,,,,,,,,,,,
