"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
2694,"EOS","Eaton Vance Enhanced Equity Income Fund II","-","Financial","Closed-End Fund - Equity","USA",1044.16,5.67,,,121.65,1.07,,,18.61,,1.03,5.16%,,3.52,,,,,,,-13.40%,,8.58,,,,52.29,52.28,100.00%,,,19.38%,,0.02%,0.12,0.01,,,,,,,,,,,-0.05%,-0.05%,-0.05%,-0.08%,-0.15%,-0.15%,-0.05%,-0.25%,-0.39%,-0.57%,-0.30%,4.83%,11.69%,13.79%,16.21%,6.68%,1.22,0.24,0.90%,1.16%,2.06%,5.49%,12.42%,-1.14%,11.47%,-1.14%,33.14%,-20.74%,307.42%,62.11,,1/27/2005,No,Yes,,-0.55%,-0.15%,,87.39,0.64,55756,194,,20.11,20.08,20.14,19.95,19.97,-0.70%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,"EOSE","Eos Energy Enterprises Inc","RUT","Industrials","Electrical Equipment & Parts","USA",183.89,,,,14.79,,2.99,,-0.82,0.32,,,,-2.68,-0.23,47.29%,59.34%,,,744.51%,-88.72%,95.43%,12.43,-244.90,85.11%,-81.66%,192.55,187.30,97.27%,2.72%,0.31%,53.65%,-2.59%,25.84%,7.47,48.40,-167.43%,,-309.24%,2.32,1.47,,,-625.75%,-1188.93%,-1969.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,-0.05%,-0.09%,1.47%,3.86%,-17.67%,7.59%,-20.42%,-63.69%,-32.27%,-12.39%,2.28,0.11,9.91%,10.07%,-13.46%,-12.33%,-55.31%,-45.74%,31.71%,-83.14%,31.71%,-97.01%,31.71%,41.68,11/6/2023 4:30:00 PM,6/3/2020,Yes,Yes,333,-7.28%,0.00%,1.67,6479.33,1.79,11580747,11294,7.71,1.03,1.03,1.04,0.92,0.95,-7.28%,0.97,1.47%,,,,,,,,,,,,,,,,,,,,,,,,,
2696,"EOT","Eaton Vance National Municipal Opportunities Trust","-","Financial","Closed-End Fund - Debt","USA",266.56,,,,,,,,,,0.75,4.40%,,-1.00,,,,,,,,,,,,,15.62,15.62,100.00%,,,16.18%,,0.23%,0.76,0.04,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,-0.14%,0.19%,-0.12%,-0.23%,-0.15%,0.35%,3.46%,9.15%,1.49%,-5.06%,0.83%,0.32,0.20,0.78%,1.08%,1.32%,1.90%,2.46%,-0.47%,5.50%,-6.78%,16.61%,-30.91%,16.61%,58.45,,5/27/2009,No,Yes,,-0.70%,0.23%,,47.90,0.64,30434,60,,17.14,17.18,17.19,17.03,17.06,-0.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,"EP","Empire Petroleum Corporation","RUT","Energy","Oil & Gas E&P","USA",142.15,,,,3.64,7.55,12.89,,0.82,0.48,,,0.00%,-0.45,,,,,,502.66%,-29.95%,-1443.33%,39.03,-9.96,,,22.09,16.06,72.70%,29.85%,22.58%,43.14%,58.59%,2.88%,10.19,0.46,-13.98%,-46.23%,-33.66%,1.08,1.00,0.57,0.89,17.18%,-17.48%,-25.52%,0.00%,0.00%,0.00%,-0.96%,-0.80%,-2.66%,-4.17%,-1.74%,-4.02%,-3.35%,3.50%,-7.17%,-24.36%,-29.03%,-52.19%,-43.49%,1.43,0.50,8.38%,7.26%,-3.71%,-22.23%,-29.14%,-43.49%,4.72%,-53.66%,9.72%,-93.91%,19306.25%,38.71,,4/11/1994,No,Yes,40,-3.57%,0.16%,,45.38,0.47,21548,253,,6.43,6.44,6.60,6.20,6.21,-3.42%,6.21,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2698,"EPAC","Enerpac Tool Group Corp","RUT","Industrials","Specialty Industrial Machinery","USA",1803.07,32.92,16.25,2.70,3.00,5.62,12.19,42.99,5.93,2.73,0.04,0.12%,4.91%,1.01,0.36,20.69%,17.14%,,12.20%,-0.52%,1.86%,148.08%,600.79,56.85,21.88%,2.97%,54.99,53.29,96.91%,1.56%,0.00%,98.10%,-11.99%,0.99%,1.74,0.53,8.51%,19.98%,10.12%,2.83,2.20,0.75,0.76,49.40%,17.11%,9.46%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.04%,0.48%,0.00%,0.70%,8.01%,12.23%,16.35%,30.99%,26.56%,7.14%,1.20,0.78,2.67%,2.35%,5.91%,9.30%,20.11%,0.33%,17.95%,0.33%,45.20%,-16.39%,14893.94%,69.11,12/19/2023 4:30:00 PM,8/5/1987,Yes,Yes,2100,2.56%,-0.28%,2.00,303.49,1.08,327498,2599,38.00,32.57,32.48,33.34,32.30,33.31,2.27%,33.31,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2699,"EPAM","EPAM Systems Inc","S&P 500","Technology","Information Technology Services","USA",18001.25,44.18,25.85,1.55,3.84,5.19,8.58,33.50,60.06,36.34,,,0.00%,7.06,2.32,-3.15%,17.68%,10.74%,28.50%,21.46%,-6.01%,-36.45%,4690.54,417.08,9.37%,1.71%,57.79,56.26,97.35%,2.49%,-0.72%,93.98%,2.95%,1.65%,1.87,0.93,9.98%,12.89%,11.57%,4.79,4.77,0.04,0.05,28.16%,10.84%,8.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.40%,1.27%,8.98%,4.16%,23.16%,33.50%,-14.88%,4.92%,1.45,9.97,4.15%,2.79%,8.21%,7.92%,22.95%,0.84%,22.23%,-14.09%,57.57%,-56.99%,2254.57%,63.56,2/15/2024 8:30:00 AM,2/8/2012,Yes,Yes,59300,3.82%,-0.24%,2.18,497.31,2.24,1113418,15368,319.00,301.20,300.49,313.21,298.68,311.98,3.58%,311.95,-0.01%,,,,,,,,,,,,,,,,,,,,,,,,,
2700,"EPC","Edgewell Personal Care Co","RUT","Consumer Defensive","Household & Personal Products","USA",1904.83,18.62,12.43,2.52,0.84,1.23,8.89,10.31,30.90,4.29,0.61,1.61%,27.10%,2.05,0.73,8.77%,10.22%,3.16%,7.40%,0.33%,4.22%,-58.57%,2271.40,105.80,290.88%,1.56%,50.12,49.36,98.48%,1.15%,0.00%,97.16%,-4.03%,4.16%,5.11,2.05,2.79%,6.98%,3.53%,2.15,1.03,0.94,0.96,41.70%,10.83%,4.66%,0.00%,0.00%,0.00%,-0.18%,-0.10%,-0.47%,-0.60%,-0.96%,-1.08%,-0.93%,-3.30%,3.72%,5.68%,3.05%,-14.48%,4.15%,0.95,0.93,1.91%,2.47%,0.19%,3.17%,-0.27%,-5.38%,12.04%,-17.30%,13.19%,-64.51%,247.32%,51.85,2/7/2024 8:30:00 AM,3/27/2000,Yes,Yes,6800,-1.57%,-0.28%,2.20,401.75,1.00,399740,3017,44.22,38.87,38.76,38.92,38.13,38.15,-1.85%,38.15,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2701,"EPD","Enterprise Products Partners L P","-","Energy","Oil & Gas Midstream","USA",59183.73,10.81,9.65,1.93,1.19,2.18,81.86,11.92,12.50,0.33,2.11,7.76%,78.57%,2.52,0.66,6.07%,5.68%,5.73%,5.60%,10.26%,9.17%,10.52%,49722.00,5493.00,6.16%,17.62%,2170.81,1435.00,66.10%,33.93%,0.00%,24.83%,-1.04%,1.21%,3.55,17.33,7.74%,19.99%,9.99%,0.92,0.65,1.07,1.07,13.40%,12.94%,11.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,0.18%,-0.00%,-0.00%,-0.14%,3.89%,2.02%,3.85%,3.34%,2.21%,3.42%,0.98,0.34,1.40%,1.13%,1.80%,2.48%,2.66%,-0.98%,4.97%,-2.50%,10.50%,-34.15%,692.73%,62.51,2/1/2024 8:30:00 AM,7/28/1998,Yes,Yes,7300,1.34%,-0.37%,1.59,4880.08,1.04,5079508,18225,31.93,26.99,26.89,27.33,26.85,27.25,0.96%,27.25,-0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2702,"EPHE","iShares MSCI Philippines ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.52,1.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,-0.91%,-0.82%,-0.79%,-0.91%,-0.83%,-1.02%,-0.84%,0.29%,5.60%,12.00%,10.65%,-1.15%,5.96%,0.76,0.30,0.72%,0.75%,2.88%,4.88%,7.69%,-0.29%,10.96%,-2.29%,18.96%,-36.82%,44.95%,66.26,,9/29/2010,No,Yes,,0.15%,-0.43%,,73.29,0.52,37947,184,,27.62,27.50,27.59,27.35,27.54,-0.29%,27.29,-0.91%,"Global or ExUS Equities - Country Specific","Equities (Stocks)","Global Ex. US Equities",,"Philippines","Passive",0.59%,41,106687292,27.36,0.01,1360908.25,1.29,5261511.50,5.19,2676691.35,2.57,-38087005.65,-26.31,0.88,-2.71,-2.99,-0.52,1.70,"philippines equity"
2703,"EPI","WisdomTree India Earnings Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.06,0.14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.16%,-0.16%,-0.23%,-0.26%,1.03%,6.28%,17.76%,24.71%,37.14%,7.71%,0.82,0.49,0.52%,0.62%,3.07%,6.26%,18.86%,0.09%,12.51%,0.09%,43.38%,0.09%,405.26%,64.80,,2/22/2008,Yes,Yes,,0.16%,-0.05%,,887.79,0.89,794057,3370,,44.11,44.09,44.25,44.07,44.16,0.11%,44.09,-0.16%,"Global or ExUS Equities - Country Specific","Equities (Stocks)","Global Ex. US Equities",,"India","Passive",0.85%,478,2599776236,43.92,0.01,351457215.20,15.63,742979745.80,40.01,467135678.80,21.90,1359653414.40,109.64,37.39,14.72,15.74,12.06,4.86,"India equity quality"
2704,"EPIX","Essa Pharma Inc","-","Healthcare","Biotechnology","Canada",190.69,,,,,2.87,1.34,,3.19,6.82,,,,-0.59,-0.19,-31.33%,-32.74%,25.04%,,0.00%,,11.63%,0.00,-25.80,16.67%,,44.10,19.97,45.28%,4.19%,3.87%,,-11.39%,7.04%,9.25,1.41,-16.68%,-17.05%,-18.31%,40.75,40.75,0.00,0.00,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.20%,4.00%,-12.27%,6.77%,74.29%,205.00%,157.75%,38.64%,1.65,0.95,10.88%,11.67%,-0.65%,18.81%,104.93%,-21.59%,86.35%,-21.59%,257.42%,-96.27%,553.57%,51.65,2/13/2024 8:30:00 AM,3/13/2015,Yes,Yes,50,-6.06%,-2.21%,1.00,152.00,0.86,130448,1016,19.00,9.96,9.74,9.76,8.96,9.15,-8.13%,9.61,5.03%,,,,,,,,,,,,,,,,,,,,,,,,,
2705,"EPM","Evolution Petroleum Corporation","RUT","Energy","Oil & Gas E&P","USA",188.38,11.42,9.38,,1.95,2.16,22.27,7.51,2.61,0.25,0.48,8.53%,45.97%,0.49,0.04,-79.17%,176.92%,12.05%,,47.21%,-37.57%,-89.48%,96.67,16.33,-50.00%,-4.44%,33.25,30.27,91.04%,9.53%,0.00%,60.53%,-2.90%,3.61%,2.86,1.09,12.68%,18.50%,18.66%,1.46,1.46,0.00,0.00,32.03%,22.06%,16.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.70%,0.97%,2.36%,-1.40%,-4.09%,-40.86%,-12.17%,-3.10%,0.91,0.21,3.63%,3.64%,1.69%,-1.94%,-20.92%,-9.34%,12.60%,-44.31%,12.60%,-99.98%,3418.75%,51.57,2/6/2024 4:30:00 PM,4/11/1996,Yes,Yes,11,-1.05%,-0.35%,1.00,381.87,0.96,368282,1728,8.75,5.71,5.69,5.70,5.59,5.63,-1.40%,5.73,1.78%,,,,,,,,,,,,,,,,,,,,,,,,,
2706,"EPOL","iShares MSCI Poland ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.65,2.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04%,0.00%,-0.02%,-0.02%,0.02%,-0.04%,-0.11%,-0.18%,-0.44%,-0.22%,1.57%,8.80%,6.75%,18.57%,41.17%,-0.09%,1.35,0.39,1.55%,1.16%,3.51%,2.30%,13.83%,-3.74%,11.15%,-3.74%,59.14%,-43.20%,116.56%,58.07,,5/26/2010,No,Yes,,0.04%,0.49%,,207.06,0.45,93702,393,,22.51,22.62,22.75,22.52,22.63,0.53%,,,"Global or ExUS Equities - Country Specific","Equities (Stocks)","Global Ex. US Equities",,"Poland","Passive",0.59%,39,252359031,22.63,-0.00,16816782.75,7.14,9778741.45,4.03,-16855910.15,-6.26,-19007298.30,-7.00,45.21,6.90,1.89,-0.62,1.93,"Poland equity"
2707,"EPOW","Sunrise New Energy Co. Ltd","-","Industrials","Electrical Equipment & Parts","China",22.82,,,,0.47,0.98,2.28,,0.91,0.39,,,,-0.79,,,,-99.31%,,102.06%,101.74%,39.41%,48.57,-19.83,,,25.36,10.91,43.02%,56.97%,0.00%,0.02%,123.22%,0.37%,1.65,0.04,-17.83%,-58.68%,-58.28%,1.30,0.75,0.47,1.03,-3.63%,-33.87%,-40.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,-2.70%,-9.11%,-10.02%,-26.85%,-52.14%,-72.31%,-16.69%,-0.20,0.09,10.13%,8.17%,-6.00%,-10.63%,-47.80%,-29.70%,5.86%,-72.90%,5.86%,-90.98%,5.86%,42.58,,2/9/2021,No,Yes,48,-6.15%,6.42%,,24.54,0.41,9939,37,,0.90,0.96,0.95,0.89,0.90,-0.13%,0.90,0.02%,,,,,,,,,,,,,,,,,,,,,,,,,
2708,"EPP","iShares MSCI Pacific ex Japan ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.78,4.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,-0.02%,-0.06%,-0.06%,-0.06%,-0.06%,-0.18%,-0.18%,-0.40%,-0.30%,1.01%,3.41%,3.13%,5.55%,-6.45%,-2.79%,0.90,0.52,0.94%,0.85%,1.40%,0.71%,1.74%,-3.64%,4.92%,-6.99%,10.91%,-30.58%,162.55%,55.17,,10/26/2001,Yes,Yes,,0.26%,0.07%,,496.86,0.94,467454,1539,,42.06,42.09,42.42,42.03,42.20,0.33%,,,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Ex. US Equities",,"Pacific ex-Japan","Passive",0.47%,131,1912246725,42.21,-0.00,49709357.40,2.67,49709357.40,2.67,49709357.40,2.67,-189341290.20,-9.01,-2.48,-2.01,2.84,3.26,8.24,"Asia-Pacific-ex-Japan equity mid-large-cap"
2709,"EPR","EPR Properties","-","Real Estate","REIT - Specialty","USA",3177.42,21.84,16.61,3.12,4.46,1.28,18.07,6.88,32.84,2.33,3.30,7.82%,160.36%,1.93,0.58,-2.05%,27.75%,-9.22%,7.00%,4.49%,17.33%,11.27%,712.39,145.70,-16.03%,7.43%,75.03,74.14,98.81%,1.58%,-1.24%,76.30%,-0.76%,2.69%,3.58,2.00,2.95%,6.75%,2.64%,,,1.23,1.23,68.81%,55.01%,20.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.40%,-0.59%,-0.53%,-0.73%,-0.52%,-6.74%,-8.26%,-2.79%,-2.20%,-12.94%,1.67,0.85,1.52%,1.81%,-3.41%,-8.14%,-4.62%,-14.09%,2.68%,-14.09%,24.35%,-49.49%,327.65%,34.25,2/28/2024 4:30:00 PM,11/18/1997,Yes,Yes,55,0.07%,-0.92%,2.58,557.78,0.95,531895,5329,49.25,42.54,42.15,42.54,41.95,42.18,-0.85%,42.18,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2710,"EPRF","Innovator S&P Investment Grade Preferred ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.07,5.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,-0.16%,-0.16%,-0.10%,0.05%,0.00%,0.21%,0.10%,-0.97%,3.12%,6.81%,7.81%,-3.66%,3.03%,0.50,0.19,0.98%,0.89%,0.26%,2.00%,5.99%,-1.44%,6.49%,-3.32%,16.98%,-30.95%,16.98%,55.61,,5/24/2016,No,Yes,,0.16%,-0.26%,,25.70,0.33,8502,43,,19.21,19.16,19.24,19.14,19.19,-0.10%,,,"Other Asset Types - Multi-Asset / Other","Preferred Stock","Preferred",,"US","Passive",0.47%,72,115051800,19.18,0.00,8656640.00,8.14,3090235.00,2.76,7716090.00,7.19,-3795265.00,-3.19,2.15,-2.30,1.50,,1.64,"U.S. equity preferred quality investment-grade"
2711,"EPRT","Essential Properties Realty Trust Inc","RUT","Real Estate","REIT - Diversified","USA",4101.01,19.85,21.15,0.74,11.39,1.36,83.76,,18.09,0.29,1.23,4.99%,90.02%,1.24,0.25,-9.68%,4.24%,28.37%,26.82%,30.47%,30.40%,24.52%,359.95,190.30,,3.04%,166.10,165.07,99.38%,0.62%,-11.45%,102.57%,0.77%,3.78%,5.06,6.24,4.35%,6.98%,4.09%,,,0.56,0.57,70.39%,69.38%,52.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.44%,-0.45%,0.41%,0.12%,6.38%,5.69%,-0.76%,-3.40%,1.30,0.53,2.10%,1.97%,-0.14%,-1.94%,3.15%,-6.44%,3.65%,-6.58%,20.50%,-25.00%,306.09%,48.59,2/14/2024 4:30:00 PM,6/21/2018,Yes,Yes,37,1.35%,-0.73%,1.38,1233.16,1.23,1512486,6929,27.81,24.54,24.36,24.98,24.28,24.69,0.61%,24.69,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2712,"EPS","WisdomTree U.S. LargeCap Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.86,1.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00%,0.06%,0.06%,0.04%,0.09%,-0.04%,-0.17%,-0.13%,-0.47%,-0.47%,-0.14%,4.91%,10.57%,12.88%,17.24%,4.76%,1.01,0.43,0.79%,0.69%,1.44%,3.97%,10.86%,-0.75%,9.72%,-0.75%,28.05%,-0.75%,572.21%,62.32,,2/23/2007,Yes,Yes,,-0.42%,-0.11%,,48.78,0.66,32304,187,,52.78,52.72,52.82,52.47,52.50,-0.53%,,,"US Equities - Dividend & Fundamental","Equities (Stocks)","US Equities",,"US","Passive",0.08%,501,782329153,52.51,-0.00,2617365.45,0.34,6922906.70,0.89,-2437556.10,-0.31,-8267201.30,-1.05,19.46,9.72,13.14,11.67,9.10,"U.S. equity quality large-cap fundamental-weight"
2713,"EPSN","Epsilon Energy Ltd","-","Energy","Oil & Gas E&P","USA",112.24,8.59,,,3.00,1.13,3.58,28.20,4.49,1.42,0.25,4.94%,16.55%,0.59,,,,41.09%,,30.01%,-70.29%,-95.78%,37.38,13.71,,,23.12,20.89,90.35%,5.73%,-15.27%,62.45%,-0.01%,1.31%,4.11,0.27,11.44%,14.02%,13.71%,7.33,7.33,0.01,0.01,60.82%,46.38%,36.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-2.36%,-2.17%,2.32%,6.41%,-7.06%,-3.89%,-9.88%,-0.30%,0.37,0.14,2.34%,2.82%,3.55%,1.98%,-4.29%,-6.20%,7.77%,-20.24%,7.77%,-71.42%,741.36%,57.84,11/9/2023 4:30:00 PM,11/14/2007,Yes,Yes,9,1.50%,-0.40%,,66.43,0.61,40294,199,,5.01,4.99,5.09,4.99,5.07,1.10%,4.95,-2.27%,,,,,,,,,,,,,,,,,,,,,,,,,
2714,"EPU","iShares MSCI Peru and Global Exposure ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.43,4.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.26%,0.26%,-0.00%,0.08%,0.05%,-0.00%,-0.14%,-0.12%,4.56%,6.14%,15.78%,11.44%,18.00%,1.98%,1.03,0.52,1.69%,1.21%,4.00%,5.03%,11.38%,0.20%,17.02%,0.20%,23.76%,-31.70%,98.19%,64.43,,6/22/2009,No,Yes,,0.17%,0.43%,,18.42,0.63,11614,94,,34.85,35.00,35.25,35.00,35.06,0.60%,,,"Global or ExUS Equities - Country Specific","Equities (Stocks)","Global Ex. US Equities",,"Peru","Passive",0.59%,37,95999233,34.91,0.00,-5088997.65,-5.03,-6435750.05,-6.28,-5088997.65,-5.03,-46166602.45,-32.47,23.34,1.89,2.15,3.21,5.17,"Peru equity"
2715,"EPV","ProShares UltraShort FTSE Europe -2X Shares","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.27,3.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,-0.12%,-0.21%,-0.12%,-0.12%,-0.12%,0.00%,0.00%,0.58%,0.35%,-1.59%,-5.56%,-13.83%,-16.00%,-17.45%,0.81%,-1.85,0.18,1.28%,1.33%,-2.50%,-3.18%,-12.32%,-9.97%,2.24%,-29.42%,2.24%,-98.76%,2.24%,42.59,,6/19/2009,Yes,Yes,,-0.23%,-0.12%,,160.02,0.49,77891,191,,8.69,8.68,8.72,8.60,8.66,-0.35%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","Global Ex. US Equities",,"Europe","Passive",0.95%,7,31534557,8.67,-0.00,-4345567.50,-12.11,-10659767.50,-25.26,-5017987.50,-13.73,-30629942.30,-49.27,-15.09,-15.08,-24.12,-17.27,-25.18,"Europe equity leverage inverse"
2716,"EQ","Equillium Inc","-","Healthcare","Biotechnology","USA",96.93,,,,2.27,4.02,2.09,8.36,0.69,1.32,,,,-0.24,-0.17,72.97%,49.00%,-70.20%,,0.00%,,73.23%,42.63,-8.22,38.89%,38.05%,34.41,12.66,36.79%,63.96%,0.00%,7.53%,2.52%,4.10%,1.80,0.52,-15.83%,-31.45%,-33.41%,1.91,1.91,0.02,0.04,99.71%,-21.77%,-19.28%,-1.50%,-1.50%,-1.50%,-1.50%,-1.50%,-1.50%,-1.50%,2.75%,5.22%,13.22%,79.22%,249.37%,452.00%,227.79%,140.00%,281.74%,1.37,0.24,25.14%,17.79%,146.50%,213.91%,274.43%,33.98%,475.12%,33.98%,513.33%,-89.80%,513.33%,90.10,11/8/2023 4:30:00 PM,10/12/2018,Yes,Yes,36,35.96%,0.50%,1.00,288.64,3.79,1093939,2910,6.50,2.02,2.03,2.79,1.99,2.76,36.63%,2.62,-5.07%,,,,,,,,,,,,,,,,,,,,,,,,,
2717,"EQAL","Invesco Russell 1000 Equal Weight ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.83,1.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05%,0.05%,0.01%,0.09%,-0.02%,-0.07%,-0.25%,-0.24%,-0.59%,-0.48%,0.85%,2.95%,8.42%,6.45%,-0.07%,-0.39%,1.12,0.51,1.04%,0.98%,1.14%,1.43%,6.08%,-1.21%,5.78%,-1.21%,17.62%,-8.93%,116.08%,55.67,,12/29/2014,Yes,Yes,,-0.09%,-0.36%,,56.91,0.34,19287,127,,44.13,43.97,44.21,43.79,43.93,-0.45%,,,"US Equities - Broad Market & Size","Equities (Stocks)","US Equities",,"US","Passive",0.20%,995,584511206,44.11,-0.00,-5437435.25,-0.92,-65522512.75,-10.08,-8638019.00,-1.46,-73616302.50,-11.19,1.95,3.23,8.75,,8.03,"U.S. equity Russell-1000 equal-weight"
2718,"EQBK","Equity Bancshares Inc","RUT","Financial","Banks - Regional","USA",509.50,70.92,7.60,7.09,2.24,1.12,,7.93,29.35,,0.49,1.48%,88.00%,0.47,0.83,655.20%,14.99%,-26.18%,10.00%,5.03%,-65.95%,-356.23%,227.23,7.82,2.23%,-108.07%,15.43,12.99,84.19%,15.80%,0.05%,58.15%,-9.63%,0.86%,1.85,0.11,0.16%,1.81%,0.97%,0.43,,0.79,0.88,,1.24%,3.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.75%,1.76%,2.96%,20.78%,28.88%,5.13%,-2.60%,0.90,1.12,3.52%,3.24%,0.11%,-0.02%,23.71%,-5.63%,23.35%,-5.63%,61.07%,-25.46%,164.37%,51.71,1/24/2024 4:30:00 PM,11/11/2015,Yes,Yes,732,-0.84%,-0.75%,2.20,60.52,0.63,37853,470,37.80,33.55,33.30,33.78,33.01,33.02,-1.58%,33.02,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2719,"EQC","Equity Commonwealth","RUT","Real Estate","REIT - Office","USA",1985.73,24.54,,,32.81,0.88,0.92,17.03,21.21,20.19,,,0.00%,0.76,,,,-18.86%,-2.00%,-18.21%,-4.06%,33.86%,60.52,83.18,,63.03%,106.85,103.97,97.30%,2.82%,0.00%,95.52%,-1.28%,1.72%,1.97,1.79,3.45%,3.51%,3.49%,,,0.00,0.00,25.80%,-35.29%,137.43%,0.00%,-0.11%,-0.11%,-0.11%,-0.46%,-0.51%,-0.67%,-0.91%,-1.41%,-1.25%,-1.54%,-4.43%,-2.67%,-1.01%,-14.60%,-3.33%,0.24,0.33,2.21%,1.69%,-2.74%,-3.45%,-4.78%,-7.01%,3.51%,-15.47%,3.51%,-56.30%,403.70%,38.09,2/12/2024 4:30:00 PM,12/17/1986,Yes,Yes,22,-1.12%,-0.64%,3.00,909.10,1.46,1331260,5700,20.00,18.89,18.77,18.89,18.56,18.56,-1.75%,18.54,-0.11%,,,,,,,,,,,,,,,,,,,,,,,,,
