"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
467,"APRP","PGIM US Large-Cap Buffer 12 ETF - April","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.27%,4.42%,,,,5.40%,,0.10,0.09%,0.10%,1.67%,4.40%,4.47%,0.00%,8.97%,0.00%,8.97%,0.00%,8.97%,76.37,,4/1/2024,No,No,,0.00%,0.00%,,1.63,0.00,0,0,,26.35,26.35,26.35,26.35,26.35,0.00%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.50%,7,5000683,26.32,0.00,776600.00,18.39,1267120.00,33.94,2759260.00,123.10,2759260.00,123.10,,,,,20.18,"U.S. options buffer upside-cap fixed-period large-cap SP500"
468,"APRQ","Innovator Premium Income 40 Barrier ETF - April","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.32,5.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.23%,0.23%,0.23%,0.33%,-0.53%,1.05%,0.19%,0.31%,0.19%,0.03,0.09,0.37%,0.31%,-0.10%,-0.09%,-0.01%,-0.82%,0.68%,-1.06%,1.30%,-1.61%,1.34%,50.16,,4/3/2023,No,Yes,,0.09%,0.04%,,4.76,1.92,4309,7,,24.63,24.65,24.70,24.61,24.67,0.13%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.79%,7,19712800,24.64,0.00,-617252.50,-3.04,-1233112.50,-5.89,-9855995.00,-33.33,-20947515.00,-51.52,5.80,,,,6.01,"U.S. options SP500 buffer upside-cap fixed-period"
469,"APRT","AllianzIM U.S. Large Cap Buffer10 Apr ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.14%,-0.09%,0.05%,0.05%,0.77%,2.74%,7.70%,9.98%,18.22%,10.27%,0.56,0.17,0.38%,0.39%,1.64%,3.69%,9.43%,-0.11%,9.10%,-0.11%,23.89%,-0.11%,56.76%,76.48,,6/1/2020,No,Yes,,0.05%,0.33%,,26.97,0.16,2050,6,,36.78,36.90,36.96,36.89,36.92,0.38%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.74%,5,117015230,36.86,0.00,906250.00,0.78,33206750.00,39.62,81797158.50,232.26,66731266.45,132.71,16.56,9.41,,,10.73,"U.S. options buffer upside-cap fixed-period large-cap SP500"
470,"APRW","AllianzIM U.S. Large Cap Buffer20 Apr ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.06%,-0.00%,0.04%,0.09%,0.64%,2.03%,5.62%,6.67%,11.50%,7.08%,0.30,0.12,0.32%,0.34%,1.21%,2.70%,6.44%,-0.00%,6.59%,-0.00%,15.33%,-0.00%,31.44%,77.63,,6/1/2020,No,Yes,,0.13%,0.13%,,64.58,0.23,7140,20,,31.52,31.56,31.61,31.56,31.60,0.25%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.74%,5,330769003,31.56,0.00,-10150000.00,-2.98,46197000.00,16.23,186658055.75,129.52,149590129.00,82.56,11.77,5.96,,,6.54,"U.S. options buffer upside-cap fixed-period large-cap SP500"
471,"APRZ","TrueShares Structured Outcome (April) ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.86,2.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.20%,4.08%,7.33%,17.39%,37.85%,13.80%,0.66,0.11,0.01%,0.13%,1.90%,4.21%,13.38%,0.12%,8.20%,0.12%,22.27%,0.12%,44.50%,81.08,,4/1/2021,No,Yes,,0.00%,0.19%,,16.56,0.01,52,2,,33.71,33.77,33.77,33.77,33.77,0.19%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.79%,4,6070446,33.72,0.00,-21796572.00,-78.22,-18591497.00,-75.39,-681364.00,-10.09,-681364.00,-10.09,19.87,9.45,,,10.65,"U.S. options buffer upside-cap fixed-period SP500"
472,"APT","Alpha Pro Tech Ltd.","-","Industrials","Building Products & Equipment","Canada",68.97,16.41,,1.09,1.13,1.09,3.73,8.28,5.42,1.58,,,0.00%,0.36,,,,6.28%,15.00%,15.22%,-2.30%,11.70%,60.92,4.21,,,11.42,10.02,87.74%,14.30%,-2.45%,29.84%,-6.50%,1.19%,2.18,0.12,6.16%,6.87%,6.00%,25.37,15.31,0.14,0.15,36.67%,6.62%,6.92%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.42%,0.42%,1.19%,0.85%,5.92%,15.45%,-1.02%,13.23%,54.44%,11.52%,-0.72,0.22,3.42%,4.04%,7.24%,10.92%,13.16%,-7.09%,27.14%,-14.75%,56.07%,-85.82%,1211.00%,60.79,3/13/2024 8:30:00 AM,4/4/1994,Yes,Yes,124,1.54%,0.17%,,55.03,0.34,8713,47,,5.80,5.81,5.88,5.80,5.90,1.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,"APTO","Aptose Biosciences Inc","-","Healthcare","Biotechnology","Canada",12.77,,,,,80.86,1.37,,0.01,0.52,,,,-6.27,-0.56,70.25%,47.67%,10.18%,,0.00%,,66.88%,0.00,-47.17,33.47%,,18.11,15.01,82.88%,17.12%,0.00%,5.61%,,0.62%,1.60,0.09,-180.99%,-361.05%,-7179.76%,0.97,0.97,3.71,6.57,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.71%,0.71%,0.01%,0.70%,-0.68%,-4.05%,-3.52%,-22.52%,-48.15%,-69.21%,-84.12%,-72.24%,1.25,0.07,8.42%,9.45%,-8.53%,-27.46%,-61.73%,-44.48%,5.24%,-86.17%,5.24%,-100.00%,5.24%,27.67,5/14/2024 4:30:00 PM,3/16/1992,No,Yes,35,-1.38%,0.70%,1.00,58.15,1.50,41034,216,6.00,0.71,0.71,0.72,0.67,0.71,-0.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,"APTV","Aptiv PLC","S&P 500","Consumer Cyclical","Auto Parts","Ireland",19699.87,6.83,9.46,0.26,0.98,1.77,20.94,15.80,40.88,3.46,,,0.00%,10.61,1.42,24.14%,26.93%,20.89%,26.09%,7.33%,1.72%,47.07%,20134.00,2981.00,11.27%,-1.66%,279.03,270.38,96.90%,0.62%,-1.58%,98.10%,1.66%,2.48%,2.31,6.70,13.20%,29.79%,18.31%,1.29,0.89,0.46,0.61,15.80%,8.55%,14.81%,-0.00%,-0.06%,-0.19%,-0.14%,-0.33%,-0.19%,-0.25%,0.15%,-0.18%,-0.78%,3.92%,-3.80%,-2.40%,-13.39%,-35.56%,-19.29%,1.79,2.19,2.31%,3.14%,1.85%,-6.25%,-10.65%,-15.37%,11.18%,-36.00%,11.18%,-59.95%,349.80%,48.54,8/1/2024 8:30:00 AM,11/17/2011,Yes,Yes,154000,0.25%,-0.67%,1.84,2903.89,0.74,1009927,6021,94.96,72.72,72.23,72.69,71.85,72.41,-0.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,"APUE","ActivePassive U.S. Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.12,0.34%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,-0.17%,-0.17%,-0.35%,-0.10%,0.12%,1.81%,4.36%,9.96%,18.36%,26.20%,18.56%,1.01,0.26,0.66%,0.66%,2.85%,5.34%,14.88%,0.01%,12.31%,0.01%,38.06%,0.01%,41.13%,77.90,,5/3/2023,No,Yes,,0.09%,0.60%,,201.22,0.26,24598,69,,34.26,34.46,34.65,34.45,34.49,0.69%,,,"US Equities - Broad Market & Size","Equities (Stocks)","US Equities",,"US","Active",0.33%,306,1588566350,34.25,0.01,14174015.00,0.90,267437565.00,20.24,1037655725.00,188.35,1238620357.50,353.95,26.89,,,,31.45,"U.S. equity"
476,"APVO","Aptevo Therapeutics Inc","-","Healthcare","Biotechnology","USA",2.31,,,,,0.03,0.23,,9.06,1.33,,,,-99.40,-1.93,-481.23%,34.88%,46.80%,,-17.88%,,-157.27%,0.00,-27.02,7.61%,,7.70,7.69,99.87%,0.11%,0.00%,0.04%,5.93%,4.53%,0.36,0.35,-103.85%,-186.06%,-238.75%,1.92,1.92,0.85,0.85,,0.00%,,0.07%,-0.33%,-0.33%,-0.33%,0.50%,1.76%,-0.46%,0.13%,-2.72%,3.26%,-4.60%,-63.74%,-64.44%,-95.72%,-99.56%,-96.23%,5.18,0.06,12.14%,12.52%,-33.00%,-56.30%,-94.92%,-78.22%,5.51%,-99.58%,5.51%,-99.99%,5.51%,28.28,5/8/2024 8:30:00 AM,7/20/2016,No,Yes,40,1.90%,-5.75%,1.00,961.22,2.00,907415,559,17.00,0.31,0.29,0.31,0.28,0.30,-3.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,"APWC","Asia Pacific Wire & Cable","-","Industrials","Electrical Equipment & Parts","Taiwan",30.93,,,,,0.20,0.81,,7.62,1.86,,,0.00%,,,,,-2.41%,,2.66%,24.78%,243.75%,,,,,20.62,3.93,19.06%,80.96%,0.00%,1.03%,0.97%,0.06%,0.42,0.00,,,,2.10,1.19,0.01,0.36,,-0.39%,,-5.06%,-5.06%,-5.06%,-5.06%,-5.06%,-5.06%,-5.06%,2.04%,6.38%,5.63%,-3.23%,-3.82%,10.29%,6.38%,-14.29%,19.74%,0.66,0.09,5.44%,5.58%,-2.70%,-0.45%,7.40%,-13.29%,20.97%,-36.44%,25.00%,-89.33%,476.92%,49.08,,3/26/1997,No,Yes,,6.38%,-1.05%,,5.62,2.36,6267,32,,1.42,1.41,1.52,1.41,1.50,5.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,"APXI","APx Acquisition Corp I","-","Financial","Shell Companies","Mexico",115.15,24.86,,,,1.91,11515.42,,6.07,0.00,,,,0.47,,,,,,,,1318.11%,0.00,6.06,,,9.91,5.60,56.51%,43.52%,0.00%,68.27%,6.96%,0.00%,0.02,0.00,5.03%,5.09%,9.68%,0.17,0.17,0.00,0.00,,0.00%,,0.17%,0.17%,0.17%,0.17%,0.17%,0.17%,0.17%,0.17%,1.48%,1.48%,0.56%,1.04%,2.11%,6.61%,14.15%,3.94%,0.01,0.03,0.02%,0.05%,0.40%,0.97%,4.97%,0.00%,1.93%,0.00%,17.85%,0.00%,18.57%,68.65,,1/28/2022,No,Yes,,1.48%,-1.46%,,10.33,0.02,80,4,,11.62,11.45,11.45,11.45,11.62,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,"APYX","Apyx Medical Corp","-","Healthcare","Medical Devices","USA",47.46,,,,0.94,2.34,1.27,,0.58,1.08,,,,-0.66,-0.20,-40.37%,10.03%,-25.84%,15.00%,30.52%,-15.63%,-117.18%,50.45,-22.81,-1.85%,7.53%,34.64,29.04,83.83%,16.17%,0.00%,37.58%,-0.47%,1.00%,5.03,0.29,-35.78%,-81.01%,-38.98%,5.87,4.94,1.89,1.91,25.51%,-41.54%,-45.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,-0.18%,-0.04%,0.00%,-1.44%,2.24%,-11.62%,-6.16%,-40.69%,-77.43%,-47.71%,1.21,0.09,5.32%,6.55%,0.07%,-6.85%,-31.48%,-31.16%,9.60%,-78.83%,13.22%,-92.17%,265.33%,46.02,5/9/2024 8:30:00 AM,2/22/1999,Yes,Yes,252,-1.44%,0.72%,1.80,57.99,0.19,5225,44,3.62,1.38,1.39,1.39,1.35,1.37,-0.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,"AQB","AquaBounty Technologies Inc","-","Consumer Defensive","Farm Products","USA",7.18,,,,2.81,0.05,2.77,,39.88,0.67,,,,-8.51,-1.15,26.08%,51.13%,17.48%,,211.08%,19.96%,-59.03%,2.55,-32.23,-90.38%,-4.54%,3.85,3.61,93.77%,6.50%,0.00%,7.05%,-74.80%,3.33%,8.42,0.12,-16.85%,-18.99%,-20.22%,0.26,0.23,0.04,0.06,-621.01%,-1078.21%,-1262.89%,0.00%,0.20%,1.04%,1.04%,-0.03%,-0.05%,0.49%,-0.82%,-0.32%,-2.66%,10.01%,2.15%,-0.05%,-19.17%,-75.60%,-34.77%,1.20,0.10,6.06%,5.31%,9.77%,3.44%,-21.38%,-14.33%,21.51%,-77.33%,21.51%,-99.70%,1191.04%,63.40,5/15/2024 8:30:00 AM,1/9/2017,No,Yes,104,0.49%,0.54%,3.00,14.27,1.98,13294,137,2.00,1.84,1.85,1.89,1.84,1.86,1.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,"AQMS","Aqua Metals Inc","-","Industrials","Waste Management","USA",49.04,,,,1634.56,1.85,5.92,,0.20,0.06,,,,-0.25,-0.05,2.50%,48.72%,26.38%,35.00%,79.85%,,7.76%,0.03,-25.08,0.00%,-100.00%,130.73,124.09,94.92%,5.08%,9.25%,16.31%,0.97%,2.84%,7.63,3.52,-76.70%,-119.65%,-109.08%,1.19,1.07,0.01,0.15,-29604.00%,-83648.00%,-100336.00%,0.00%,0.00%,-0.29%,0.00%,-0.29%,-0.58%,-0.58%,-1.29%,-0.27%,2.74%,5.54%,-5.28%,-32.37%,-42.28%,-74.83%,-50.64%,1.02,0.03,10.30%,7.82%,7.14%,-5.15%,-40.79%,-30.33%,24.58%,-78.75%,24.58%,-98.35%,24.58%,52.42,5/15/2024 4:30:00 PM,7/31/2015,Yes,Yes,53,0.03%,0.16%,1.00,462.01,1.21,264204,656,3.00,0.37,0.38,0.38,0.38,0.38,0.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,"AQN","Algonquin Power & Utilities Corp","-","Utilities","Utilities - Renewable","Canada",4884.23,,12.45,,1.85,0.94,56.62,,6.58,0.11,0.45,7.27%,1462.45%,-0.50,0.08,-7.34%,1.15%,-40.16%,1.70%,11.36%,-5.70%,-134.19%,2644.07,-339.29,-10.08%,-9.38%,789.69,765.93,96.99%,3.01%,0.00%,55.68%,,2.73%,3.49,20.90,-1.82%,-6.39%,-2.47%,0.98,0.79,1.82,1.87,21.12%,18.37%,-12.83%,0.02%,0.02%,0.08%,0.01%,0.08%,0.16%,0.16%,0.50%,0.74%,-1.20%,3.43%,5.01%,4.30%,-3.36%,-24.76%,-2.14%,0.72,0.15,2.03%,2.61%,4.18%,-0.56%,2.46%,-8.91%,11.44%,-27.15%,26.22%,-65.37%,98.68%,56.53,5/10/2024 8:30:00 AM,11/10/2009,Yes,Yes,3500,-1.28%,-0.40%,2.50,5992.80,0.80,2269471,2039,7.00,6.29,6.26,6.27,6.13,6.18,-1.67%,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,"AQST","Aquestive Therapeutics Inc","RUT","Healthcare","Drug Manufacturers - Specialty & Generic","USA",248.08,,,,4.82,,2.61,,-0.40,1.05,,,,-0.43,-0.12,-281.73%,13.64%,46.61%,,-4.81%,8.25%,-259.47%,51.50,-28.77,-91.44%,-1.70%,91.04,79.75,87.60%,12.40%,-0.66%,39.46%,-2.95%,9.57%,4.19,7.63,-30.15%,,-37.12%,6.28,5.85,,,60.23%,-37.77%,-55.85%,0.00%,0.00%,0.00%,-0.06%,0.00%,-0.37%,-0.73%,-1.80%,-0.73%,-0.18%,13.54%,-3.02%,-30.31%,8.57%,66.16%,34.90%,2.79,0.18,8.00%,6.51%,7.35%,-5.24%,-1.51%,-24.31%,21.65%,-56.26%,117.76%,-86.83%,340.94%,52.77,5/7/2024 4:30:00 PM,7/25/2018,Yes,Yes,135,1.30%,0.75%,1.12,1819.99,0.36,308724,1805,8.56,2.67,2.69,2.78,2.64,2.72,2.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,"AQU","Aquaron Acquisition Corp","-","Financial","Shell Companies","USA",50.14,60.02,,,,1.81,,,6.08,0.00,,,0.00%,0.18,,,,,,0.00%,,156.85%,0.00,1.00,,,4.55,2.93,64.40%,35.65%,0.00%,54.56%,,0.17%,0.64,0.00,2.27%,2.48%,3.61%,0.00,0.00,0.00,0.04,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-4.17%,0.55%,0.73%,2.23%,5.05%,,3.18%,0.01,0.07,0.00%,0.02%,-0.00%,0.77%,3.68%,-6.88%,2.23%,-6.88%,6.06%,-6.88%,11.31%,50.10,,10/19/2022,No,Yes,2,-4.17%,5.22%,,7.55,0.17,589,6,,10.93,11.50,11.02,11.02,11.02,0.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,"AQWA","Global X Clean Water ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.23,1.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,-0.45%,0.06%,-0.67%,0.11%,-0.06%,4.80%,2.53%,5.64%,11.25%,13.91%,8.83%,1.02,0.19,0.75%,0.77%,3.88%,1.98%,9.40%,-3.05%,6.67%,-3.05%,30.60%,-3.05%,44.95%,65.24,,4/12/2021,Yes,Yes,,-0.06%,0.28%,,3.59,0.49,827,26,,17.76,17.81,17.92,17.77,17.80,0.23%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Equities","Natural Resources",,"Passive",0.50%,42,10334018,17.82,-0.00,0.00,0.00,362200.00,3.63,-436000.00,-4.05,488000.00,4.96,15.61,4.88,,,6.21,"Global equity water"
486,"AR","Antero Resources Corp","-","Energy","Oil & Gas E&P","USA",10067.14,160.19,11.11,2.16,2.32,1.42,,12.75,22.73,0.00,,,0.00%,0.20,-0.15,17.48%,361.33%,,74.20%,19.49%,-13.21%,-82.96%,4346.32,65.83,132.13%,5.64%,303.54,287.26,94.64%,7.89%,-7.90%,84.74%,-3.32%,3.85%,3.00,11.07,0.48%,0.94%,0.60%,0.29,0.29,0.55,0.63,9.81%,4.67%,1.51%,0.05%,0.06%,-0.06%,0.22%,0.19%,0.22%,0.56%,1.36%,2.44%,-1.25%,-1.25%,-7.09%,8.73%,42.37%,37.60%,42.81%,3.40,0.92,2.20%,2.66%,-1.23%,-3.77%,17.28%,-10.71%,1.89%,-10.71%,61.14%,-52.67%,4976.80%,44.93,7/31/2024 4:30:00 PM,10/10/2013,Yes,Yes,604,-0.46%,-0.06%,2.09,3693.14,1.20,2092654,10984,37.15,32.56,32.54,32.72,31.37,32.39,-0.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,"ARAY","Accuray Inc","RUT","Healthcare","Medical Devices","USA",189.05,,98.04,,0.44,4.60,3.09,,0.41,0.62,,,,-0.22,0.03,-65.73%,111.73%,19.06%,,1.88%,-14.34%,-1130.65%,430.55,-21.49,-380.00%,-12.79%,96.53,93.66,97.03%,5.63%,1.06%,63.22%,-4.19%,6.45%,8.79,6.04,-4.58%,-44.87%,-9.12%,1.57,0.76,4.73,5.04,33.01%,-1.57%,-4.99%,0.00%,0.00%,0.26%,0.26%,-0.52%,-0.52%,-0.78%,-1.30%,-2.31%,-4.75%,8.86%,2.97%,-16.45%,-33.16%,-50.78%,-32.69%,1.46,0.11,7.00%,6.84%,7.02%,10.85%,-21.01%,-13.80%,30.11%,-55.69%,30.11%,-93.87%,43.23%,56.96,5/1/2024 4:30:00 PM,2/8/2007,Yes,Yes,1024,-4.27%,1.02%,1.00,686.59,0.43,140377,627,6.00,1.97,1.99,2.00,1.90,1.90,-3.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,"ARB","AltShares Merger Arbitrage ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.00%,0.13%,0.26%,0.74%,1.57%,1.23%,1.76%,6.45%,1.79%,0.09,0.13,0.36%,0.53%,1.18%,1.35%,1.97%,0.11%,5.50%,-0.04%,9.43%,-2.26%,12.52%,70.52,,5/7/2020,No,Yes,,0.26%,0.21%,,18.21,0.14,1197,15,,27.10,27.16,27.23,27.18,27.23,0.46%,,,"Other Asset Types - Multi-Asset / Other","Hedge Fund Replication","Global Hedge Fund",,,"Passive",0.77%,91,69410000,27.18,0.00,-3232800.00,-4.45,-5633800.00,-7.51,380500.00,0.55,-6763900.00,-8.88,6.04,3.23,,,3.56,"Global equity M&A"
489,"ARBB","ARB IOT Group Ltd","-","Technology","Information Technology Services","Malaysia",14.01,,,,,,,,,,,,,,,,,,,,,,,,400.00%,-9.62%,26.44,15.04,56.88%,43.11%,0.00%,0.00%,,0.07%,0.13,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.02%,0.02%,0.02%,1.90%,1.24%,1.24%,-3.65%,-19.70%,-51.82%,-65.13%,-83.74%,-79.22%,3.43,0.04,8.45%,8.55%,-1.86%,-27.67%,-55.29%,-53.91%,19.15%,-88.96%,19.15%,-90.19%,19.15%,36.20,,4/5/2023,No,Yes,,1.92%,-0.67%,1.00,82.51,0.45,17346,35,3.00,0.52,0.52,0.52,0.51,0.53,1.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,"ARBE","Arbe Robotics Ltd","-","Technology","Software - Infrastructure","Israel",176.00,,,,140.80,5.22,4.93,,0.43,0.46,,,,-0.62,-0.15,6.42%,33.66%,,,143.90%,-61.41%,-6.92%,1.25,-46.40,-79.18%,-57.99%,77.93,48.60,62.36%,37.87%,0.00%,23.54%,-0.94%,1.24%,5.86,0.60,-99.93%,-123.94%,-132.63%,6.15,6.15,0.05,0.07,-27.40%,-3914.22%,-3705.91%,0.00%,0.00%,-0.44%,-0.44%,-0.88%,-0.44%,-0.88%,-1.75%,-1.32%,-3.43%,-7.41%,19.68%,17.19%,16.58%,-25.74%,3.21%,0.06,0.17,14.36%,7.50%,11.61%,20.23%,15.71%,-11.76%,41.51%,-28.12%,61.29%,-86.97%,61.29%,59.10,5/22/2024 8:30:00 AM,10/30/2020,Yes,Yes,137,-4.66%,0.00%,1.00,102.96,2.14,104058,369,3.50,2.36,2.36,2.39,2.25,2.25,-4.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,"ARBK","Argo Blockchain Plc ADR","-","Financial","Capital Markets","United Kingdom",75.77,,,,1.20,9.78,5.72,,0.13,0.23,,,,-0.57,-0.08,56.19%,62.50%,-18.79%,,275.14%,45.82%,70.33%,63.22,-29.52,52.38%,-8.71%,53.70,53.53,99.68%,,,4.14%,-8.24%,1.41%,2.74,0.75,-34.79%,-446.50%,-62.96%,0.65,0.65,5.06,6.70,6.02%,-22.71%,-46.69%,0.00%,0.77%,0.91%,0.77%,1.16%,-0.38%,1.16%,4.81%,11.97%,11.02%,11.02%,-5.07%,-9.03%,-48.43%,-48.02%,-64.97%,1.90,0.11,7.46%,8.51%,9.87%,-0.07%,-20.84%,-20.12%,25.95%,-70.56%,39.36%,-93.76%,263.89%,56.00,5/23/2024 4:30:00 PM,9/23/2021,Yes,Yes,32,12.93%,3.11%,3.00,275.17,3.98,516842,1075,1.10,1.12,1.16,1.33,1.15,1.31,16.44%,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,"ARC","ARC Document Solutions Inc","-","Industrials","Specialty Business Services","USA",132.11,15.24,10.03,1.52,0.47,0.85,2.54,5.31,3.59,1.20,0.20,6.54%,105.60%,0.20,0.07,-5.56%,19.61%,-0.78%,10.00%,-6.29%,2.72%,28.67%,283.07,8.75,33.33%,2.67%,42.78,35.52,83.03%,17.75%,0.00%,49.36%,-2.17%,0.34%,1.17,0.12,2.86%,5.63%,3.70%,1.56,1.42,0.53,0.64,33.29%,6.47%,3.09%,0.00%,0.00%,0.00%,-0.31%,-0.34%,-0.02%,-0.34%,-0.34%,1.14%,0.64%,5.14%,13.31%,16.33%,-0.34%,-11.32%,-6.72%,1.17,0.08,2.50%,2.72%,10.49%,11.72%,8.23%,0.31%,19.51%,-16.97%,19.51%,-92.16%,799.85%,68.39,5/7/2024 4:30:00 PM,2/4/2005,Yes,Yes,1900,1.98%,0.00%,1.00,102.79,2.06,99604,261,5.35,3.00,3.00,3.08,2.98,3.06,1.98%,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,"ARCB","ArcBest Corp","RUT","Industrials","Trucking","USA",2776.92,24.21,10.89,1.61,0.64,2.27,11.53,49.96,52.12,10.28,0.43,0.37%,4.45%,4.90,2.08,5.15%,31.29%,33.81%,15.00%,8.95%,-6.30%,-250.68%,4357.77,119.89,-12.39%,0.36%,23.56,22.96,97.45%,2.01%,-0.42%,99.81%,-1.40%,7.86%,5.92,1.80,5.03%,9.92%,7.76%,1.23,1.23,0.26,0.34,8.53%,4.09%,2.75%,-0.06%,-0.07%,-0.09%,-0.17%,0.01%,-0.15%,-0.92%,-0.96%,-0.81%,3.24%,9.33%,7.02%,-20.56%,0.55%,22.46%,-1.41%,1.48,3.88,3.45%,2.91%,10.22%,8.60%,-1.00%,-2.85%,18.00%,-22.84%,36.34%,-22.84%,2773.21%,66.66,8/2/2024 8:30:00 AM,5/13/1992,Yes,Yes,15000,2.90%,0.33%,1.75,305.13,0.51,73078,1977,138.58,114.80,115.18,120.34,115.00,118.52,3.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,
