"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
2318,"DRH","Diamondrock Hospitality Co.","RUT","Real Estate","REIT - Hotel & Motel","USA",1724.59,23.02,17.75,,1.59,1.05,10.44,13.56,7.82,0.79,0.14,1.68%,33.30%,0.36,0.17,17.69%,9.16%,-3.28%,-9.50%,22.76%,5.28%,-12.34%,1087.74,75.70,22.45%,2.81%,209.63,204.74,97.67%,2.54%,0.00%,107.40%,0.45%,9.09%,9.17,18.61,2.66%,5.29%,2.58%,,,0.78,0.78,19.79%,13.47%,6.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.12%,0.00%,0.26%,-0.36%,-2.61%,-12.47%,-8.37%,0.74%,-12.57%,1.61,0.18,2.04%,1.77%,-2.26%,-6.06%,-6.15%,-15.05%,0.98%,-17.82%,12.01%,-61.38%,320.45%,38.43,5/2/2024 4:30:00 PM,5/26/2005,Yes,Yes,33,0.24%,-1.09%,2.50,2030.26,1.08,2190122,7722,10.15,8.28,8.19,8.24,8.08,8.21,-0.85%,8.21,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2319,"DRI","Darden Restaurants, Inc.","S&P 500","Consumer Cyclical","Restaurants","USA",17758.38,17.44,15.61,1.74,1.59,8.15,66.24,18.39,18.27,2.25,5.27,3.54%,60.58%,8.53,2.61,10.52%,7.76%,11.05%,10.03%,6.66%,6.77%,11.08%,11201.70,1034.60,-0.12%,-1.65%,121.07,118.88,98.19%,0.40%,-8.11%,97.67%,-1.13%,4.37%,4.11,5.19,9.67%,49.05%,12.00%,0.39,0.25,2.95,3.12,17.19%,11.83%,9.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.45%,0.47%,0.16%,-1.98%,-13.48%,-8.42%,-11.25%,-9.45%,1.29,2.38,1.36%,1.51%,-0.25%,-1.71%,-4.46%,-10.10%,2.39%,-15.87%,11.56%,-15.87%,3592.57%,47.19,6/20/2024 8:30:00 AM,5/9/1995,Yes,Yes,187384,1.33%,-0.45%,1.87,1261.98,0.97,1229208,14310,174.43,147.48,146.82,148.80,146.19,148.78,0.88%,148.11,-0.45%,,,,,,,,,,,,,,,,,,,,,,,,,
2320,"DRIO","DarioHealth Corp","-","Healthcare","Health Information Services","USA",34.71,,,,1.82,0.44,0.98,,2.65,1.18,,,,-1.71,-0.45,35.06%,23.80%,34.16%,,36.33%,-18.51%,55.46%,19.04,-49.45,32.20%,-14.19%,27.19,24.91,91.61%,16.75%,0.00%,29.95%,-10.57%,6.13%,12.13,1.53,-40.37%,-65.91%,-47.74%,2.95,2.67,0.33,0.39,27.56%,-319.86%,-259.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.85%,0.00%,0.87%,-11.45%,-37.30%,-23.68%,-33.33%,-71.71%,-32.56%,1.53,0.14,13.39%,9.89%,-23.05%,-21.07%,-38.52%,-39.89%,10.47%,-74.67%,70.59%,-99.98%,70.59%,33.88,5/15/2024 8:30:00 AM,4/9/2013,Yes,Yes,276,8.41%,-2.28%,1.00,125.80,1.19,149180,289,5.67,1.10,1.07,1.17,1.00,1.16,5.94%,1.16,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2321,"DRIP","Direxion Daily S&P Oil & Gas Exp. & Prod. Bear 2X Shares","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.48,4.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,0.20%,3.98%,12.58%,5.70%,-17.21%,-30.89%,-9.65%,-2.95,0.37,4.54%,3.60%,8.48%,13.48%,-1.63%,1.49%,29.69%,-34.10%,29.69%,-99.90%,29.69%,63.65,,5/29/2015,Yes,Yes,,2.72%,0.71%,,1132.49,0.70,792308,1916,,9.86,9.93,10.27,9.92,10.20,3.45%,10.26,0.59%,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Energy","US","Passive",0.95%,9,51179721,10.22,-0.00,-6817599.78,-11.76,-3350552.96,-6.14,-6068193.29,-10.60,2851151.81,5.90,-27.78,-47.39,-55.60,,-44.12,"U.S. equity energy oil-gas-exp-prod leverage inverse"
2322,"DRIV","Global X Autonomous & Electric Vehicles ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.40,1.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-2.11%,-2.11%,-1.66%,-1.63%,-2.94%,1.13%,1.35%,-7.94%,-2.31%,1.38,0.40,1.30%,1.21%,-2.32%,-0.01%,1.97%,-3.95%,8.36%,-13.31%,16.88%,-25.51%,158.73%,44.28,,4/17/2018,Yes,Yes,,-0.50%,-1.02%,,97.93,1.50,146840,1187,,24.47,24.22,24.31,23.99,24.10,-1.51%,23.64,-1.91%,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Equities","Future Mobility Production & Tech",,"Passive",0.68%,84,531340844,24.16,-0.00,-29500200.00,-5.26,-74800100.00,-12.34,-163498100.00,-23.53,-310070500.00,-36.85,-6.47,-4.31,14.32,,9.03,"Global equity technology autonomous-vehicles electric-vehicles"
2323,"DRLL","Strive U.S. Energy ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.83,2.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,2.24%,2.24%,2.24%,-0.03%,-0.03%,-0.03%,2.27%,-2.20%,-5.90%,-4.26%,5.42%,7.80%,3.72%,0.82,0.48,1.53%,1.42%,-3.89%,-6.16%,-1.24%,-11.16%,-0.33%,-11.16%,10.88%,-11.16%,22.09%,33.44,,8/9/2022,Yes,Yes,,-0.70%,-0.17%,,56.98,1.48,84215,287,,29.35,29.30,29.32,29.03,29.09,-0.87%,29.72,2.15%,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Energy","US","Passive",0.41%,40,338402288,29.12,-0.00,-741562.00,-0.22,9287444.00,2.82,-3602570.00,-1.05,-21458653.00,-5.96,10.94,,,,9.69,"U.S. equity energy"
2324,"DRMA","Dermata Therapeutics Inc","-","Healthcare","Biotechnology","USA",1.12,,,,,0.30,0.24,,8.58,10.75,,,,-32.72,-3.79,59.63%,71.49%,26.37%,,0.00%,,79.29%,0.00,-8.69,91.30%,,0.44,0.42,95.45%,6.04%,0.00%,1.13%,,6.07%,1.16,0.03,-120.05%,-146.08%,-228.17%,3.78,3.78,0.00,0.00,,0.00%,,0.00%,0.00%,0.00%,-2.31%,-2.31%,-2.31%,-2.31%,-8.63%,-6.27%,-25.29%,-22.65%,-48.43%,-57.24%,-75.34%,-90.22%,-72.10%,0.82,0.52,19.37%,16.66%,-28.80%,-44.51%,-70.69%,-61.71%,-14.91%,-91.58%,-14.91%,-99.85%,-14.91%,28.21,5/15/2024 4:30:00 PM,8/13/2021,No,Yes,8,-18.71%,-0.16%,1.00,21.88,12.58,275292,1111,10.00,3.14,3.14,3.71,2.34,2.55,-18.84%,2.54,-0.49%,,,,,,,,,,,,,,,,,,,,,,,,,
2325,"DRN","Direxion Daily Real Estate Bull 3X Shares","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.25,2.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11%,0.23%,0.16%,0.35%,0.62%,0.69%,0.61%,0.81%,0.75%,0.46%,4.06%,-3.96%,-7.63%,-12.54%,-6.64%,-17.89%,3.03,0.35,4.06%,3.60%,3.23%,6.17%,2.68%,-8.98%,23.34%,-20.73%,57.54%,-75.84%,476.00%,56.93,,7/16/2009,Yes,Yes,,1.28%,-1.15%,,958.03,0.53,506632,1389,,8.71,8.61,8.80,8.50,8.72,0.11%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Real Estate","US","Passive",0.95%,36,73739656,8.73,-0.00,-740630.52,-0.99,9476983.92,14.75,5257574.86,7.68,23672147.64,47.28,-4.07,-25.72,-17.48,-2.88,13.32,"U.S. equity real-estate leverage"
2326,"DRQ","Dril-Quip, Inc.","RUT","Energy","Oil & Gas Equipment & Services","USA",604.76,,21.21,,1.36,0.71,2.93,24.60,24.91,5.99,,,0.00%,-0.63,0.17,361.76%,86.13%,,,2.71%,21.39%,-966.57%,443.49,-21.69,-1211.11%,3.41%,34.39,33.78,98.23%,1.86%,-5.07%,103.17%,-1.93%,3.20%,3.93,1.08,-2.17%,-2.50%,-2.49%,5.35,3.79,0.02,0.02,27.53%,-0.22%,-4.89%,0.00%,0.00%,0.00%,0.00%,0.11%,0.69%,1.02%,1.15%,1.45%,1.11%,0.23%,-8.49%,-26.67%,-19.88%,-26.24%,-24.50%,0.87,0.69,4.14%,3.39%,-4.22%,-9.53%,-22.12%,-26.38%,5.59%,-43.19%,5.59%,-85.49%,203.98%,41.23,5/2/2024 4:30:00 PM,10/23/1997,Yes,Yes,1659,-2.50%,-0.39%,3.50,275.06,0.75,205226,2754,28.33,18.09,18.02,18.02,17.20,17.57,-2.87%,17.57,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2327,"DRRX","Durect Corp","-","Healthcare","Drug Manufacturers - Specialty & Generic","USA",51.22,,,,6.16,6.17,2.39,,0.27,0.69,,,,-1.00,-0.16,32.22%,-16.80%,5.33%,15.00%,-3.23%,-11.05%,50.54%,8.32,-23.28,-21.95%,-32.95%,30.33,29.17,96.18%,6.03%,0.00%,22.32%,-3.45%,3.61%,6.12,1.05,-49.23%,-196.94%,-216.24%,1.05,0.96,0.30,2.21,82.49%,-379.51%,-279.77%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.34%,3.75%,8.55%,71.88%,27.91%,179.19%,-70.38%,179.66%,1.07,0.16,9.24%,13.13%,19.64%,47.53%,22.28%,-12.23%,128.06%,-72.96%,250.84%,-99.11%,250.84%,63.71,5/13/2024 4:30:00 PM,9/28/2000,Yes,Yes,58,-5.17%,2.96%,1.67,172.12,0.88,151829,361,6.75,1.69,1.74,1.75,1.57,1.65,-2.37%,1.66,0.61%,,,,,,,,,,,,,,,,,,,,,,,,,
2328,"DRS","Leonardo DRS Inc.","RUT","Industrials","Aerospace & Defense","USA",6484.84,35.35,25.48,2.16,2.20,2.75,40.53,29.61,8.96,0.61,,,0.00%,0.70,0.13,10.68%,19.77%,,16.40%,4.16%,20.91%,137.99%,2945.00,185.00,20.38%,6.57%,262.53,72.96,27.79%,72.25%,0.00%,25.83%,-0.42%,3.06%,3.99,2.23,4.96%,8.23%,6.64%,1.96,1.59,0.18,0.21,22.04%,8.66%,6.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.33%,-0.74%,1.61%,5.84%,12.24%,27.71%,47.14%,23.05%,0.89,0.63,2.64%,2.57%,2.87%,9.69%,22.34%,-1.75%,24.04%,-1.75%,56.67%,-83.76%,4466.67%,64.50,5/1/2024 8:30:00 AM,6/24/1985,Yes,Yes,6600,1.02%,-1.13%,1.71,559.96,1.02,573181,5455,25.43,24.69,24.41,24.69,24.23,24.66,-0.12%,24.50,-0.65%,,,,,,,,,,,,,,,,,,,,,,,,,
2329,"DRSK","Aptus Defined Risk ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.93,3.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.03%,0.03%,0.04%,0.03%,-0.04%,-0.04%,0.13%,2.23%,2.02%,3.97%,8.57%,8.66%,8.10%,0.33,0.25,1.30%,0.72%,2.25%,3.46%,8.10%,-0.80%,6.45%,-0.80%,20.00%,-9.50%,20.30%,73.74,,8/8/2018,Yes,Yes,,-1.66%,2.59%,,149.40,0.33,49765,110,,27.00,27.70,27.70,27.19,27.24,0.89%,,,"Target Date / Multi-Asset - Other","Multi-Asset - Conservative","US Diversified",,"US","Active",0.78%,24,594043460,27.25,-0.00,34804070.00,6.22,143076410.00,31.73,182842837.50,44.47,-30576020.00,-4.90,12.80,0.31,2.57,,4.21,"U.S. equity fixed-income corporate-bonds investment-grade"
2330,"DRTS","Alpha Tau Medical Ltd","-","Healthcare","Biotechnology","Israel",160.54,,,,,2.03,1.99,,1.13,1.16,,,,-0.42,-0.13,-17.23%,-9.67%,,,0.00%,,3.21%,0.00,-28.95,13.66%,,69.67,51.45,73.85%,26.29%,0.00%,2.56%,2.99%,0.05%,0.67,0.02,-26.50%,-32.48%,-31.83%,11.60,11.60,0.15,0.16,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,-0.88%,-1.96%,-1.96%,-2.17%,-2.17%,-5.74%,-13.21%,-19.30%,-20.14%,-46.14%,-23.59%,0.74,0.14,3.72%,6.22%,-9.83%,-11.02%,-23.97%,-26.75%,6.97%,-49.45%,6.97%,-88.86%,6.97%,33.56,5/20/2024 4:30:00 PM,3/8/2021,No,Yes,121,0.00%,-2.13%,1.00,35.81,0.70,25150,45,9.25,2.35,2.30,2.32,2.25,2.30,-2.13%,2.25,-2.17%,,,,,,,,,,,,,,,,,,,,,,,,,
2331,"DRUG","Bright Minds Biosciences Inc","-","Healthcare","Biotechnology","USA",4.68,,,,,1.12,1.07,,0.94,0.98,,,,-1.01,,,,-137.36%,,0.00%,,76.17%,0.00,-3.89,,,3.77,2.88,76.39%,35.48%,0.00%,3.94%,,2.44%,3.87,0.07,-63.70%,-71.91%,-92.53%,7.69,7.69,0.00,0.01,,0.00%,,0.00%,0.00%,0.00%,0.00%,-1.90%,-1.90%,-0.48%,-2.83%,-0.01%,0.49%,-6.25%,-3.23%,-19.23%,-25.00%,-62.49%,-26.57%,1.25,0.09,7.36%,8.52%,-7.29%,-6.97%,-29.87%,-23.87%,12.90%,-83.70%,12.90%,-97.65%,12.90%,42.77,,3/22/2021,No,Yes,,-2.78%,-1.14%,1.00,18.21,0.42,7729,48,45.46,1.09,1.08,1.08,0.99,1.05,-3.89%,1.03,-1.90%,,,,,,,,,,,,,,,,,,,,,,,,,
2332,"DRUP","Graniteshares Nasdaq Select Disruptors ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.12,0.23%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.14%,-0.18%,0.30%,3.21%,1.34%,5.96%,15.50%,31.40%,12.96%,1.07,0.50,0.72%,0.65%,2.55%,4.57%,13.77%,-0.06%,10.96%,-0.06%,41.16%,-0.06%,161.33%,65.36,,10/7/2019,Yes,Yes,,0.00%,0.62%,,2.69,0.10,264,17,,51.53,51.85,51.85,51.85,51.85,0.62%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities","Innovation / Patent Based","US","Passive",0.60%,51,57150009,51.63,0.00,-1184.10,-0.00,-4026625.21,-6.58,-2672936.01,-4.47,-16636429.07,-22.55,31.77,10.05,,,16.78,"U.S. equity large-cap disruptive"
2333,"DRV","Direxion Daily Real Estate Bear -3X Shares","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.78,4.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,1.01%,1.01%,-0.22%,-0.22%,-1.71%,-1.61%,-3.87%,3.49%,1.36%,0.66%,-20.47%,10.45%,-2.66,1.69,4.13%,3.56%,-3.49%,-7.46%,-15.14%,-20.35%,5.69%,-47.42%,14.17%,-99.99%,28.46%,42.57,,7/16/2009,Yes,Yes,,-1.76%,2.14%,,186.91,0.49,92057,508,,37.83,38.64,38.87,37.56,37.96,0.34%,37.52,-1.17%,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Real Estate","US","Passive",0.95%,6,88401341,37.87,0.00,-1947284.60,-2.16,-15405766.40,-14.84,-12436953.34,-12.33,-39182324.33,-30.71,-17.11,-6.71,-33.65,-32.15,-44.84,"U.S. equity real-estate leverage inverse"
2334,"DRVN","Driven Brands Holdings Inc","-","Consumer Cyclical","Auto & Truck Dealerships","USA",1849.18,,8.85,,0.80,2.04,8.45,,5.52,1.33,,,,-4.66,0.28,4.39%,31.17%,,19.50%,37.32%,1.74%,-85.08%,2313.79,-754.35,22.15%,-2.08%,163.97,58.32,35.57%,64.45%,0.00%,37.48%,5.28%,7.07%,3.16,4.12,-11.98%,-57.92%,-14.70%,1.86,1.67,4.66,4.70,33.03%,13.14%,-32.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.05%,-0.76%,-0.63%,0.54%,0.00%,-22.60%,-18.21%,-57.15%,-20.97%,1.10,0.39,2.49%,2.98%,0.44%,-10.85%,-14.04%,-27.66%,6.42%,-59.24%,6.42%,-68.31%,6.42%,43.56,5/2/2024 8:30:00 AM,1/15/2021,Yes,Yes,10600,-1.66%,-0.17%,1.83,1303.88,1.04,1359299,6772,16.32,11.48,11.46,11.46,11.27,11.27,-1.83%,11.27,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2335,"DSCF","Discipline Fund ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.58,2.58%,,,,,,,,,,,,,,,,,,,,,,,4.54,0.02,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.85%,0.47%,1.37%,3.49%,4.42%,1.45%,0.51,0.09,0.09%,0.19%,0.81%,1.83%,3.60%,-0.14%,4.03%,-0.14%,10.37%,-12.90%,14.96%,61.35,,9/21/2021,No,Yes,,0.00%,0.01%,,4.55,0.03,147,3,,22.65,22.65,22.65,22.65,22.65,0.01%,,,"Target Date / Multi-Asset - Other","Multi-Asset - Tactical / Active","Global Diversified",,,"Active",0.39%,8,42564892,22.64,0.00,677626.00,1.62,2239260.00,5.55,4690160.00,12.38,6373199.00,17.61,6.35,,,,-1.23,"U.S. equity ETFs"
2336,"DSEP","FT Vest U.S. Equity Deep Buffer ETF - September","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.02%,0.02%,0.02%,0.02%,0.02%,0.00%,0.00%,0.27%,0.84%,3.29%,7.77%,15.72%,7.02%,0.42,0.09,0.18%,0.19%,0.55%,1.74%,6.76%,-0.12%,4.26%,-0.12%,17.26%,-0.12%,34.97%,72.61,,9/21/2020,No,Yes,,0.06%,-0.04%,,10.69,1.24,13251,15,,38.99,38.97,39.02,38.97,38.99,0.02%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.85%,6,175455077,38.99,0.00,-9682000.00,-5.23,-13478750.00,-7.13,-30166466.95,-14.67,-12816966.95,-6.81,15.72,6.71,,,7.61,"U.S. options SP500 buffer upside-cap fixed-period"
2337,"DSGN","Design Therapeutics Inc","RUT","Healthcare","Biotechnology","USA",209.58,,,,,0.78,0.77,,4.77,4.79,,,,-1.05,-0.23,19.89%,-31.47%,-138.68%,,0.00%,,43.03%,0.00,-58.67,24.04%,,56.47,33.17,58.74%,41.28%,0.12%,42.92%,3.11%,8.44%,9.52,2.80,-19.44%,-20.15%,-21.59%,38.61,38.61,0.01,0.01,,0.00%,,0.00%,0.00%,0.27%,-0.13%,-0.13%,0.54%,0.00%,0.54%,1.37%,-1.07%,-3.64%,-17.74%,43.80%,44.92%,-31.30%,40.00%,1.86,0.24,5.59%,5.79%,-9.18%,-7.03%,28.81%,-29.06%,7.54%,-55.35%,91.24%,-92.65%,91.24%,41.66,5/8/2024 4:30:00 PM,3/26/2021,Yes,Yes,124,-1.85%,-1.05%,2.33,294.10,0.32,94655,707,6.67,3.82,3.78,3.79,3.65,3.71,-2.88%,3.71,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2338,"DSGR","Distribution Solutions Group Inc","RUT","Industrials","Industrial Distribution","USA",1434.73,,26.96,,0.88,2.19,16.76,19.49,13.99,1.83,,,,-0.43,0.20,440.00%,67.16%,,15.00%,41.31%,19.47%,-180.59%,1638.22,-20.10,-165.99%,-0.44%,46.76,9.30,19.89%,80.12%,0.01%,15.19%,-1.43%,3.00%,4.71,0.28,-1.45%,-3.28%,-1.60%,2.72,1.42,0.92,0.99,31.78%,4.61%,-1.23%,0.00%,0.00%,0.00%,0.00%,0.44%,-0.10%,-0.08%,1.02%,1.79%,2.17%,0.29%,-14.00%,-9.02%,9.15%,18.61%,-2.88%,1.00,1.08,3.26%,3.08%,-8.60%,-9.41%,0.29%,-17.85%,1.89%,-17.85%,33.78%,-17.85%,1003.52%,32.30,5/2/2024 8:30:00 AM,3/17/1980,Yes,Yes,3700,-0.91%,-0.10%,1.67,59.15,0.92,54244,1661,41.00,30.96,30.93,31.06,29.77,30.65,-1.00%,30.65,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
2339,"DSGX","Descartes Systems Group Inc","-","Technology","Software - Application","Canada",8042.88,67.54,47.25,3.48,13.69,6.35,33.66,37.23,14.83,2.80,,,0.00%,1.39,0.39,22.15%,21.79%,26.81%,19.40%,15.91%,10.79%,17.58%,587.67,121.22,0.50%,-0.33%,85.18,85.06,99.86%,0.39%,0.00%,80.89%,2.28%,0.59%,2.75,0.50,8.31%,10.11%,9.54%,1.49,1.49,0.00,0.01,65.68%,30.87%,20.63%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.16%,0.11%,3.29%,-3.47%,2.05%,9.68%,21.87%,12.05%,0.98,1.91,1.40%,1.97%,-1.06%,0.21%,11.13%,-6.46%,8.02%,-6.46%,35.35%,-6.46%,12458.67%,49.62,5/29/2024 4:30:00 PM,1/27/1999,Yes,Yes,,-0.78%,0.00%,2.14,182.00,0.89,161237,2135,102.79,94.93,94.93,95.42,93.79,94.19,-0.78%,94.06,-0.14%,,,,,,,,,,,,,,,,,,,,,,,,,
2340,"DSI","iShares MSCI KLD 400 Social Index Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.09,1.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11%,0.12%,0.13%,0.16%,0.14%,0.15%,0.09%,0.11%,0.20%,0.33%,1.41%,2.56%,5.33%,15.49%,24.59%,13.81%,1.03,0.96,0.68%,0.80%,2.01%,4.44%,12.76%,-0.11%,10.18%,-0.11%,33.76%,-0.11%,731.96%,69.22,,11/17/2006,Yes,Yes,,0.44%,-0.17%,,101.26,0.66,66952,584,,103.35,103.17,103.62,103.02,103.62,0.26%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities","Corporate Governance","US","Passive",0.25%,407,4577777071,103.57,0.00,5178480.85,0.11,821425.95,0.02,-62753516.15,-1.35,-56334964.60,-1.22,26.08,9.43,15.48,12.64,9.91,"U.S. equity ESG"
2341,"DSL","Doubleline Income Solutions Fund","-","Financial","Closed-End Fund - Debt","USA",1286.27,6.22,,,,,,,,,1.32,10.62%,,2.00,,,,,,,,,,,,,103.48,103.48,100.00%,,,21.66%,,0.87%,2.39,0.90,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,-0.24%,-0.24%,0.28%,0.32%,-0.56%,-2.13%,-0.72%,1.64%,4.98%,1.55%,0.87,0.13,0.93%,0.95%,-0.80%,0.07%,2.53%,-3.04%,4.89%,-4.09%,21.62%,-48.31%,25.19%,44.89,,4/26/2013,Yes,Yes,,-0.32%,-0.32%,3.00,374.95,1.01,379703,1545,,12.51,12.47,12.49,12.37,12.43,-0.64%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,"DSM","BNY Mellon Strategic Municipal Bond Fund Inc","-","Financial","Closed-End Fund - Debt","USA",290.64,30.95,,,14.23,0.91,,,6.47,,0.20,3.44%,166.92%,0.19,,,,,,,-3.20%,,20.43,,,,49.43,49.43,100.00%,,,43.05%,,0.03%,0.12,0.01,,,,,,,,,,,-0.17%,-0.17%,-0.17%,-0.17%,-0.17%,-0.17%,-0.17%,-0.17%,-0.17%,-0.31%,0.68%,2.26%,1.20%,5.19%,4.63%,2.98%,0.60,0.06,0.89%,0.87%,2.17%,3.21%,6.55%,-0.51%,6.14%,-0.51%,25.37%,-47.15%,43.77%,65.40,,11/22/1989,No,Yes,,0.34%,-0.51%,,126.83,0.99,125403,469,,5.89,5.86,5.91,5.86,5.88,-0.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,"DSMC","Distillate Small/Mid Cash Flow ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.38,1.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.03%,0.03%,0.12%,0.35%,-1.73%,-4.62%,-2.68%,4.68%,17.83%,0.03%,1.20,0.41,0.93%,0.79%,-2.90%,-2.78%,3.47%,-6.54%,0.32%,-6.97%,20.58%,-6.97%,46.60%,37.60,,10/6/2022,No,Yes,,-0.81%,-0.71%,,17.85,0.46,8154,40,,34.98,34.73,34.73,34.33,34.45,-1.52%,,,"US Equities - Dividend & Fundamental","Equities (Stocks)","US Equities",,"US","Active",0.55%,151,81737525,34.42,0.00,7949507.50,10.77,25507742.50,45.36,34313405.00,72.35,52433320.00,178.93,19.22,,,,22.63,"U.S. equity value fundamental small-mid-cap"
