"No.","Ticker","Company","Index","Sector","Industry","Country","Exchange","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
1505,"CEMB","iShares J.P. Morgan EM Corporate Bond ETF","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,2.27,5.10%,,,,,,,,,,,,,,,,,,,,,,,0.11,0.01,,,,,,,,,,,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.07%,0.02%,0.00%,0.38%,-1.04%,-2.15%,-0.51%,0.88%,0.32%,0.40,0.15,0.22%,0.32%,0.16%,-0.60%,-0.52%,-1.72%,0.66%,-3.53%,2.37%,-18.36%,11.52%,47.86,,4/19/2012,Yes,Yes,,-0.02%,0.52%,,55.92,2.30,71620,155,,44.30,44.53,44.55,44.48,44.52,0.50%,,,"Bonds - Corporate","Bonds","Global Ex. US Bonds",,,"Passive",0.50%,1065,407274652,44.27,0.01,-4456562.25,-1.08,-24662433.35,-5.71,0.00,0.00,-4497664.85,-1.09,5.18,0.18,0.99,3.48,3.22,"Emerging fixed-income corporate-bonds bonds"
1506,"CENN","Cenntro Inc","-","Consumer Cyclical","Auto Manufacturers","USA","NASD",37.04,,,,1.00,0.38,1.62,,3.13,0.74,,,,-1.31,,,,58.15%,,6.57%,190.33%,-449.91%,37.05,-40.45,,,30.87,22.14,71.72%,28.28%,0.00%,1.96%,-1.09%,3.11%,4.97,0.69,-23.00%,-35.37%,-36.65%,2.70,1.09,0.14,0.29,14.79%,-114.86%,-109.17%,-0.66%,-0.83%,-0.70%,-0.70%,-0.54%,0.00%,0.00%,0.00%,0.53%,2.49%,-6.25%,5.26%,0.84%,-31.43%,-8.40%,12.15%,1.55,0.07,5.89%,6.66%,5.12%,-0.90%,-14.95%,-18.37%,17.65%,-47.83%,20.00%,-100.00%,20.00%,52.68,,6/20/2018,Yes,Yes,315,-0.83%,2.54%,,138.44,0.69,53486,452,,1.18,1.21,1.21,1.18,1.20,1.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,"CENT","Central Garden & Pet Co","RUT","Consumer Defensive","Packaged Foods","USA","NASD",2065.71,22.35,14.60,2.24,0.65,1.55,2.69,5.87,23.18,13.37,0.00,0.00%,0.00%,1.61,-0.02,5.38%,9.73%,0.06%,10.00%,6.51%,-10.75%,-1073.68%,3200.46,107.98,17.85%,-5.42%,11.07,8.99,81.21%,86.27%,-0.13%,19.00%,-0.10%,21.91%,16.11,1.97,3.12%,7.18%,3.70%,3.66,2.19,0.88,0.91,28.58%,6.45%,3.37%,-0.20%,0.01%,0.01%,0.18%,-0.30%,-0.05%,-0.18%,0.19%,-0.27%,-0.03%,0.42%,-10.13%,3.75%,-9.90%,-3.20%,-7.35%,0.81,1.21,3.88%,3.31%,-6.55%,-6.63%,-7.96%,-18.08%,7.09%,-24.29%,11.75%,-26.99%,4092.19%,36.96,11/25/2024 4:30:00 PM,7/15/1992,Yes,Yes,6450,-0.64%,1.05%,1.57,122.27,0.39,26321,789,42.00,35.81,36.18,36.45,35.87,35.95,0.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,"CENTA","Central Garden & Pet Co","RUT","Consumer Defensive","Packaged Foods","USA","NASD",2065.91,19.01,12.40,,0.65,1.32,2.69,5.87,23.18,11.36,,,0.00%,1.61,-0.02,5.38%,9.73%,0.06%,,6.51%,-10.75%,-1318.82%,3200.46,107.98,17.85%,-5.42%,54.45,51.09,93.83%,21.95%,-0.43%,76.99%,,1.69%,2.86,0.87,3.12%,7.18%,3.70%,3.66,2.19,0.88,0.91,28.58%,6.45%,3.37%,0.00%,0.00%,0.08%,0.15%,-0.20%,0.10%,-0.08%,0.54%,-0.01%,-2.30%,0.31%,-10.14%,1.65%,-10.79%,-8.20%,-7.58%,0.78,1.13,4.45%,3.70%,-6.54%,-6.96%,-9.00%,-18.13%,5.95%,-25.55%,10.27%,-31.60%,1799.56%,36.95,11/25/2024 4:30:00 PM,2/6/2007,Yes,Yes,6450,-1.85%,2.30%,1.57,302.56,0.40,67539,2087,42.00,30.42,31.12,31.27,30.36,30.55,0.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,"CENX","Century Aluminum Co","RUT","Basic Materials","Aluminum","USA","NASD",1894.03,6.65,8.91,,0.90,2.90,53.50,,7.03,0.38,,,,3.07,0.56,420.43%,33.31%,9.20%,,7.36%,-1.12%,200.15%,2101.70,304.30,117.24%,0.63%,92.80,51.11,55.08%,44.93%,-0.24%,60.50%,0.07%,9.26%,4.31,4.73,17.50%,64.94%,27.63%,1.71,0.56,0.69,0.75,7.52%,4.82%,14.48%,0.13%,0.20%,0.19%,0.15%,0.36%,0.45%,0.68%,0.89%,1.17%,0.25%,8.56%,-4.72%,17.23%,2.00%,87.42%,12.02%,2.50,1.02,6.15%,5.00%,7.80%,-1.88%,17.58%,-19.61%,19.64%,-19.61%,111.61%,-74.65%,1862.50%,56.12,11/4/2024 4:30:00 PM,3/29/1996,Yes,Yes,2939,-1.16%,3.56%,1.67,1098.65,0.57,346693,3791,24.00,19.94,20.65,20.70,20.06,20.41,2.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,"CEP","Cantor Equity Partners Inc","-","Financial","Shell Companies","USA","NASD",132.48,623.49,,,,1.31,490.67,,7.88,0.02,,,,0.02,,,,,,0.00%,,,0.00,0.21,,,10.30,10.00,97.09%,21.88%,12.00%,73.17%,,0.07%,0.15,0.01,,,0.21%,0.86,0.86,0.00,0.00,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.45%,0.98%,2.99%,,,-0.38%,,0.11,1.07%,1.22%,-0.69%,0.64%,1.88%,-5.48%,2.99%,-5.48%,3.60%,-5.48%,3.60%,49.50,,8/13/2024,No,Yes,2,-1.33%,1.35%,,46.12,0.04,1047,5,,10.35,10.49,10.35,10.35,10.35,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,"CEPI","REX Crypto Equity Premium Income ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.33%,-0.28%,-0.15%,-0.79%,1.31%,-0.90%,,,,6.78%,,1.24,1.78%,2.12%,2.09%,1.01%,1.01%,-4.68%,7.12%,-4.68%,7.12%,-4.68%,7.12%,,,12/4/2024,Yes,Yes,,1.31%,1.03%,,13.62,0.90,6806,68,,48.53,49.03,49.73,49.61,49.67,2.35%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equity Income","Fintech","US","Active",0.85%,90,9192770,48.38,0.03,3656377.50,66.04,7944765.00,636.60,1224750.00,15.37,7944765.00,636.60,,,,,-37.21,
1512,"CEPO","Cantor Equity Partners I Inc","-","Financial","Shell Companies","USA","NASD",256.53,,,,,,,,-0.00,0.00,,,,,,,,,,0.00%,,,,,,,20.50,20.00,97.56%,21.57%,10.00%,4.90%,,,,,,,,0.00,0.00,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%,0.10%,0.10%,,,,,0.10%,,0.02,,,0.07%,0.07%,0.07%,-0.10%,0.20%,-0.10%,0.20%,-0.10%,0.20%,,,1/7/2025,No,Yes,,0.10%,-0.10%,,1839.51,0.00,210,12,,10.06,10.05,10.05,10.05,10.06,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,"CEPU","Central Puerto ADR","-","Utilities","Utilities - Regulated Electric","Argentina","NYSE",2192.86,5.60,6.74,,2.50,1.21,8.93,9.20,12.02,1.62,0.15,1.07%,27.06%,2.58,0.33,421.12%,244.17%,-3.51%,,12.42%,2.86%,183.30%,878.35,388.33,-37.81%,9.29%,151.40,151.34,99.96%,,,3.71%,66.18%,0.37%,1.45,0.56,15.88%,23.16%,18.17%,2.13,1.92,0.18,0.22,37.94%,33.94%,44.21%,0.06%,0.10%,-0.04%,-0.04%,0.13%,-0.04%,0.76%,0.58%,-0.96%,-2.40%,-8.91%,-3.12%,43.18%,67.93%,69.85%,-0.04%,1.26,0.76,5.67%,5.43%,-1.68%,5.17%,38.36%,-12.75%,34.01%,-12.75%,110.21%,-13.39%,794.09%,49.93,11/8/2024 4:30:00 PM,2/2/2018,Yes,Yes,,-2.89%,2.72%,3.00,386.80,1.11,239538,1303,16.39,14.52,14.91,14.92,14.35,14.48,-0.25%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,"CERO","CERo Therapeutics Holdings Inc","-","Healthcare","Biotechnology","USA","NASD",6.77,,,,,,2.00,,-3.53,1.30,,,,-43.79,,,,,,0.00%,,-61.35%,0.00,-9.26,,,1.48,0.91,61.49%,39.52%,-92.88%,1.45%,,16.48%,0.16,0.15,-108.70%,-4090.08%,,0.39,0.39,,,,,,-1.51%,-2.16%,-0.58%,-0.95%,-1.51%,-0.57%,2.36%,3.37%,2.08%,-5.96%,-50.19%,-62.57%,-73.61%,-86.64%,-99.77%,-56.58%,0.59,1.92,49.12%,28.71%,-48.27%,-77.38%,-94.26%,-94.18%,-2.27%,-99.80%,-2.27%,-99.80%,-2.27%,33.32,,11/30/2021,No,No,9,-5.96%,-1.07%,,956.80,0.42,221588,1252,,2.80,2.77,2.77,2.51,2.61,-6.96%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,"CERS","Cerus Corp","RUT","Healthcare","Medical Devices","USA","NASD",336.44,,,,1.91,6.29,4.45,,0.29,0.41,,,,-0.11,-0.01,45.71%,33.33%,13.81%,,15.18%,15.70%,60.70%,176.23,-19.73,37.50%,-0.32%,185.63,176.39,95.02%,5.02%,-1.64%,79.30%,12.28%,4.42%,4.92,7.80,-9.98%,-38.81%,-15.10%,2.59,1.92,1.44,1.83,55.30%,-19.00%,-11.19%,0.09%,0.09%,0.09%,-0.19%,-0.19%,-0.13%,0.37%,1.02%,-1.81%,0.64%,10.46%,1.78%,-4.15%,-24.20%,6.88%,17.64%,1.25,0.11,7.71%,6.42%,10.76%,5.68%,-2.63%,-10.76%,20.77%,-29.92%,31.75%,-97.79%,229.38%,60.04,10/30/2024 4:30:00 PM,1/31/1997,Yes,Yes,288,1.21%,3.47%,1.67,1584.70,1.54,1356744,1952,3.90,1.73,1.79,1.88,1.76,1.81,4.72%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,"CERT","Certara Inc","-","Healthcare","Health Information Services","USA","NASD",1932.68,,24.18,,5.18,1.83,8.29,36.93,6.55,1.45,,,,-0.19,0.12,-1.07%,16.71%,-10.50%,10.53%,14.29%,10.80%,97.24%,372.80,-31.08,20.59%,-0.72%,160.90,111.34,69.20%,30.84%,-0.11%,66.73%,-3.45%,3.76%,3.53,4.19,-2.02%,-2.95%,-2.29%,2.86,2.86,0.29,0.30,45.80%,0.36%,-8.34%,0.00%,0.50%,-0.08%,-0.46%,-0.70%,-0.49%,-0.52%,0.89%,0.13%,4.67%,6.90%,2.52%,6.81%,-27.24%,-26.53%,12.72%,1.52,0.60,4.88%,4.91%,9.59%,10.72%,-10.22%,1.48%,27.58%,-39.58%,27.58%,-73.60%,27.58%,62.97,11/6/2024 4:30:00 PM,12/11/2020,Yes,Yes,1391,6.24%,5.21%,2.09,1187.86,1.36,898256,7069,13.94,10.74,11.30,12.19,10.94,12.01,11.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,"CERY","Bloomberg Enhanced Roll Yield Commodity Strategy No K-1 ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.14,0.50%,,,,,,,,,,,,,,,,,,,,,,,0.10,0.02,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.18%,-0.04%,0.29%,0.22%,3.36%,3.48%,2.69%,,,4.54%,,0.33,0.62%,1.17%,3.88%,4.19%,4.24%,-5.68%,10.95%,-5.68%,10.95%,-5.68%,10.95%,73.66,,9/5/2024,No,No,,0.22%,0.71%,,171.01,0.46,43679,142,,26.81,27.00,27.07,26.95,27.06,0.93%,,,"Commodities & Metals - Diversified Commodities","Commodities & Metals","Global Commodities & Metals",,,"Passive",0.28%,3,209195220,26.79,0.01,102604858.47,96.26,111937884.98,115.09,22282759.35,11.92,203575164.34,3622.30,,,,,20.96,"commodity futures energy agriculture precious-metals metals"
1518,"CET","Central Securities Corp","-","Financial","Closed-End Fund - Equity","USA","AMEX",1297.32,4.39,,,55.50,0.87,,,52.58,,2.25,4.92%,23.03%,10.40,,,,,,,18.70%,63.50%,23.37,,,,28.39,16.21,57.10%,42.89%,0.03%,10.22%,,0.04%,0.20,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.05%,-0.05%,-0.31%,-0.04%,-0.28%,-0.28%,0.22%,-2.14%,-1.66%,2.56%,22.29%,0.02%,0.83,0.62,1.13%,1.42%,0.17%,-2.06%,2.82%,-7.70%,2.63%,-7.70%,23.88%,-7.70%,6312.34%,47.52,,7/2/1962,No,Yes,,-0.28%,1.17%,,29.89,1.51,25045,128,,45.30,45.83,45.85,45.58,45.70,0.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,"CETH","21Shares Core Ethereum ETF","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.02,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.72%,-0.78%,-0.78%,-0.42%,-0.48%,1.59%,-1.77%,-14.45%,26.93%,,,-0.36%,,0.91,5.17%,4.30%,-3.68%,-1.60%,13.72%,-19.14%,38.55%,-19.14%,52.10%,-19.14%,52.10%,47.42,,7/23/2024,No,Yes,,0.97%,2.23%,,226.87,0.57,71522,158,,16.12,16.48,16.80,16.42,16.64,3.23%,,,"Target Date / Multi-Asset - Other","CryptoCurrency","Global Cryptocurrency",,,"Passive",0.00%,1,15359171,15.21,0.09,1553232.00,11.25,-5161272.00,-25.15,0.00,0.00,2159420.00,16.36,,,,,-13.60,"Global crypto-spot crypto ethereum"
1520,"CETX","Cemtrex Inc","-","Technology","Software - Infrastructure","USA","NASD",5.50,,,,0.08,0.01,1.01,,332.12,3.04,,,,-5644.76,,,,87.49%,,11.76%,9.31%,113.17%,66.86,-7.30,,,,1.72,,0.00%,,3.22%,-20.86%,10.29%,0.37,0.18,-15.71%,-117.32%,-38.13%,1.43,1.06,3.06,4.91,39.11%,-7.09%,-10.91%,2.15%,2.15%,0.00%,-2.68%,0.16%,0.82%,-0.80%,-2.06%,0.33%,2.50%,-6.80%,-5.37%,-78.45%,-99.40%,-99.97%,6.75%,1.74,0.65,7.97%,11.07%,0.05%,-28.93%,-99.67%,-69.06%,13.83%,-99.97%,13.83%,-100.00%,13.83%,27.81,12/30/2024 4:30:00 PM,11/4/2003,No,Yes,264,-1.44%,3.99%,1.00,475.95,0.37,97028,520,23100.00,3.01,3.13,3.18,3.01,3.09,2.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,"CETY","Clean Energy Technologies Inc","-","Industrials","Specialty Industrial Machinery","USA","NASD",21.59,,,,4.03,5.97,539.75,,0.08,0.00,,,,-0.16,,,,6.24%,,138.03%,-94.13%,-56.99%,5.36,-6.66,,,44.59,18.62,41.76%,58.61%,0.00%,3.84%,1.11%,0.52%,0.98,0.10,-64.87%,-161.00%,-182.62%,0.86,0.61,0.02,0.93,5.05%,-73.32%,-124.28%,0.00%,0.00%,0.00%,0.00%,2.85%,2.85%,3.99%,3.96%,3.63%,0.00%,-4.00%,-26.66%,-40.07%,-60.00%,-66.90%,-21.77%,0.48,0.05,11.78%,8.54%,-13.70%,-28.33%,-54.44%,-62.20%,6.55%,-79.92%,6.67%,-94.29%,1100.00%,32.17,,4/10/2014,No,Yes,20,0.00%,0.00%,,99.33,0.56,31021,67,,0.48,0.48,0.48,0.46,0.48,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,"CEV","Eaton Vance California Municipal Income Trust","-","Financial","Closed-End Fund - Debt","USA","AMEX",70.26,26.29,,,14.18,0.87,,,11.52,,0.57,5.68%,,0.38,,,,,,,-3.10%,15.00%,4.96,,,,7.03,7.03,100.00%,,,28.33%,,0.05%,0.10,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.00%,0.07%,0.05%,0.10%,-0.04%,0.80%,-1.68%,-5.76%,-6.11%,-9.10%,-4.40%,-0.50%,0.39,0.09,0.57%,0.87%,-1.18%,-3.55%,-6.40%,-7.07%,0.80%,-11.52%,0.80%,-37.09%,89.92%,35.54,,1/27/1999,No,Yes,,0.10%,0.55%,,34.22,0.75,14359,61,,9.93,9.98,10.00,9.98,9.99,0.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,"CEVA","Ceva Inc","RUT","Technology","Semiconductors","USA","NASD",800.59,,61.83,,7.86,3.01,5.06,,11.25,6.69,,,,-0.14,0.11,264.00%,50.55%,,20.00%,4.12%,13.02%,73.62%,101.88,-3.28,41.13%,1.55%,23.63,22.81,96.53%,3.46%,0.00%,88.30%,2.20%,2.71%,2.91,0.62,-5.04%,-5.80%,-1.22%,7.60,7.60,0.01,0.02,87.96%,-10.77%,-3.22%,-0.05%,-0.04%,-0.01%,-0.03%,-0.01%,0.03%,1.60%,1.73%,1.54%,1.51%,2.53%,5.07%,34.52%,56.30%,62.13%,7.40%,1.24,1.28,3.75%,3.82%,5.21%,12.12%,43.01%,-0.92%,45.68%,-0.92%,111.52%,-59.64%,1068.45%,63.64,11/7/2024 8:30:00 AM,11/1/2002,Yes,Yes,450,2.56%,2.29%,1.20,211.86,0.60,70871,1596,36.00,32.30,33.04,33.95,33.00,33.88,4.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,"CEW","WisdomTree Emerging Currency Strategy Fund","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.92,5.37%,,,,,,,,,,,,,,,,,,,,,,,1.89,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.63%,-0.05%,-5.89%,-7.73%,-5.48%,-3.86%,0.83%,0.29,0.09,0.17%,0.18%,-1.62%,-4.13%,-5.27%,-7.10%,0.86%,-14.24%,0.86%,-23.42%,9.55%,32.51,,5/6/2009,Yes,Yes,,0.63%,-0.26%,,0.81,0.90,403,2,,17.00,16.95,16.95,16.95,17.06,0.36%,,,"Currency","Currency","Global Ex. US Currency",,,"Active",0.55%,1,6783999,16.96,0.01,0.00,0.00,0.00,0.00,0.00,0.00,-14255682.10,-67.76,-4.20,0.43,-1.08,-0.10,-0.02,"Emerging currency"
1525,"CF","CF Industries Holdings Inc","S&P 500","Basic Materials","Agricultural Inputs","USA","NYSE",16809.45,15.30,16.07,,2.81,3.24,8.96,28.06,29.79,10.79,2.00,2.07%,20.33%,6.31,1.57,-24.08%,-3.75%,44.70%,-11.80%,19.69%,7.62%,81.77%,5983.00,1164.00,14.40%,6.73%,174.33,172.62,99.02%,0.80%,-2.73%,95.56%,-4.18%,2.51%,2.46,4.34,8.50%,21.32%,13.93%,2.81,2.52,0.61,0.63,34.82%,29.50%,19.46%,-0.00%,0.03%,0.02%,-0.00%,0.01%,-0.16%,0.41%,0.66%,0.83%,0.53%,8.84%,7.17%,11.03%,31.96%,25.14%,13.21%,0.95,2.27,3.23%,2.15%,10.28%,10.08%,19.31%,0.91%,19.64%,0.91%,39.73%,-19.23%,4216.13%,70.04,10/30/2024 4:30:00 PM,8/11/2005,Yes,Yes,2700,1.06%,0.62%,2.43,1761.81,0.74,724519,8450,91.41,94.99,95.58,96.78,94.67,96.60,1.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,"CFA","VictoryShares US 500 Volatility Wtd ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,1.11,1.28%,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.09%,-0.11%,0.06%,0.13%,-0.14%,-0.58%,1.45%,-2.37%,-1.29%,4.46%,15.98%,1.57%,0.99,0.92,0.96%,1.02%,0.88%,-1.54%,3.80%,-5.59%,3.02%,-5.59%,17.65%,-5.59%,171.62%,50.45,,7/2/2014,Yes,Yes,,-0.58%,1.59%,,7.82,1.62,7073,73,,85.38,86.74,86.74,86.11,86.24,1.00%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.35%,503,521123000,85.43,0.01,-12801000.00,-2.40,-12801000.00,-2.40,-4232500.00,-0.81,-90992000.00,-14.87,16.49,5.37,9.99,10.57,10.23,"U.S. equity volatility-weight large-cap"
1527,"CFB","Crossfirst Bankshares Inc","RUT","Financial","Banks - Regional","USA","NASD",728.38,10.02,8.64,,1.43,0.94,,7.72,15.65,,,,0.00%,1.47,0.43,7.26%,8.46%,31.99%,,22.96%,13.33%,15.34%,509.88,73.53,7.50%,1.45%,49.30,41.90,84.99%,15.03%,0.00%,52.42%,3.06%,0.61%,1.17,0.25,1.00%,10.48%,8.47%,0.10,,0.13,0.14,,18.39%,14.42%,-0.14%,-0.14%,-0.14%,0.00%,-0.14%,0.15%,0.15%,0.20%,-0.54%,-1.40%,0.68%,-13.47%,-7.69%,-15.41%,11.81%,-2.51%,1.07,0.48,2.83%,3.16%,-3.09%,-10.07%,-4.22%,-20.38%,5.69%,-23.15%,38.82%,-23.15%,160.95%,37.07,10/22/2024 4:30:00 PM,8/15/2019,Yes,Yes,453,-1.73%,2.87%,1.67,216.89,0.44,52678,1110,20.58,14.61,15.03,15.19,14.73,14.77,1.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,"CFBK","CF Bankshares Inc","-","Financial","Banks - Regional","USA","NASD",138.72,10.66,,,1.13,0.68,,14.63,31.99,,0.19,0.87%,8.76%,2.04,,,,21.36%,,38.61%,7.29%,3.46%,122.99,12.95,,,5.13,3.56,69.40%,44.32%,-0.82%,23.45%,-6.05%,0.97%,1.39,0.03,0.64%,8.22%,4.66%,0.88,,0.69,0.79,,13.13%,10.53%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.09%,-1.20%,-1.05%,-8.78%,-20.32%,-4.44%,17.41%,35.75%,-14.96%,0.59,1.07,5.44%,4.65%,-10.12%,-17.47%,-1.37%,-30.31%,2.16%,-30.31%,28.34%,-95.61%,259.01%,30.16,10/30/2024 8:30:00 AM,12/30/1998,No,Yes,103,0.51%,0.32%,3.00,25.02,0.31,4262,85,18.00,21.54,21.61,22.06,21.64,21.72,0.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,"CFFI","C & F Financial Corp","-","Financial","Banks - Regional","USA","NASD",225.15,12.29,,,1.34,0.99,,13.67,70.29,,1.76,2.53%,25.44%,5.67,,,,6.09%,,5.75%,19.09%,-3.10%,167.54,18.86,0.00%,13.31%,3.23,3.01,93.19%,7.00%,-4.36%,32.71%,-3.98%,0.89%,2.70,0.03,0.76%,8.83%,5.88%,0.10,,0.41,0.63,,13.79%,11.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,-0.21%,-0.21%,-1.02%,-1.87%,-1.39%,-12.56%,18.58%,36.62%,15.23%,-2.29%,0.39,2.37,2.74%,2.88%,-2.72%,-4.07%,24.05%,-13.91%,16.42%,-13.91%,107.76%,-13.91%,621.45%,44.00,,1/26/1998,No,Yes,594,-1.04%,1.44%,,9.95,0.35,1914,159,,69.35,70.35,70.95,68.66,69.62,0.39%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,"CFFN","Capitol Federal Financial","RUT","Financial","Banks - Regional","USA","NASD",764.12,19.74,11.28,,1.93,0.74,,31.85,7.78,,0.34,5.91%,117.00%,0.29,0.10,18.92%,15.91%,-15.73%,,3.23%,9.10%,108.81%,395.43,37.98,12.50%,-0.52%,132.74,122.89,92.58%,7.45%,0.15%,75.43%,-0.47%,2.95%,4.65,3.63,0.38%,3.66%,1.48%,0.10,,1.49,2.12,,13.68%,9.60%,-0.09%,-0.17%,-0.10%,0.00%,-0.35%,-0.17%,-0.34%,-0.26%,-0.50%,0.26%,-0.95%,-11.46%,-2.46%,-7.33%,-4.08%,-2.62%,0.49,0.17,2.47%,2.88%,-3.04%,-10.21%,-1.20%,-20.07%,4.35%,-20.07%,21.03%,-56.79%,181.09%,35.65,10/23/2024 8:30:00 AM,4/1/1999,Yes,Yes,636,-2.13%,2.80%,3.00,780.97,0.70,302260,2080,7.00,5.72,5.88,5.92,5.76,5.76,0.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,"CFG","Citizens Financial Group Inc","S&P 500","Financial","Banks - Regional","USA","NYSE",20530.03,18.33,12.17,2.10,1.64,0.91,,9.94,51.26,,1.69,3.62%,53.71%,2.54,0.82,-3.36%,26.53%,-2.34%,8.73%,12.05%,-0.45%,-9.93%,12528.00,1164.00,-2.69%,-1.72%,445.22,436.91,98.13%,0.86%,-0.22%,96.42%,1.71%,2.06%,2.15,9.02,0.58%,5.43%,3.22%,0.13,,0.45,0.56,,13.99%,9.29%,-0.03%,-0.08%,-0.08%,-0.10%,-0.21%,-0.16%,-0.12%,-0.37%,-0.48%,-1.05%,4.22%,2.29%,7.66%,17.64%,47.23%,6.46%,1.33,1.23,2.67%,2.54%,5.45%,2.51%,16.24%,-5.41%,13.04%,-5.41%,54.05%,-18.27%,229.92%,61.56,1/17/2025 8:30:00 AM,9/24/2014,Yes,Yes,17570,-0.31%,2.25%,1.95,4185.77,0.76,1779985,16236,51.97,45.70,46.73,47.51,46.54,46.58,1.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,
