"No.","Ticker","Company","Index","Sector","Industry","Country","Exchange","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
2766,"ERH","Allspring Utilities and High Income Fund","-","Financial","Closed-End Fund - Equity","USA","AMEX",96.30,4.96,,,17.97,0.80,,,13.31,,0.77,7.16%,36.19%,2.16,,,,,,,1.70%,,5.36,,,,8.99,8.98,99.90%,0.05%,0.00%,16.62%,,0.03%,0.10,0.00,,,,,,,,,,,0.01%,0.08%,0.08%,0.09%,0.00%,-0.06%,0.00%,-0.19%,0.00%,0.00%,-2.19%,-0.14%,-2.37%,9.92%,12.50%,16.29%,0.90,0.11,1.05%,1.00%,-2.65%,-2.51%,4.79%,-5.71%,0.85%,-5.71%,22.68%,-63.31%,61.87%,36.32,,4/28/2004,No,Yes,,0.00%,-0.28%,,24.68,2.07,17886,73,,10.74,10.71,10.73,10.70,10.71,-0.28%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,"ERIC","Telefonaktiebolaget L M Ericsson ADR","-","Technology","Communication Equipment","Sweden","NASD",25503.99,,14.48,,1.09,3.24,5.46,6.62,2.56,1.52,0.26,3.11%,,-0.03,0.29,109.18%,726.64%,-26.83%,1.50%,0.61%,-0.57%,112.87%,23395.35,-111.12,15.81%,0.29%,3070.42,3065.99,99.86%,0.16%,0.00%,10.03%,-8.18%,1.03%,1.85,31.50,-0.40%,-1.21%,-0.90%,1.19,0.95,0.44,0.50,43.45%,8.22%,-0.47%,0.00%,0.04%,0.00%,0.12%,0.00%,0.05%,-0.12%,0.00%,0.36%,-0.30%,-0.78%,3.81%,12.84%,41.72%,37.50%,31.83%,0.81,0.13,1.31%,1.57%,0.99%,1.39%,23.58%,-3.65%,12.95%,-3.65%,74.11%,-93.69%,1043.05%,54.30,10/15/2024 8:30:00 AM,8/24/1981,Yes,Yes,99952,-0.06%,0.12%,2.85,16996.44,1.13,6732133,6479,7.79,8.30,8.31,8.33,8.27,8.31,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,"ERIE","Erie Indemnity Co","S&P 500","Financial","Insurance Brokers","USA","NASD",20282.12,40.06,29.73,4.01,5.50,10.16,75.18,43.39,41.83,5.66,5.10,1.20%,57.22%,10.61,2.82,33.53%,25.55%,9.13%,10.00%,6.59%,16.77%,21.95%,3686.31,559.21,2.34%,1.50%,46.19,25.16,54.47%,45.98%,-0.00%,36.59%,4.87%,3.71%,4.13,0.93,21.27%,31.42%,28.71%,,,0.00,0.00,17.19%,17.43%,15.17%,-0.05%,-0.17%,0.22%,0.22%,0.07%,0.36%,0.45%,0.59%,1.23%,1.03%,3.77%,4.69%,-19.01%,19.61%,32.27%,26.94%,0.46,10.84,2.72%,2.42%,0.51%,-4.80%,-0.34%,-21.75%,10.36%,-22.28%,37.50%,-22.28%,2657.10%,48.78,10/31/2024 4:30:00 PM,10/2/1995,Yes,Yes,6556,0.34%,0.69%,2.00,225.69,0.26,20153,1319,115.00,420.78,423.70,425.90,420.41,425.15,1.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,"ERII","Energy Recovery Inc","RUT","Industrials","Pollution & Treatment Controls","USA","NASD",919.04,48.57,29.46,2.43,6.80,4.00,7.75,40.36,4.04,2.09,,,0.00%,0.33,0.39,3.07%,44.01%,-1.38%,20.00%,12.79%,4.18%,-12.67%,135.06,19.38,130.77%,3.25%,57.88,56.03,96.80%,3.22%,-2.85%,89.04%,-0.24%,2.72%,3.29,1.52,7.99%,9.06%,7.95%,10.06,8.29,0.04,0.05,66.13%,10.90%,14.35%,-0.28%,-0.19%,-0.12%,-0.12%,-0.54%,-0.51%,-0.63%,-1.04%,0.50%,0.56%,-2.47%,-14.84%,-1.64%,24.17%,-16.17%,-14.12%,1.17,0.69,3.90%,4.95%,1.34%,-7.66%,4.03%,-20.18%,11.82%,-20.18%,31.97%,-47.40%,729.74%,44.61,10/30/2024 4:30:00 PM,7/2/2008,Yes,Yes,269,0.56%,-0.12%,1.40,462.60,0.33,53558,1003,20.60,16.11,16.09,16.41,16.09,16.18,0.43%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,"ERJ","Embraer S.A. ADR","-","Industrials","Aerospace & Defense","Brazil","NYSE",6753.18,13.56,17.63,0.80,1.11,2.15,4.58,17.28,17.07,8.03,0.10,0.26%,0.00%,2.71,0.50,136.62%,-1.27%,,17.00%,31.79%,31.25%,186.75%,6059.08,497.90,326.63%,7.20%,183.66,183.56,99.95%,0.05%,0.00%,38.80%,-36.16%,2.30%,3.35,4.23,4.51%,17.52%,8.62%,1.56,0.76,0.84,0.88,17.50%,6.44%,8.22%,-0.08%,-0.05%,0.01%,-0.00%,0.11%,0.08%,0.22%,-0.24%,0.40%,-0.59%,-0.62%,-3.74%,4.67%,32.50%,89.44%,99.30%,1.72,1.12,3.05%,2.81%,-2.85%,1.87%,20.02%,-8.85%,13.98%,-8.85%,117.83%,-16.49%,828.54%,47.66,11/8/2024 8:30:00 AM,7/21/2000,Yes,Yes,19179,0.77%,-0.05%,1.43,1263.51,0.38,166046,2037,44.29,36.51,36.49,37.06,36.49,36.77,0.71%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,"ERNA","Eterna Therapeutics Inc","-","Healthcare","Biotechnology","USA","NASD",14.13,,,,23.55,,3.32,,-8.39,0.08,,,,-8.31,,,,0.06%,,-23.02%,854.90%,-375.82%,0.60,-44.95,,,51.37,48.88,95.15%,4.86%,0.00%,1.38%,,0.24%,0.17,0.12,-149.86%,-1154.18%,,0.48,0.48,,,-270.07%,-3397.66%,-7516.56%,0.00%,0.00%,0.00%,-0.14%,-0.14%,1.10%,0.99%,-0.61%,2.11%,-16.43%,-17.70%,-70.96%,-80.45%,-86.01%,-80.31%,-84.64%,4.29,0.08,14.62%,20.56%,-35.38%,-65.23%,-82.83%,-77.94%,3.61%,-89.50%,3.61%,-100.00%,3.61%,22.52,,8/29/1991,No,Yes,8,-10.31%,6.37%,1.00,678.86,1.00,237985,238,60.00,0.29,0.31,0.30,0.27,0.28,-4.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,"ERNZ","TrueShares Active Yield ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,1.06,4.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,-0.08%,-0.08%,-0.61%,-0.29%,-2.41%,-0.13%,,0.82%,,0.15,0.54%,0.48%,-0.76%,-0.85%,-1.40%,-3.22%,2.49%,-4.33%,3.92%,-4.33%,3.92%,42.97,,5/1/2024,No,Yes,,-0.08%,0.12%,,12.53,0.08,340,4,,24.65,24.68,24.66,24.66,24.66,0.04%,,,"Target Date / Multi-Asset - Other","Multi-Asset - Tactical / Active","Global Diversified",,"US","Active",0.75%,185,155086869,24.66,0.00,4466402.00,2.97,5613200.00,3.76,157830419.00,,157830419.00,,,,,,7.67,"U.S. equity income"
2773,"ERO","Ero Copper Corp","-","Basic Materials","Copper","Canada","NYSE",1428.65,77.70,3.90,1.21,3.08,2.01,70.62,,6.89,0.20,,,0.00%,0.18,0.56,27.58%,219.26%,,64.33%,14.89%,18.69%,1360.97%,464.13,17.02,6.47%,-8.61%,103.30,94.39,91.37%,8.63%,0.00%,74.48%,-1.22%,2.87%,7.67,2.71,1.21%,2.53%,1.39%,0.68,0.42,0.71,0.79,35.73%,21.86%,3.67%,-0.07%,0.00%,-0.07%,0.22%,0.22%,0.77%,0.88%,0.95%,1.25%,1.02%,-6.55%,-10.37%,-32.47%,-31.77%,-15.31%,-12.41%,1.72,0.60,4.10%,3.21%,-7.87%,-19.89%,-29.51%,-38.01%,1.92%,-43.18%,1.92%,-46.79%,256.59%,32.22,11/5/2024 4:30:00 PM,10/20/2017,Yes,Yes,3374,0.55%,0.47%,1.50,352.89,1.01,124285,795,22.91,13.69,13.76,13.85,13.58,13.83,1.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,"ERTH","Invesco MSCI Sustainable Future ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.35,0.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,-0.06%,-0.06%,0.00%,-0.09%,-0.14%,-0.05%,0.10%,0.31%,-0.08%,-2.64%,1.54%,-3.56%,2.60%,-8.97%,-11.28%,1.14,0.55,0.95%,0.91%,-0.16%,-1.11%,0.03%,-7.07%,2.37%,-12.29%,8.14%,-43.03%,274.15%,47.17,,10/24/2006,Yes,Yes,,0.31%,-0.39%,,10.42,5.16,18801,79,,41.94,41.78,41.93,41.65,41.91,-0.08%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Equities","Green Investing",,"Passive",0.62%,144,155873563,42.13,-0.01,-8358686.50,-5.09,-12672066.50,-7.52,-50036262.50,-24.30,-52364282.00,-25.15,-3.17,-13.62,0.70,6.02,4.44,"Global equity ESG"
2775,"ERX","Direxion Daily Energy Bull 2X Shares","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,1.69,2.89%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10%,0.10%,0.32%,0.06%,-0.07%,-0.04%,-0.29%,-0.45%,-1.12%,-3.16%,-6.09%,-14.39%,-0.53%,-3.32%,1.96%,3.48%,2.62,1.85,2.38%,2.69%,-11.24%,-9.33%,-9.80%,-19.40%,-0.12%,-24.49%,17.07%,-95.70%,1070.74%,28.25,,11/6/2008,Yes,Yes,,-1.80%,-0.75%,,422.58,1.58,232959,1018,,60.06,59.61,59.53,58.38,58.54,-2.54%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Energy","US","Passive",0.93%,30,270914133,60.02,-0.02,-34550377.31,-11.31,-49012160.78,-15.32,-133375643.85,-32.99,-144914321.28,-34.85,13.88,28.27,-14.94,-18.97,-10.49,"U.S. equity energy leverage"
2776,"ERY","Direxion Daily Energy Bear -2X Shares","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,1.18,4.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12%,0.12%,0.12%,0.29%,0.16%,0.41%,0.49%,0.81%,1.41%,2.83%,6.75%,16.89%,-2.52%,-3.18%,-12.75%,-12.75%,-2.15,0.62,2.27%,2.61%,12.39%,9.77%,5.83%,-0.30%,24.08%,-22.48%,24.08%,-99.98%,24.08%,73.07,,11/6/2008,Yes,Yes,,2.07%,0.65%,,361.01,1.99,251583,571,,23.72,23.88,24.38,23.93,24.37,2.74%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities","Energy","US","Passive",0.95%,8,21710426,23.72,0.03,-306793.94,-1.39,-576586.49,-2.59,5490454.36,33.85,4247043.80,24.32,-16.05,-37.95,-43.60,-31.54,-40.14,"U.S. equity energy leverage inverse"
2777,"ES","Eversource Energy","S&P 500","Utilities","Utilities - Regulated Electric","USA","NYSE",21488.91,,12.34,,1.85,1.43,219.52,,41.34,0.27,2.86,4.86%,,-1.57,1.00,5.02%,4.75%,,6.00%,7.53%,9.73%,-133.82%,11623.56,-549.35,4.22%,-0.05%,366.40,365.43,99.74%,0.26%,-0.20%,82.58%,2.75%,1.17%,2.05,4.26,-0.96%,-3.58%,-1.33%,0.86,0.76,1.75,1.90,30.93%,22.54%,-4.73%,-0.01%,0.06%,0.02%,0.06%,-0.18%,-0.08%,-0.12%,-0.44%,-1.14%,-0.98%,-2.22%,-4.17%,-13.65%,2.19%,-7.27%,-4.55%,0.61,1.23,2.12%,1.96%,-4.62%,-6.57%,-5.03%,-12.37%,-0.21%,-14.63%,13.10%,-40.74%,672.65%,32.86,11/4/2024 4:30:00 PM,2/20/1967,Yes,Yes,10171,-0.99%,-0.03%,2.27,2077.11,0.50,360213,4081,71.44,59.52,59.50,59.64,58.87,58.91,-1.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,"ESAB","ESAB Corp","-","Industrials","Metal Fabrication","USA","NYSE",7837.90,30.32,24.02,2.62,2.84,4.28,30.90,25.74,30.39,4.21,0.26,0.20%,6.85%,4.29,1.17,10.96%,9.46%,,11.58%,12.77%,-1.14%,17.84%,2759.39,261.34,11.37%,2.43%,60.44,56.60,93.65%,6.36%,-1.75%,92.86%,0.81%,1.15%,2.45,0.65,6.97%,16.36%,8.75%,1.92,1.25,0.63,0.64,36.11%,16.48%,9.47%,0.03%,-0.00%,0.04%,0.04%,-0.05%,-0.08%,0.08%,-0.15%,1.29%,2.03%,1.33%,2.89%,25.33%,38.52%,52.38%,50.20%,1.30,3.23,2.88%,2.27%,1.77%,6.81%,21.92%,-4.32%,27.71%,-4.32%,57.81%,-4.32%,305.04%,58.70,10/29/2024 8:30:00 AM,3/29/2022,Yes,Yes,9000,1.73%,0.20%,2.36,266.82,0.67,62439,1364,136.56,127.63,127.89,130.90,127.89,130.10,1.94%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,"ESBA","Empire State Realty OP LP","-","Real Estate","REIT - Office","USA","NYSE",3011.12,,,,3.95,1.83,6.41,46.00,6.10,1.75,0.14,1.25%,46.40%,,,,,-5.06%,,0.79%,4.22%,14.47%,763.20,45.38,,,18.54,18.44,99.46%,88.94%,0.00%,0.61%,,0.00%,0.13,0.00,1.15%,4.95%,1.28%,,,2.49,2.49,29.49%,20.51%,5.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.09%,1.22%,1.22%,0.77%,6.52%,5.72%,26.24%,45.73%,18.99%,1.44,0.31,1.08%,2.55%,3.73%,3.84%,12.15%,-2.74%,9.98%,-2.74%,42.48%,-86.76%,120.20%,57.13,,10/2/2013,No,Yes,666,1.22%,-0.09%,,6.66,1.69,3939,16,,11.06,11.05,11.05,11.00,11.19,1.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,"ESCA","Escalade, Inc","RUT","Consumer Cyclical","Leisure","USA","NASD",213.30,16.17,14.11,,0.84,1.24,496.05,5.03,12.26,0.03,0.60,3.94%,84.88%,0.94,0.20,30.99%,16.13%,-12.92%,,10.59%,-7.66%,31.19%,253.07,13.15,,,13.88,9.01,64.91%,35.10%,-0.04%,37.75%,0.01%,0.61%,1.89,0.05,4.98%,7.94%,6.59%,3.45,1.41,0.17,0.22,23.45%,6.54%,5.20%,0.00%,0.00%,0.13%,0.13%,-0.13%,-0.13%,-0.13%,0.36%,1.53%,3.60%,-4.75%,5.39%,11.32%,17.14%,-24.25%,-24.14%,1.30,0.71,5.27%,4.70%,-0.58%,5.26%,10.28%,-10.30%,19.06%,-30.76%,23.50%,-40.75%,14525.78%,50.96,10/24/2024 8:30:00 AM,3/17/1980,Yes,Yes,479,-0.07%,-0.26%,1.00,28.91,0.71,7182,182,20.00,15.29,15.25,15.35,14.69,15.24,-0.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,"ESE","Esco Technologies, Inc","RUT","Technology","Scientific & Technical Instruments","USA","NYSE",3559.16,35.60,24.80,2.50,3.47,2.92,53.96,38.95,48.05,2.60,0.32,0.23%,8.13%,3.94,0.73,14.83%,17.86%,4.87%,14.25%,7.46%,9.49%,7.11%,1026.76,101.88,1.74%,0.41%,25.75,25.32,98.33%,1.80%,-0.52%,98.01%,1.49%,1.08%,2.39,0.27,5.79%,8.60%,7.33%,1.91,1.31,0.12,0.15,36.15%,14.34%,9.92%,0.02%,0.15%,0.15%,-0.03%,-0.07%,0.07%,-0.01%,-0.02%,0.38%,0.18%,-1.64%,0.23%,14.35%,33.51%,23.70%,19.90%,1.11,3.22,2.28%,2.56%,-3.74%,2.48%,19.61%,-8.89%,17.36%,-8.89%,45.12%,-8.89%,14057.99%,44.66,11/14/2024 4:30:00 PM,10/1/1990,Yes,Yes,3281,0.35%,-0.17%,1.50,113.73,0.22,8687,388,147.75,140.07,139.82,140.67,139.82,140.32,0.18%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,"ESEA","Euroseas Ltd","-","Industrials","Marine Shipping","Greece","NASD",248.74,2.19,2.47,0.44,1.19,0.73,3.21,,48.96,11.05,2.40,6.76%,12.11%,16.22,3.34,-3.19%,-10.09%,,5.00%,44.76%,6.87%,-14.94%,208.65,113.11,11.16%,0.52%,7.01,2.85,40.66%,59.35%,0.00%,7.90%,-11.05%,0.40%,0.26,0.01,22.86%,38.44%,21.59%,1.65,1.59,0.53,0.63,60.57%,54.79%,54.21%,0.00%,-0.42%,-0.42%,0.04%,0.56%,0.78%,0.78%,0.64%,-0.35%,-0.52%,-5.11%,-14.89%,-19.15%,2.32%,33.91%,14.05%,0.91,1.51,3.70%,4.31%,-8.77%,-12.95%,-10.13%,-27.94%,0.07%,-30.23%,35.08%,-95.19%,2788.04%,30.98,11/20/2024 4:30:00 PM,5/5/2006,No,Yes,429,-0.49%,-0.03%,1.00,43.98,1.45,22337,370,61.67,35.71,35.70,35.70,35.25,35.53,-0.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,"ESG","FlexShares STOXX US ESG Select Index Fund","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,1.51,1.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.06%,0.13%,0.13%,0.64%,3.52%,7.67%,11.99%,25.04%,23.89%,1.03,0.74,0.35%,0.30%,1.50%,3.68%,10.24%,-0.03%,7.97%,-0.03%,25.80%,-0.03%,188.02%,66.13,,7/14/2016,No,No,,0.30%,0.27%,,4.23,0.18,261,18,,142.94,143.32,143.52,143.52,143.75,0.57%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities","Corporate Governance","US","Passive",0.32%,264,153649892,142.93,0.01,-7134500.00,-4.44,-24130750.00,-13.57,-72036000.00,-31.92,-89253000.00,-36.74,26.10,8.81,15.27,,14.82,"U.S. equity ESG"
2784,"ESGA","American Century Large Cap Equity ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.66,0.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.34%,1.58%,8.55%,9.94%,28.15%,23.24%,1.03,0.48,0.38%,0.54%,1.22%,2.76%,8.29%,-0.53%,6.28%,-0.53%,27.51%,-0.53%,82.37%,62.92,,7/15/2020,No,No,,0.00%,0.00%,,17.46,0.00,0,0,,73.15,73.15,73.15,73.15,73.15,0.00%,,,"US Equities - Broad Market & Size","Equities (Stocks)","US Equities",,"US","Active",0.39%,101,234296383,72.99,0.00,-2919600.00,-1.23,-2919600.00,-1.23,-2919600.00,-1.23,-2919600.00,-1.23,25.85,,,,15.03,"U.S. equity multi-factor growth value large-cap ESG"
2785,"ESGD","iShares Trust iShares ESG Aware MSCI EAFE ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,2.38,3.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02%,-0.03%,-0.04%,0.04%,-0.00%,0.01%,-0.07%,-0.07%,0.26%,-0.17%,-1.55%,1.61%,-3.90%,0.80%,5.13%,4.63%,0.88,0.70,0.74%,0.73%,0.01%,-1.13%,-1.26%,-4.93%,2.54%,-7.06%,8.51%,-7.06%,75.81%,46.16,,6/30/2016,Yes,No,,0.16%,-0.33%,,332.56,0.89,103115,893,,79.17,78.91,79.20,78.81,79.04,-0.17%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Ex. US Equities","Corporate Governance","EAFE","Passive",0.20%,407,8359664282,79.24,-0.00,22301030.30,0.27,127147148.30,1.54,355500412.10,4.44,445153610.90,5.62,9.33,2.89,5.82,,7.39,"EAFE equity ESG mid-large-cap"
2786,"ESGE","iShare Inc iShares ESG Aware MSCI EM ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,0.87,2.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01%,0.06%,0.07%,0.10%,0.07%,0.12%,0.07%,-0.04%,0.05%,-0.36%,-1.92%,2.45%,2.12%,4.71%,9.26%,9.12%,0.72,0.35,0.65%,0.67%,0.48%,-1.27%,3.01%,-7.25%,2.55%,-7.25%,17.49%,-26.15%,48.37%,49.11,,7/20/2016,Yes,No,,0.16%,-0.51%,,643.24,0.99,222162,1152,,35.11,34.93,35.07,34.93,34.99,-0.36%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Ex. US Equities","Corporate Governance",,"Passive",0.25%,323,4472271228,35.16,-0.00,0.00,0.00,0.00,0.00,19090925.90,0.43,19090925.90,0.43,14.41,-2.43,2.55,,,"Emerging equity ESG"
2787,"ESGG","FlexShares STOXX Global ESG Select Index Fund","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,2.80,1.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.12%,0.14%,0.14%,0.14%,-0.10%,2.64%,3.03%,5.78%,18.21%,17.02%,0.96,0.89,0.31%,0.32%,1.19%,1.86%,5.43%,-0.70%,4.95%,-0.70%,19.06%,-0.70%,146.17%,60.52,,7/14/2016,No,Yes,,0.14%,0.18%,,5.94,0.01,26,7,,174.41,174.74,174.74,174.74,174.98,0.33%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Equities","Corporate Governance",,"Passive",0.42%,809,113399174,174.46,0.00,-30513000.00,-21.20,-56169500.00,-33.12,-84575000.00,-42.72,-84575000.00,-42.72,20.40,6.86,12.58,,12.39,"Global equity ESG"
2788,"ESGL","ESGL Holdings Ltd","-","Industrials","Waste Management","Singapore","NASD",43.52,,,,,2.67,167.39,,0.44,0.01,,,,,,,,,,11.74%,,327.74%,,,,,40.24,16.60,41.25%,58.75%,0.00%,3.26%,-25.48%,0.21%,3.08,0.03,,,,0.10,0.10,0.18,0.67,,,,0.00%,0.00%,0.00%,0.00%,0.00%,-0.15%,-0.85%,-4.96%,-9.38%,-9.38%,-14.07%,-37.97%,-37.63%,3.57%,143.19%,66.67%,1.71,0.15,8.48%,11.24%,-21.37%,-33.14%,-4.92%,-46.30%,6.41%,-47.98%,182.93%,-95.31%,189.20%,27.57,,4/7/2022,No,Yes,72,-9.38%,1.70%,,11.18,0.49,1913,23,,1.26,1.28,1.28,1.28,1.16,-7.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,"ESGR","Enstar Group Limited","RUT","Financial","Insurance - Diversified","Bermuda","NASD",4927.58,4.91,8.11,,3.54,0.82,,,397.65,,,,0.00%,66.06,,-41.58%,-0.02%,,,20.30%,162.73%,304.04%,1391.00,992.00,,,15.23,11.66,76.56%,23.48%,0.00%,71.43%,0.09%,0.44%,0.69,0.05,5.19%,18.80%,12.57%,0.19,,0.30,0.30,,73.98%,71.32%,-0.06%,-0.04%,-0.01%,-0.03%,0.05%,-0.03%,0.02%,-0.06%,-0.06%,-0.07%,-0.34%,0.22%,0.84%,4.95%,8.79%,10.14%,0.65,1.62,0.48%,0.47%,-0.29%,0.04%,3.29%,-1.00%,1.35%,-6.96%,23.49%,-6.96%,3238.71%,46.35,7/29/2024 8:30:00 AM,5/9/1997,Yes,Yes,805,-0.07%,0.00%,3.00,74.14,0.37,9637,431,185.00,324.45,324.45,324.45,323.96,324.21,-0.07%,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,"ESGU","iShares Trust iShares ESG Aware MSCI USA ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,1.45,1.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00%,-0.02%,-0.04%,-0.03%,-0.03%,-0.02%,-0.04%,-0.07%,0.08%,0.36%,0.19%,2.17%,7.76%,11.77%,28.27%,27.28%,1.03,0.95,0.58%,0.67%,0.89%,2.93%,10.59%,-0.54%,7.21%,-0.54%,29.98%,-0.54%,177.49%,61.26,,12/6/2016,Yes,Yes,,0.01%,0.35%,,653.91,0.62,141113,946,,133.07,133.53,133.67,133.31,133.54,0.36%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities","Corporate Governance","US","Passive",0.15%,290,13742933380,133.10,0.00,-587939995.70,-4.10,-409753457.15,-2.90,-2809382933.80,-16.97,-2757024222.60,-16.71,29.90,9.09,15.50,,15.28,"U.S. equity ESG"
2791,"ESGV","Vanguard ESG U.S. Stock ETF","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,1.13,1.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01%,0.02%,-0.03%,-0.02%,-0.02%,0.01%,-0.00%,0.01%,0.22%,0.49%,0.54%,3.19%,9.27%,12.28%,29.30%,28.19%,1.05,0.85,0.64%,0.72%,1.49%,3.88%,11.78%,-0.21%,9.00%,-0.21%,31.33%,-0.21%,180.67%,64.45,,9/20/2018,Yes,Yes,,0.21%,0.28%,,238.41,1.45,120719,956,,108.51,108.82,109.10,108.78,109.04,0.49%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities","Corporate Governance","US","Passive",0.09%,1385,10351704000,108.48,0.01,93057000.00,0.91,176422500.00,1.73,744503000.00,7.75,809781000.00,8.49,30.92,8.99,15.91,,14.41,"U.S. equity ESG"
