"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
809,"BBEM","JPMorgan BetaBuilders Emerging Markets Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.01,1.92%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.98%,7.38%,7.45%,13.62%,,6.19%,0.81,0.34,0.16%,0.37%,3.69%,4.24%,8.25%,0.24%,7.69%,0.24%,17.94%,0.24%,17.94%,69.95,,5/11/2023,No,No,,0.00%,0.24%,,16.97,0.00,27,1,,52.53,52.66,52.66,52.66,52.66,0.24%,,,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Ex. US Equities",,,"Passive",0.15%,1101,599151434,52.56,0.00,0.00,0.00,0.00,0.00,9740000.00,1.65,521954000.00,676.13,13.72,,,,12.27,"Emerging equity"
810,"BBEU","JPMorgan BetaBuilders Europe ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.76,2.86%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.01%,-0.02%,-0.02%,-0.05%,-0.06%,-0.15%,0.05%,0.28%,0.13%,2.83%,8.42%,10.32%,20.11%,11.71%,9.03%,0.98,0.54,0.45%,0.76%,4.80%,4.85%,12.20%,0.61%,8.76%,0.61%,27.27%,0.61%,91.50%,75.37,,6/18/2018,Yes,Yes,,0.13%,0.51%,,709.59,1.57,471580,332,,61.31,61.62,61.81,61.47,61.70,0.64%,,,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Ex. US Equities",,"Europe","Passive",0.09%,431,8078797707,61.23,0.01,54639000.00,0.68,1008178500.00,14.26,1130895000.00,16.28,-2150828500.00,-21.03,15.34,5.85,9.19,,6.86,"Europe equity"
811,"BBGI","Beasley Broadcast Group Inc","-","Communication Services","Broadcasting","USA",21.99,,,,0.09,0.15,0.79,,4.91,0.92,,,,-2.39,-0.03,97.61%,-150.00%,,,0.02%,-5.88%,100.25%,243.71,-71.58,100.00%,-1.27%,13.65,9.51,69.67%,68.64%,0.23%,9.34%,-1.74%,0.44%,1.94,0.04,-11.32%,-38.77%,-16.05%,1.92,1.92,1.99,2.04,11.68%,4.22%,-29.37%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.30%,-2.03%,1.54%,-3.33%,-16.16%,-1.70%,-30.28%,-17.43%,1.04,0.04,6.95%,6.59%,1.73%,-4.54%,-14.07%,-18.97%,7.87%,-43.36%,20.05%,-96.19%,20.05%,49.26,5/8/2024 8:30:00 AM,2/11/2000,No,Yes,1127,-2.01%,0.03%,1.00,21.66,0.17,1520,13,2.50,0.74,0.74,0.74,0.74,0.73,-1.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,"BBH","VanEck Biotech ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.71,0.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,-0.05%,-0.01%,-0.07%,-0.03%,0.04%,0.17%,0.59%,0.44%,2.73%,9.12%,3.55%,14.03%,4.11%,1.60%,0.76,1.97,0.77%,1.13%,5.46%,3.96%,5.12%,0.20%,10.97%,-1.81%,17.85%,-24.42%,380.73%,68.22,,12/21/2011,Yes,Yes,,0.52%,0.41%,,7.42,0.98,3079,98,,166.39,167.08,168.28,167.08,167.95,0.94%,,,"Global or ExUS Equities - Industry Sector","Equities (Stocks)","Global Equities","Healthcare",,"Passive",0.35%,27,440642749,166.50,0.01,-7783000.00,-1.74,-20144250.00,-4.37,-40764250.00,-8.47,-72686000.00,-14.16,5.17,-1.07,7.74,7.10,13.66,"U.S. equity technology biotechnology mid-cap"
813,"BBHY","JPMorgan BetaBuilders USD High Yield Corporate Bond ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,2.70,5.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02%,0.02%,-0.02%,-0.02%,-0.04%,-0.05%,-0.11%,0.02%,-0.00%,-0.11%,0.36%,1.96%,0.50%,5.03%,4.47%,-0.10%,0.47,0.17,0.19%,0.33%,0.86%,0.44%,2.27%,-1.01%,2.08%,-1.01%,8.00%,-12.54%,19.08%,59.89,,9/15/2016,No,Yes,,-0.11%,0.48%,,226.71,6.70,642107,245,,45.70,45.92,45.90,45.81,45.87,0.37%,,,"Bonds - Corporate","Bonds","US Bonds",,"US","Passive",0.15%,1353,1047246006,45.58,0.01,87253250.00,9.09,339428750.00,47.95,563466000.00,116.47,721277500.00,221.27,10.60,1.85,3.55,,3.99,"U.S. fixed-income corporate-bonds bonds high-yield"
814,"BBIB","JPMorgan BetaBuilders U.S. Treasury Bond 3-10 Year ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,3.53,3.69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,-0.74%,-2.17%,0.70%,,-2.84%,0.23,0.21,0.00%,0.00%,0.51%,-0.45%,-0.86%,-1.91%,1.10%,-4.54%,2.82%,-5.43%,2.82%,51.80,,4/20/2023,No,No,,0.00%,0.00%,,0.05,0.00,0,0,,95.79,95.79,95.79,95.79,95.79,0.00%,,,"Bonds - Treasury & Government","Bonds","US Bonds",,"US","Passive",0.07%,89,4069314,95.75,0.00,0.00,0.00,-4387050.00,-51.88,-2686050.00,-39.76,-284300.00,-6.53,-1.07,,,,0.03,"U.S. debt bonds treasuries"
815,"BBIN","JPMorgan BetaBuilders International Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.89,3.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03%,0.02%,-0.06%,-0.08%,-0.09%,-0.12%,-0.17%,0.09%,0.35%,0.24%,2.46%,6.61%,7.94%,17.00%,10.66%,7.73%,0.90,0.56,0.59%,0.82%,3.93%,3.28%,9.98%,0.57%,7.28%,0.57%,23.57%,-1.60%,78.49%,70.97,,12/5/2019,Yes,Yes,,0.16%,0.55%,,156.84,0.32,20914,250,,60.90,61.24,61.44,61.04,61.33,0.71%,,,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Ex. US Equities",,,"Passive",0.07%,801,4169383775,60.96,0.01,0.00,0.00,59678000.00,1.45,-168232000.00,-3.88,234614000.00,5.96,14.55,4.58,,,7.10,"Developed-ex-U.S. equity"
816,"BBIO","BridgeBio Pharma Inc","RUT","Healthcare","Biotechnology","USA",5628.65,,,,25.75,,10.83,,-5.61,2.78,,,,-3.23,-1.00,17.92%,13.33%,-13.29%,,117.77%,11461.88%,78.53%,218.60,-538.26,72.86%,2808.19%,175.08,172.36,98.45%,7.89%,-1.27%,70.86%,2.41%,9.41%,9.72,16.23,-72.98%,,-79.78%,5.54,5.54,,,96.50%,-216.34%,-246.23%,0.01%,-0.01%,-0.00%,0.03%,-0.05%,-0.14%,-0.30%,-0.94%,1.28%,4.01%,8.59%,19.17%,-12.49%,9.30%,102.69%,-25.49%,1.09,1.25,4.12%,4.26%,13.08%,8.23%,-1.88%,-5.41%,27.02%,-32.13%,135.91%,-59.08%,503.99%,65.24,5/2/2024 8:30:00 AM,6/27/2019,Yes,Yes,550,0.70%,3.18%,1.23,1669.34,0.60,421193,3094,50.50,28.95,29.87,30.45,29.56,30.08,3.90%,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,"BBIP","JPMorgan BetaBuilders U.S. TIPS 0-5 Year ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,5.46,5.63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,-1.77%,0.09%,-1.31%,,-1.06%,0.07,0.15,0.01%,0.02%,-0.21%,-0.85%,-0.60%,-1.91%,0.19%,-2.14%,0.83%,-2.50%,0.83%,40.40,,5/11/2023,No,No,,0.00%,0.00%,,0.43,0.00,0,0,,96.92,96.92,96.92,96.92,96.92,0.00%,,,"Bonds - Inflation protected","Bonds","US Bonds",,"US","Passive",0.07%,27,968967,96.90,0.00,0.00,0.00,-6654825.00,-87.29,-6654825.00,-87.29,-3457150.00,-78.11,3.53,,,,3.25,"U.S. debt bonds treasuries TIPS"
818,"BBJP","JPMorgan BetaBuilders Japan ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.60,2.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.01%,0.00%,-0.02%,-0.01%,-0.04%,-0.11%,0.28%,0.43%,0.44%,1.07%,1.56%,3.14%,12.27%,13.10%,7.69%,0.66,0.62,0.62%,0.78%,1.51%,-0.59%,6.27%,-4.36%,4.43%,-4.36%,18.57%,-8.61%,62.34%,52.90,,6/18/2018,Yes,Yes,,0.18%,0.57%,,1682.16,0.53,373851,1236,,56.14,56.46,56.63,56.26,56.56,0.75%,,,"Global or ExUS Equities - Country Specific","Equities (Stocks)","Global Ex. US Equities",,"Japan","Passive",0.19%,248,11445056337,56.19,0.01,-37864000.00,-0.33,468169000.00,4.27,1080271000.00,10.42,2590435000.00,29.26,12.84,1.06,5.12,,2.19,"Japan equity"
819,"BBLB","JPMorgan BetaBuilders U.S. Treasury Bond 20+ Year ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,3.73,4.26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.76%,1.47%,-2.64%,4.72%,-14.29%,-7.62%,1.03,0.59,0.05%,0.17%,2.73%,0.01%,-1.05%,-4.48%,4.42%,-11.61%,10.55%,-14.29%,10.55%,58.98,,4/20/2023,No,Yes,,0.00%,1.08%,,3.68,0.11,167,1,,86.48,87.41,87.41,87.41,87.41,1.08%,,,"Bonds - Treasury & Government","Bonds","US Bonds",,"US","Passive",0.07%,40,23556091,86.44,0.01,0.00,0.00,-33998550.00,-59.07,-33998550.00,-59.07,24650475.00,,-9.52,,,,-8.80,"U.S. debt bonds treasuries"
820,"BBLG","Bone Biologics Corp","-","Healthcare","Medical Devices","USA",1.28,,,,,0.44,0.42,,5.44,5.72,,,,-76.57,-7.60,11.41%,-4.75%,42.24%,,0.00%,,-120.70%,0.00,-8.95,,,0.53,0.51,96.23%,4.76%,0.00%,2.19%,-69.46%,3.86%,0.24,0.02,-146.30%,-202.15%,-307.90%,4.50,4.50,0.00,0.00,,0.00%,,-13.93%,-14.23%,-14.23%,-13.65%,-2.85%,-2.43%,-7.70%,-5.48%,0.84%,5.70%,33.15%,37.71%,-34.86%,-39.75%,-94.57%,-46.68%,,0.26,12.36%,10.74%,38.61%,23.21%,-41.49%,-11.72%,65.07%,-96.65%,65.07%,-99.99%,65.07%,72.30,,3/31/2016,No,Yes,2,23.91%,-15.43%,1.00,83.56,13.77,486412,1827,300.00,2.30,1.95,3.15,2.05,2.41,4.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,"BBLU","EA Bridgeway Blue Chip ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.17,1.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.08%,0.04%,0.06%,0.04%,0.04%,0.17%,0.42%,0.26%,1.82%,4.65%,5.88%,18.28%,30.66%,12.81%,0.96,0.10,0.56%,0.80%,3.14%,2.43%,11.63%,-0.09%,5.59%,-0.09%,31.28%,-0.09%,52.62%,67.75,,10/17/2022,No,Yes,,0.43%,0.09%,,102.74,0.96,41772,133,,11.65,11.66,11.70,11.66,11.71,0.51%,,,"US Equities - Broad Market & Size","Equities (Stocks)","US Equities",,"US","Active",0.15%,38,165595283,11.57,0.01,5712735.00,3.57,26322112.50,18.90,16679617.50,11.20,15466307.50,10.30,32.58,,,,32.77,"U.S. equity blue-chip large-cap"
822,"BBMC","JPMorgan BetaBuilders U.S. Mid Cap Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.13,1.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,0.41%,-1.92%,2.56%,5.73%,6.12%,24.55%,23.75%,7.84%,1.10,0.91,0.42%,0.73%,4.13%,2.54%,11.51%,-1.57%,7.50%,-1.57%,30.88%,-6.50%,88.02%,65.54,,4/15/2020,Yes,Yes,,0.02%,0.77%,,27.89,0.28,3321,42,,90.62,91.32,91.33,90.97,91.34,0.79%,,,"US Equities - Broad Market & Size","Equities (Stocks)","US Equities",,"US","Passive",0.07%,593,1678203534,90.59,0.01,4476500.00,0.27,-53699250.00,-3.10,-80915750.00,-4.60,-255113250.00,-13.20,25.88,3.77,,,17.61,"U.S. equity mid-cap"
823,"BBN","BlackRock Taxable Municipal Bond Trust","-","Financial","Closed-End Fund - Debt","USA",983.70,,,,,,,,,,1.10,6.88%,45.81%,-0.06,,,,,,,,,,,,,61.79,61.79,100.00%,,,27.28%,,0.13%,0.43,0.08,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.03%,0.03%,0.06%,0.09%,0.44%,0.76%,0.31%,2.71%,-3.28%,4.46%,-10.16%,-2.09%,0.64,0.14,0.68%,0.73%,1.67%,-0.66%,0.07%,-5.63%,3.44%,-10.56%,11.09%,-41.93%,11.09%,56.50,,8/27/2010,No,Yes,,0.56%,0.70%,,192.34,1.00,81207,221,,15.72,15.83,15.92,15.80,15.92,1.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,"BBP","Virtus LifeSci Biotech Products ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.16%,-0.16%,-0.16%,-0.16%,-0.16%,-0.16%,3.40%,9.20%,-4.43%,20.58%,4.47%,-1.73%,0.63,0.71,0.54%,0.46%,6.40%,3.90%,5.98%,-4.12%,13.20%,-9.75%,26.86%,-9.75%,165.88%,66.35,,12/17/2014,Yes,Yes,,-0.16%,2.15%,,2.52,0.04,46,2,,55.97,57.18,57.18,57.18,57.08,1.98%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Healthcare","US","Passive",0.79%,106,19605395,56.01,0.02,0.00,0.00,3050665.00,18.43,3050665.00,18.43,400215.00,2.08,4.49,2.81,7.51,,8.64,"U.S. equity healthcare biotechnology"
825,"BBRE","JPMorgan BetaBuilders MSCI U.S. REIT ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,3.07,3.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.06%,1.23%,4.36%,7.26%,2.84%,15.24%,5.67%,-1.93%,1.02,1.11,0.70%,0.96%,5.04%,2.69%,4.78%,-2.28%,8.44%,-3.67%,21.29%,-21.60%,69.97%,65.30,,6/18/2018,No,Yes,,-0.15%,1.37%,,16.93,0.54,3872,33,,86.56,87.75,87.90,87.41,87.62,1.23%,,,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Real Estate","US","Passive",0.11%,119,811110824,86.52,0.01,12436750.00,1.56,21208500.00,2.68,-17634750.00,-2.13,25447250.00,3.24,8.22,2.03,3.59,,5.30,"U.S. equity REITs real-estate"
826,"BBSA","JPMorgan BetaBuilders 1-5 Year U.S. Aggregate Bond ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.43,3.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.06%,-0.06%,-0.06%,0.37%,0.88%,-0.20%,1.60%,-0.39%,-0.96%,0.06,0.08,0.04%,0.06%,0.56%,0.21%,0.57%,-0.73%,1.00%,-1.28%,2.59%,-12.75%,2.73%,60.83,,3/13/2019,No,Yes,,-0.06%,0.30%,,1.69,0.33,233,2,,47.28,47.42,47.42,47.42,47.39,0.24%,,,"Bonds - Broad Market","Bonds","US Bonds",,"US","Passive",0.05%,411,14179117,47.27,0.00,0.00,0.00,-1189500.00,-7.74,-5963500.00,-29.61,-2499250.00,-14.98,2.43,-0.70,0.97,,1.14,"U.S. fixed-income bonds investment-grade"
827,"BBSB","JPMorgan BetaBuilders U.S. Treasury Bond 1-3 Year ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,4.47,4.58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.25%,0.25%,-0.71%,0.29%,,-1.05%,0.04,0.09,0.04%,0.02%,0.22%,-0.06%,-0.18%,-0.65%,0.49%,-1.88%,0.71%,-2.19%,0.71%,56.11,,4/20/2023,No,No,,0.00%,0.14%,,0.34,0.01,1,1,,97.59,97.73,97.73,97.73,97.73,0.14%,,,"Bonds - Treasury & Government","Bonds","US Bonds",,"US","Passive",0.07%,88,3902061,97.55,0.00,974700.00,33.30,-498300.00,-11.32,-498300.00,-11.32,-488200.00,-11.12,2.57,,,,2.91,"U.S. debt bonds treasuries"
828,"BBSC","JPMorgan BetaBuilders U.S. Small Cap Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.01,1.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,-0.02%,-0.07%,-0.00%,0.17%,0.20%,-0.58%,-0.58%,2.76%,8.77%,4.27%,24.05%,18.96%,2.58%,1.11,0.79,0.72%,0.76%,4.99%,4.07%,9.63%,-0.15%,9.95%,-0.15%,29.84%,-11.85%,29.84%,65.44,,11/18/2020,No,Yes,,-0.58%,1.17%,,51.14,0.06,1367,11,,62.70,63.43,63.11,63.06,63.06,0.58%,,,"US Equities - Broad Market & Size","Equities (Stocks)","US Equities",,"US","Passive",0.09%,828,488819897,62.67,0.01,9049500.00,1.89,-165104500.00,-25.25,-456806500.00,-48.31,-337421250.00,-40.84,22.05,1.75,,,7.26,"U.S. equity small-cap"
829,"BBSI","Barrett Business Services Inc.","RUT","Industrials","Staffing & Employment Services","USA",818.48,17.15,14.35,2.21,0.76,4.31,3.29,8.98,29.01,38.03,1.20,0.96%,16.24%,7.30,2.32,4.77%,12.66%,8.22%,7.75%,2.78%,4.36%,-117.66%,1080.42,49.66,94.03%,-2.47%,6.57,6.32,96.19%,3.38%,0.00%,83.47%,-1.86%,0.76%,1.53,0.05,6.97%,27.35%,24.20%,1.23,1.23,0.08,0.12,21.59%,5.30%,4.60%,-0.15%,-0.15%,0.04%,-0.32%,-0.39%,0.05%,0.18%,0.68%,-0.37%,-0.70%,0.97%,3.29%,12.60%,19.20%,54.97%,8.07%,1.40,2.31,1.21%,1.83%,1.63%,2.24%,15.74%,-1.75%,10.10%,-3.73%,57.42%,-3.73%,9239.55%,56.45,5/1/2024 4:30:00 PM,6/11/1993,Yes,Yes,130513,-0.73%,0.11%,1.00,31.54,0.71,9470,361,145.25,125.93,126.07,125.97,123.84,125.15,-0.62%,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,"BBU","Brookfield Business Partners L.P.","-","Industrials","Conglomerates","Canada",1458.87,3.09,18.02,1.20,0.03,0.77,0.35,,25.40,55.79,0.44,2.23%,3.89%,6.36,-0.02,-92.14%,113.73%,41.98%,2.57%,8.23%,-12.67%,-31.72%,50356.00,474.00,114.56%,-25.54%,74.28,71.30,95.99%,4.01%,-70.59%,79.89%,,0.02%,0.77,0.01,0.55%,28.29%,1.09%,1.10,0.83,22.05,23.85,3.82%,0.93%,0.94%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.53%,0.63%,0.63%,2.72%,2.03%,-14.21%,36.01%,6.28%,-4.57%,1.48,0.48,2.19%,2.57%,2.14%,-3.35%,7.49%,-12.94%,6.28%,-17.30%,60.72%,-41.13%,69.90%,50.91,5/3/2024 8:30:00 AM,6/1/2016,Yes,Yes,72000,0.63%,0.55%,1.00,14.13,0.19,1123,6,30.43,19.41,19.52,19.37,19.37,19.64,1.19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,"BBUC","Brookfield Business Corp","RUT","Financial","Asset Management","USA",2135.04,4.19,,,0.22,2.96,2.66,,7.30,8.12,0.25,1.16%,,5.15,,,,-134.44%,,4.65%,-36.15%,-7.15%,9679.00,509.00,,,72.95,72.18,98.94%,27.01%,0.00%,65.63%,,0.33%,6.30,0.24,-13.93%,-738.73%,5.52%,0.62,0.57,11.77,12.24,11.45%,7.50%,5.26%,0.00%,0.00%,0.00%,0.00%,0.28%,0.16%,0.56%,0.79%,1.27%,-0.30%,0.61%,5.78%,-10.75%,40.47%,1.22%,-7.26%,1.48,0.60,1.91%,2.73%,2.86%,-2.21%,6.32%,-12.91%,9.76%,-15.60%,54.21%,-38.17%,54.21%,52.79,,3/4/2022,Yes,Yes,25000,-0.30%,1.67%,,37.95,0.47,7498,45,,21.30,21.66,21.67,21.31,21.59,1.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,"BBUS","JPMorgan BetaBuilders U.S. Equity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.21,1.27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.01%,0.02%,-0.05%,-0.05%,-0.04%,-0.08%,0.10%,0.28%,0.37%,2.00%,4.83%,5.69%,20.09%,28.63%,10.95%,1.02,0.87,0.53%,0.90%,3.63%,2.84%,11.99%,0.62%,6.86%,0.62%,29.44%,0.62%,140.88%,68.30,,3/13/2019,Yes,Yes,,0.40%,0.44%,,167.42,0.50,35326,335,,94.49,94.91,95.37,94.85,95.29,0.85%,,,"US Equities - Broad Market & Size","Equities (Stocks)","US Equities",,"US","Passive",0.02%,570,3331905762,94.52,0.01,156775000.00,4.94,272649500.00,8.91,396342500.00,13.50,1213586500.00,57.29,29.72,9.93,15.03,,14.55,"U.S. equity mid-large-cap"
833,"BBVA","Banco Bilbao Vizcaya Argentaria. ADR","-","Financial","Banks - Diversified","Spain",64493.15,7.23,6.93,0.65,0.86,1.15,,0.79,9.64,,0.72,6.50%,34.15%,1.53,0.42,11.41%,0.30%,9.62%,11.20%,8.38%,40.87%,24.76%,75205.75,8969.84,8.48%,6.40%,5833.55,5825.93,99.87%,0.00%,,3.17%,2.61%,0.04%,1.24,2.24,1.07%,16.60%,5.41%,0.44,,1.95,2.83,,29.02%,11.93%,0.00%,0.00%,0.00%,-0.09%,-0.10%,-0.23%,-0.40%,0.36%,0.78%,1.75%,0.18%,5.43%,12.04%,29.78%,60.43%,21.51%,1.30,0.32,1.36%,1.91%,1.67%,-0.54%,19.90%,-9.26%,8.74%,-9.26%,71.23%,-54.36%,474.49%,52.94,4/29/2024 8:30:00 AM,12/14/1988,Yes,Yes,121486,1.00%,2.53%,2.24,1797.45,7.84,5954867,4131,12.29,10.69,10.96,11.13,10.94,11.07,3.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,"BBW","Build A Bear Workshop Inc","RUT","Consumer Cyclical","Specialty Retail","USA",414.66,8.14,7.62,0.27,0.85,3.24,9.35,9.01,9.15,3.17,0.80,2.70%,0.00%,3.64,0.96,5.12%,8.21%,,30.00%,10.95%,2.87%,12.74%,486.12,52.80,1.05%,-0.98%,14.17,12.76,90.05%,8.74%,-12.53%,85.72%,-12.09%,12.64%,8.06,1.61,17.56%,42.45%,28.20%,1.53,0.77,0.44,0.64,54.39%,13.45%,10.86%,-0.03%,-0.05%,-0.08%,-0.13%,-0.23%,-0.32%,-0.16%,-0.96%,-1.82%,-1.13%,3.64%,7.86%,34.09%,17.52%,38.41%,29.02%,1.67,0.81,2.63%,2.63%,1.76%,4.81%,15.39%,-3.88%,27.74%,-3.88%,66.17%,-9.14%,3224.01%,55.77,3/14/2024 8:30:00 AM,10/28/2004,Yes,Yes,4550,-1.52%,0.60%,1.00,200.14,0.33,28028,505,39.00,29.94,30.12,30.27,29.67,29.66,-0.93%,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,"BBWI","Bath & Body Works Inc","S&P 500","Consumer Cyclical","Specialty Retail","USA",11238.25,12.96,13.35,2.58,1.51,,10.37,17.13,-7.23,4.82,0.84,1.69%,20.87%,3.86,0.33,0.97%,13.36%,,5.02%,-5.99%,0.80%,35.17%,7429.00,878.00,9.64%,2.53%,225.00,222.29,98.80%,1.16%,-0.63%,96.55%,-4.17%,2.97%,2.45,6.61,16.03%,,23.32%,1.64,1.09,,,43.56%,17.30%,11.82%,-0.03%,-0.10%,-0.24%,-0.26%,-0.31%,-0.71%,-0.83%,-0.15%,0.56%,1.09%,4.93%,14.37%,13.88%,68.08%,48.63%,15.78%,1.90,1.46,2.85%,2.97%,8.91%,8.21%,25.95%,-0.73%,16.97%,-0.73%,83.04%,-39.06%,25601.46%,66.15,2/29/2024 8:30:00 AM,4/1/1982,Yes,Yes,57157,2.07%,0.56%,2.14,2702.34,0.85,970369,8931,50.75,48.68,48.96,50.45,48.70,49.97,2.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,
