date,book,dividend,div_growth,div_yield,earn,earn_yld,earn_growth,real_earn_growth,sp500_pe,sp500,sp500_adj,price_book,price_sales,cape_shiller,sales,sales_growth,real_sales,real_sales_growth,1mo_ustreas,6mo_ustreas,1yr_ustreas,2yr_ustreas,3yr_ustreas,5yr_ustreas,10yr_ustreas,20yr_ustreas,30yr_ustreas,5yr_real_int,10yr_real_int,20yr_real_int,30yr_real_int,cpi,fed_debt,gdp,gdp_growth,real_gdp,real_gdp_growth,real_gdp_per_cap,us_home_prices,us_avg_income,us_med_income,us_med_income_growth,us_med_real_income,us_infl,us_pop,us_pop_growth
1906-03-31,,13.3,,0.0363,26.49,0.0724,,,13.81,9.56,365.76,,,19.26,,,,,,,,,,,0.0347,,,,,,,8.47,,,,,,,,,,,,0.011899999999999999,,
1906-06-30,,13.82,,0.0392,27.07,0.07690000000000001,,,13.01,9.3,352.07,,,18.18,,,,,,,,,,,0.0353,,,,,,,8.56,,,,,,,,,,,,0.0338,,
1906-09-30,,14.48,,0.0381,27.92,0.0735,,,13.6,10.03,379.7,,,19.21,,,,,,,,,,,0.0359,,,,,,,8.56,,,,,,,,,,,,0.0338,85.45,0.0194
1906-12-31,,14.5,,0.0407,27.55,0.07719999999999999,,,12.95,9.84,356.68,,,17.67,,,,,,,,,,,0.0365,,,,,,,8.94,,,,,,,152.68,,,,,0.0555,,
1907-03-31,,14.86,,0.049100000000000005,26.64,0.08800000000000001,,,11.36,8.35,302.67,,,14.69,,,,,,,,,,,0.037000000000000005,,,,,,,8.94,,,,,,,,,,,,0.0555,,
1907-06-30,,14.75,,0.0536,24.93,0.0906,,,11.04,7.84,275.25,,,13.14,,,,,,,,,,,0.0375,,,,,,,9.23,,,,,,,,,,,,0.0783,,
1907-09-30,,15.1,,0.057699999999999994,24.05,0.0919,,,10.88,7.45,261.56,,,12.33,,,,,,,,,,,0.038,,,,,,,9.23,,,,,,,,,,,,0.0783,87.01,0.0182
1907-12-31,,16.3,,0.067,24.44,0.1005,,,9.95,6.57,243.32,,,11.34,,,,,,,,,,,0.0385,,,,,,,8.75,,,,,,,172.12,,,,,-0.0213,,
1908-03-31,,16.28,,0.0626,24.23,0.0932,,,10.73,6.87,260.08,,,11.99,,,,,,,,,,,0.0385,,,,,,,8.56,,,,,,,,,,,,-0.0425,,
1908-06-30,,15.72,,0.055,23.2,0.0812,,,12.32,7.64,285.89,,,13.05,,,,,,,,,,,0.0382,,,,,,,8.66,,,,,,,,,,,,-0.061799999999999994,,
1908-09-30,,15.18,,0.050199999999999995,22.22,0.07339999999999999,,,13.62,8.17,302.57,,,13.71,,,,,,,,,,,0.038,,,,,,,8.75,,,,,,,,,,,,-0.052000000000000005,88.71,0.0196
1908-12-31,,14.34,,0.0443,20.79,0.0642,,,15.57,9.03,323.7,,,14.58,,,,,,,,,,,0.0377,,,,,,,9.04,,,,,,,150.35,,,,,0.0331,,
1909-03-31,,14.7,,0.046,22.4,0.0701,,,14.27,8.92,319.75,,,14.33,,,,,,,,,,,0.0379,,,,,,,9.04,,,,,,,,,,,,0.056100000000000004,,
1909-06-30,,14.45,,0.0429,23.05,0.0684,,,14.63,9.8,337.13,,,15.04,,,,,,,,,,,0.0382,,,,,,,9.42,,,,,,,,,,,,0.08779999999999999,,
1909-09-30,,14.5,,0.042199999999999994,24.11,0.0702,,,14.25,10.19,343.61,,,15.25,,,,,,,,,,,0.038599999999999995,,,,,,,9.61,,,,,,,,,,,,0.0983,90.49,0.020099999999999996
1909-12-31,,14.27,,0.042699999999999995,24.65,0.0738,,,13.55,10.3,334.11,,,14.75,,,,,,,,,,,0.039,,,,,,,9.99,,,,,,,132.95,,,,,0.1051,,
1910-03-31,,14.37,,0.0449,24.17,0.0756,,,13.24,9.96,319.88,,,14.04,,,,,,,,,,,0.0392,,,,,,,10.09,,,,,,,,,,,,0.1162,,
1910-06-30,,14.89,,0.05,24.39,0.0819,,,12.21,9.1,297.87,,,13.01,,,,,,,,,,,0.0394,,,,,,,9.9,,,,,,,,,,,,0.051,,
1910-09-30,,15.45,,0.0519,24.64,0.0828,,,12.08,8.91,297.66,,,12.94,,,,,,,,,,,0.039599999999999996,,,,,,,9.7,,,,,,,,,,,,0.009399999999999999,92.41,0.0212
1910-12-31,,16.5,,0.0519,25.63,0.08070000000000001,,,12.4,9.05,317.73,,,13.74,,,,,,,,,,,0.0397,,,,,,,9.23,,,,,,,155.42,,,,,-0.0761,,
1911-03-31,,16.85,,0.0504,24.91,0.0746,,,13.41,9.32,334.09,,,14.37,,,,,,,,,,,0.0398,,,,,,,9.04,,,,,,,,,,,,-0.1041,,
1911-06-30,,17.41,,0.048600000000000004,24.44,0.0683,,,14.65,9.67,358.13,,,15.33,,,,,,,,,,,0.039900000000000005,,,,,,,8.75,,,,,,,,,,,,-0.1162,,
1911-09-30,,16.5,,0.0542,21.94,0.0721,,,13.87,8.67,304.39,,,13.0,,,,,,,,,,,0.04,,,,,,,9.23,,,,,,,,,,,,-0.048499999999999995,93.86,0.0158
1911-12-31,,16.85,,0.0516,21.15,0.06480000000000001,,,15.44,9.11,326.56,,,13.93,,,,,,,,,,,0.0401,,,,,,,9.04,,,,,,,155.05,,,,,-0.0206,,
1912-03-31,,16.25,,0.0508,21.24,0.0664,,,15.06,9.3,319.93,,,13.64,,,,,,,,,,,0.0408,,,,,,,9.42,,,,,,,,,,,,0.042,,
1912-06-30,,16.02,,0.0496,21.75,0.0673,,,14.85,9.58,323.04,,,13.78,,,,,,,,,,,0.04190000000000001,,,,,,,9.61,,,,,,,,,,,,0.0983,,
1912-09-30,,15.79,,0.0484,22.24,0.0682,,,14.66,9.86,326.04,,,13.93,,,,,,,,,,,0.043,,,,,,,9.8,,,,,,,,,,,,0.061799999999999994,95.33,0.015700000000000002
1912-12-31,,16.04,,0.0512,23.39,0.0746,,,13.4,9.38,313.36,,,13.4,,,,,,,,,,,0.0441,,,,,,,9.7,,,,,,,150.08,,,,,0.073,,
1913-03-31,,15.87,,0.0545,22.57,0.0776,,,12.89,8.8,290.99,,,12.44,,,,,,,,,,,0.044000000000000004,,,,,,,9.8,,,,,,,,,,,,0.0403,,
1913-06-30,,15.87,,0.0591,21.99,0.0819,,,12.21,8.12,268.5,,,11.49,,,,,,,,,,,0.0433,,,,,,,9.8,,,,,,,,,,,,0.019799999999999998,,
1913-09-30,,15.55,,0.056299999999999996,20.98,0.0759,,,13.17,8.53,276.42,,,11.84,,,,,,,,,,,0.0426,,,,,,,10.0,,,,,,,,,,,,0.0204,97.22,0.019799999999999998
1913-12-31,,15.55,,0.059699999999999996,20.42,0.0784,,,12.76,8.04,260.54,,,11.17,,,,,,,,,,,0.0418,,,,,,,10.0,,,,,,,145.58,,,,,0.030899999999999997,,
1914-03-31,,15.22,,0.0559,19.72,0.0724,,,13.81,8.32,272.34,,,11.69,,,,,,,,,,,0.0417,,,,,,,9.9,,,,,,,,,,,,0.0102,,
1914-06-30,,14.73,,0.0554,18.82,0.0707,,,14.14,8.13,266.12,,,11.43,,,,,,,,,,,0.04190000000000001,,,,,,,9.9,,,,,,,,,,,,0.0102,,
1914-09-30,,13.82,,0.056600000000000004,17.39,0.0713,,,14.03,7.68,243.99,,,10.5,,,,,,,,,,,0.0421,,,,,,,10.2,,,,,,,,,,,,0.02,99.11,0.0194
1914-12-31,,13.48,,0.0571,16.68,0.0707,,,14.13,7.35,235.82,,,10.17,,,,,,,,,,,0.042300000000000004,,,,,,,10.1,,,,,,,149.5,,,,,0.01,,
1915-03-31,,13.83,,0.0558,19.97,0.0806,,,12.41,7.57,247.79,,,10.71,,,,,,,,,,,0.0421,,,,,,,9.9,,,,,,,,,,,,0.0,,
1915-06-30,,13.64,,0.0529,22.46,0.08710000000000001,,,11.49,8.04,257.96,,,11.15,,,,,,,,,,,0.0416,,,,,,,10.1,,,,,,,,,,,,0.0202,,
1915-09-30,,13.72,,0.049400000000000006,25.35,0.09119999999999999,,,10.96,8.66,277.85,,,12.01,,,,,,,,,,,0.041100000000000005,,,,,,,10.1,,,,,,,,,,,,-0.0098,100.55,0.014499999999999999
1915-12-31,,13.53,,0.0454,27.69,0.0928,,,10.77,9.48,298.26,,,12.88,,,,,,,,,,,0.0407,,,,,,,10.3,,,,,,,134.58,,,,,0.019799999999999998,,
1916-03-31,,14.27,,0.0504,32.16,0.11359999999999999,,,8.8,9.17,283.01,,,12.18,,,,,,,,,,,0.0408,,,,,,,10.5,,,,,,,,,,,,0.060599999999999994,,
1916-06-30,,14.85,,0.0529,36.16,0.12869999999999998,,,7.77,9.36,280.85,,,12.0,,,,,,,,,,,0.0412,,,,,,,10.8,,,,,,,,,,,,0.0693,,
1916-09-30,,15.4,,0.0545,39.94,0.1413,,,7.08,9.68,282.6,,,11.94,,,,,,,,,,,0.0417,,,,,,,11.1,,,,,,,,,,,,0.099,101.96,0.0141
1916-12-31,,15.64,,0.0571,42.74,0.1561,,,6.41,9.8,273.77,,,11.41,,,,,,,,,,,0.042199999999999994,,,,,,,11.6,,,,,,,130.83,,,,,0.12619999999999998,,
1917-03-31,,16.0,,0.0636,39.64,0.1577,,,6.34,9.31,251.41,,,10.33,,,,,,,,,,,0.0429,,,,,,,12.0,,,,,,,,,,,,0.1429,,
1917-06-30,,15.58,,0.0691,35.02,0.15539999999999998,,,6.43,9.04,225.34,,,9.15,,,,,,,,,,,0.0437,,,,,,,13.0,,,,,,,,,,,,0.20370000000000002,,
1917-09-30,,16.02,,0.081,32.72,0.1654,,,6.05,8.12,197.84,,,7.95,,,,,,,,,,,0.0446,,,,,,,13.3,,,,,,,,,,,,0.19820000000000002,103.27,0.0128
1917-12-31,,16.32,,0.1015,30.28,0.1882,,,5.31,6.8,160.84,,,6.41,,,,,,,,,,,0.0454,,,,,,,13.7,,,,,,,113.04,,,,,0.18100000000000002,,
1918-03-31,,15.28,,0.0907,27.96,0.1659,,,6.03,7.28,168.51,,,6.69,,,,,,,,,,,0.045599999999999995,,,,,,,14.0,,,,,,,,,,,,0.16670000000000001,,
1918-06-30,,13.89,,0.08460000000000001,25.02,0.1523,,,6.56,7.45,164.23,,,6.5,,,,,,,,,,,0.0454,,,,,,,14.7,,,,,,,,,,,,0.1308,,
1918-09-30,,12.38,,0.0796,21.94,0.141,,,7.09,7.54,155.63,,,6.15,,,,,,,,,,,0.0452,,,,,,,15.7,,,,,,,,,,,,0.1805,103.21,-0.0006
1918-12-31,,11.19,,0.0722,19.44,0.1253,,,7.98,7.9,155.15,,,6.13,,,,,,,,,,,0.0451,,,,,,,16.5,,,,,,,99.83,,,,,0.20440000000000003,,
1919-03-31,,11.07,,0.069,19.27,0.1201,,,8.33,8.12,160.45,,,6.36,,,,,,,,,,,0.0458,,,,,,,16.4,,,,,,,,,,,,0.1714,,
1919-06-30,,10.55,,0.059699999999999996,18.41,0.1042,,,9.59,9.21,176.6,,,7.02,,,,,,,,,,,0.047,,,,,,,16.9,,,,,,,,,,,,0.1497,,
1919-09-30,,9.83,,0.0599,17.2,0.10490000000000001,,,9.53,9.01,164.03,,,6.56,,,,,,,,,,,0.0481,,,,,,,17.8,,,,,,,,,,,,0.1338,104.51,0.0127
1919-12-31,,9.09,,0.0594,15.95,0.1043,,,9.59,8.92,152.94,,,6.16,,,,,,,,,,,0.0493,,,,,,,18.9,,,,,,,95.85,,,,,0.14550000000000002,,
1920-03-31,,8.64,,0.060599999999999994,14.76,0.1035,,,9.66,8.67,142.62,,,5.8,,,,,,,,,,,0.0499,,,,,,,19.7,,,,,,,,,,,,0.20120000000000002,,
1920-06-30,,8.06,,0.06570000000000001,13.41,0.1092,,,9.16,7.92,122.8,,,5.04,,,,,,,,,,,0.050199999999999995,,,,,,,20.9,,,,,,,,,,,,0.23670000000000002,,
1920-09-30,,8.34,,0.0654,13.49,0.1058,,,9.45,7.87,127.52,,,5.3,,,,,,,,,,,0.050499999999999996,,,,,,,20.0,,,,,,,,,,,,0.12359999999999999,106.46,0.018600000000000002
1920-12-31,,8.52,,0.07490000000000001,13.36,0.1175,,,8.51,6.81,113.75,,,4.78,,,,,,,,,,,0.0508,,,,,,,19.4,,,,,,,102.35,,,,,0.0265,,
1921-03-31,,8.81,,0.0723,11.91,0.0977,,,10.23,6.88,121.83,,,5.19,,,,,,,,,,,0.0496,,,,,,,18.3,,,,,,,,,,,,-0.0711,,
1921-06-30,,8.93,,0.07400000000000001,10.03,0.0832,,,12.02,6.55,120.6,,,5.22,,,,,,,,,,,0.047599999999999996,,,,,,,17.6,,,,,,,,,,,,-0.15789999999999998,,
1921-09-30,,8.75,,0.07150000000000001,7.73,0.0632,,,15.83,6.61,122.4,,,5.38,,,,,,,,,,,0.045599999999999995,,,,,,,17.5,,,,,,,,,,,,-0.125,108.54,0.0195
1921-12-31,,8.62,,0.0629,5.43,0.0397,,,25.21,7.31,136.93,,,6.11,,,,,,,,,,,0.0437,,,,,,,17.3,,,,,,,112.2,,,,,-0.1082,,
1922-03-31,,9.17,,0.061,7.57,0.0504,,,19.85,7.74,150.19,,,6.82,,,,,,,,,,,0.0431,,,,,,,16.7,,,,,,,,,,,,-0.0874,,
1922-06-30,,9.41,,0.0574,9.51,0.057999999999999996,,,17.24,8.45,163.97,,,7.56,,,,,,,,,,,0.0432,,,,,,,16.7,,,,,,,,,,,,-0.051100000000000007,,
1922-09-30,,9.71,,0.054900000000000004,11.52,0.06509999999999999,,,15.36,9.06,176.86,,,8.27,,,,,,,,,,,0.0434,,,,,,,16.6,,,,,,,,,,,,-0.051399999999999994,110.05,0.0139
1922-12-31,,9.78,,0.0581,13.23,0.0786,,,12.72,8.78,168.35,,,7.96,,,,,,,,,,,0.0436,,,,,,,16.9,,,,,,,116.46,,,,,-0.0231,,
1923-03-31,,9.93,,0.0546,14.71,0.0809,,,12.37,9.43,181.89,,,8.7,,,,,,,,,,,0.0431,,,,,,,16.8,,,,,,,,,,,,0.006,,
1923-06-30,,9.91,,0.062400000000000004,15.92,0.1001,,,9.99,8.34,158.98,,,7.67,,,,,,,,,,,0.0424,,,,,,,17.0,,,,,,,,,,,,0.018000000000000002,,
1923-09-30,,9.89,,0.0644,17.1,0.11130000000000001,,,8.98,8.15,153.55,,,7.46,,,,,,,,,,,0.0416,,,,,,,17.2,,,,,,,,,,,,0.0361,111.95,0.0172
1923-12-31,,9.93,,0.062,18.36,0.11460000000000001,,,8.72,8.55,160.15,,,7.81,,,,,,,,,,,0.0409,,,,,,,17.3,,,,,,,115.44,,,,,0.023700000000000002,,
1924-03-31,,10.14,,0.061500000000000006,18.33,0.1112,,,8.99,8.7,164.87,,,8.06,,,,,,,,,,,0.0403,,,,,,,17.1,,,,,,,,,,,,0.0179,,
1924-06-30,,10.29,,0.0626,18.2,0.1107,,,9.04,8.63,164.51,,,8.05,,,,,,,,,,,0.0398,,,,,,,17.0,,,,,,,,,,,,0.0,,
1924-09-30,,10.33,,0.058899999999999994,17.86,0.10189999999999999,,,9.81,9.25,175.29,,,8.58,,,,,,,,,,,0.0393,,,,,,,17.1,,,,,,,,,,,,-0.0058,114.11,0.019299999999999998
1924-12-31,,10.3,,0.0541,17.42,0.0915,,,10.92,10.16,190.31,,,9.31,,,,,,,,,,,0.0388,,,,,,,17.3,,,,,,,115.66,,,,,0.0,,
1925-03-31,,10.54,,0.0541,18.92,0.09720000000000001,,,10.29,10.39,194.62,,,9.52,,,,,,,,,,,0.0383,,,,,,,17.3,,,,,,,,,,,,0.011699999999999999,,
1925-06-30,,10.65,,0.053200000000000004,20.18,0.1009,,,9.91,10.8,199.99,,,9.8,,,,,,,,,,,0.0379,,,,,,,17.5,,,,,,,,,,,,0.0294,,
1925-09-30,,10.76,,0.051,21.42,0.1017,,,9.84,11.51,210.73,,,10.36,,,,,,,,,,,0.0374,,,,,,,17.7,,,,,,,,,,,,0.0351,115.83,0.0151
1925-12-31,,10.86,,0.0482,22.63,0.1003,,,9.97,12.46,225.57,,,11.15,,,,,,,,,,,0.0369,,,,,,,17.9,,,,,,,117.62,,,,,0.0347,,
1926-03-31,,11.33,,0.0527,22.72,0.1057,,,9.46,11.81,215.0,,,10.71,,,,,,,,,,,0.0362,,,,,,,17.8,,,,,,,,,,,,0.028900000000000002,,
1926-06-30,,11.81,,0.0533,22.79,0.10279999999999999,,,9.73,12.11,221.71,,,11.2,,,,,,,,,,,0.0354,,,,,,,17.7,,,,,,,,,,,,0.011399999999999999,,
1926-09-30,,12.36,,0.0501,23.0,0.0932,,,10.72,13.32,246.65,,,12.69,,,,,,,,,,,0.0345,,,,,,,17.5,,,,,,,,,,,,-0.0113,117.4,0.013500000000000002
1926-12-31,,12.63,,0.051100000000000007,22.7,0.0919,,,10.88,13.49,246.98,,,13.01,,,,,,,,,,,0.0337,,,,,,,17.7,,,,,,,114.14,,,,,-0.011200000000000002,,
1927-03-31,,13.3,,0.0512,22.63,0.08710000000000001,,,11.48,13.87,259.81,,,14.03,,,,,,,,,,,0.0334,,,,,,,17.3,,,,,,,,,,,,-0.0281,,
1927-06-30,,13.44,,0.049,21.63,0.0789,,,12.67,14.89,274.16,,,15.12,,,,,,,,,,,0.0334,,,,,,,17.6,,,,,,,,,,,,-0.005600000000000001,,
1927-09-30,,14.05,,0.0443,21.41,0.0675,,,14.82,16.94,317.31,,,17.82,,,,,,,,,,,0.0333,,,,,,,17.3,,,,,,,,,,,,-0.011399999999999999,119.04,0.013999999999999999
1927-12-31,,14.42,,0.0441,20.79,0.0636,,,15.73,17.46,327.05,,,18.65,,,,,,,,,,,0.0333,,,,,,,17.3,,,,,,,112.42,,,,,-0.0226,,
1928-03-31,,14.97,,0.0433,22.3,0.0645,,,15.51,18.25,345.85,,,19.94,,,,,,,,,,,0.0338,,,,,,,17.1,,,,,,,,,,,,-0.0116,,
1928-06-30,,15.35,,0.0426,23.59,0.0655,,,15.28,19.02,360.44,,,20.91,,,,,,,,,,,0.0344,,,,,,,17.1,,,,,,,,,,,,-0.028399999999999998,,
1928-09-30,,15.55,,0.0392,24.58,0.062,,,16.14,21.17,396.54,,,23.0,,,,,,,,,,,0.0351,,,,,,,17.3,,,,,,,,,,,,0.0,120.51,0.0124
1928-12-31,,16.11,,0.036699999999999997,26.15,0.0596,,,16.78,23.15,438.7,,,25.3,,,,,,,,,,,0.0358,,,,,,,17.1,,,,,,,115.43,,,,,-0.0116,,
1929-03-31,,16.77,,0.0346,27.41,0.0565,,,17.68,25.43,484.75,,,27.68,,,,,,,,,,,0.0355,,,,,,,17.0,,,,,,,,,,,,-0.0058,,
1929-06-30,,17.24,,0.0348,28.33,0.0572,,,17.49,26.15,495.56,,,27.94,,,,,,,,,,,0.0347,,,,,,,17.1,,,,,,,,,,,,0.0,,
1929-09-30,,17.61,,0.03,29.07,0.0496,,,20.17,31.3,586.29,,,32.56,,,,,,,,,,,0.0339,,,,,,,17.3,,,,,,,,,,,,0.0,121.77,0.0104
1929-12-31,,18.28,,0.0453,30.33,0.07519999999999999,,,13.29,21.4,403.18,,,22.01,,,,,,,,,,,0.0332,,,,,,,17.2,,0.1,,1.19,,9738.35,112.4,,,,,0.0058,,
1930-03-31,,18.65,,0.0406,27.8,0.060599999999999994,,,16.51,23.94,459.04,,,24.59,,,,,,,,,,,0.033,,,,,,,16.9,,,,,,,,,,,,-0.0059,,
1930-06-30,,18.81,,0.0453,24.88,0.0599,,,16.68,21.52,415.1,,,21.87,,,,,,,,,,,0.0331,,,,,,,16.8,,,,,,,,,,,,-0.0175,,
1930-09-30,,19.08,,0.047,22.06,0.054400000000000004,,,18.39,20.78,405.65,,,21.07,,,,,,,,,,,0.0332,,,,,,,16.6,,,,,,,,,,,,-0.0405,123.08,0.0108
1930-12-31,,19.73,,0.0632,19.52,0.0625,,,15.99,15.51,312.18,,,16.06,,,,,,,,,,,0.0334,,,,,,,16.1,,0.09,-0.1186,1.09,-0.0851,8825.75,114.92,,,,,-0.064,,
1931-03-31,,19.53,,0.0536,18.28,0.050199999999999995,,,19.92,17.53,364.15,,,18.58,,,,,,,,,,,0.034,,,,,,,15.6,,,,,,,,,,,,-0.07690000000000001,,
1931-06-30,,19.31,,0.0649,16.95,0.057,,,17.56,13.87,297.66,,,15.06,,,,,,,,,,,0.0348,,,,,,,15.1,,,,,,,,,,,,-0.1012,,
1931-09-30,,18.58,,0.0727,15.12,0.0592,,,16.9,11.83,255.57,,,12.82,,,,,,,,,,,0.035699999999999996,,,,,,,15.0,,,,,,,,,,,,-0.0964,124.04,0.0078000000000000005
1931-12-31,,18.2,,0.09720000000000001,13.54,0.0723,,,13.84,8.44,187.33,,,9.31,,,,,,,,,,,0.0365,,,,,,,14.6,,0.08,-0.1603,1.02,-0.0641,8200.93,116.4,,,,,-0.0932,,
1932-03-31,,17.13,,0.08960000000000001,12.96,0.0678,,,14.75,8.26,191.19,,,9.41,,,,,,,,,,,0.0362,,,,,,,14.0,,,,,,,,,,,,-0.1026,,
1932-06-30,,15.73,,0.1384,12.15,0.1069,,,9.35,4.77,113.66,,,5.57,,,,,,,,,,,0.0353,,,,,,,13.6,,,,,,,,,,,,-0.0993,,
1932-09-30,,14.03,,0.0702,11.12,0.0557,,,17.96,8.26,199.75,,,9.76,,,,,,,,,,,0.034300000000000004,,,,,,,13.4,,,,,,,,,,,,-0.1067,124.84,0.006500000000000001
1932-12-31,,12.37,,0.0733,10.14,0.0601,,,16.63,6.82,168.71,,,8.26,,,,,,,,,,,0.0334,,,,,,,13.1,,0.06,-0.2309,0.89,-0.129,7098.9,116.15,,,,,-0.1027,,
1933-03-31,,12.47,,0.07780000000000001,10.74,0.067,,,14.92,6.23,160.23,,,7.87,,,,,,,,,,,0.032799999999999996,,,,,,,12.6,,,,,,,,,,,,-0.1,,
1933-06-30,,11.99,,0.0452,10.84,0.0409,,,24.45,10.39,265.11,,,13.1,,,,,,,,,,,0.0323,,,,,,,12.7,,,,,,,,,,,,-0.0662,,
1933-09-30,,11.17,,0.043,10.62,0.0409,,,24.46,10.58,259.73,,,12.92,,,,,,,,,,,0.0318,,,,,,,13.2,,,,,,,,,,,,-0.0149,125.58,0.0059
1933-12-31,,10.8,,0.0441,10.8,0.0441,,,22.66,9.97,244.76,,,12.28,,,,,,,,,,,0.031400000000000004,,,,,,,13.2,,0.06,-0.0398,0.88,-0.0124,6968.71,110.87,,,,,0.0076,,
1934-03-31,,10.78,,0.0412,11.03,0.0421,,,23.73,10.74,261.68,,,13.25,,,,,,,,,,,0.030699999999999998,,,,,,,13.3,,,,,,,,,,,,0.0556,,
1934-06-30,,10.76,,0.044800000000000006,11.25,0.046799999999999994,,,21.38,9.94,240.38,,,12.29,,,,,,,,,,,0.0298,,,,,,,13.4,,,,,,,,,,,,0.055099999999999996,,
1934-09-30,,10.66,,0.0504,11.38,0.0538,,,18.6,8.88,211.59,,,10.91,,,,,,,,,,,0.028999999999999998,,,,,,,13.6,,,,,,,,,,,,0.030299999999999997,126.37,0.0063
1934-12-31,,10.88,,0.048600000000000004,11.85,0.0529,,,18.9,9.26,223.94,,,11.64,,,,,,,,,,,0.0282,,,,,,,13.4,,0.07,0.16879999999999998,0.97,0.1081,7671.38,112.39,,,,,0.0152,,
1935-03-31,,10.64,,0.0535,17.27,0.0868,,,11.52,8.41,198.93,,,10.4,,,,,,,,,,,0.0277,,,,,,,13.7,,,,,,,,,,,,0.0301,,
1935-06-30,,10.41,,0.0435,19.16,0.08,,,12.49,10.12,239.37,,,12.54,,,,,,,,,,,0.0273,,,,,,,13.7,,,,,,,,,,,,0.022400000000000003,,
1935-09-30,,10.41,,0.0379,17.98,0.0655,,,15.28,11.61,274.62,,,14.42,,,,,,,,,,,0.027000000000000003,,,,,,,13.7,,,,,,,,,,,,0.0074,127.25,0.0069
1935-12-31,,11.04,,0.036000000000000004,17.85,0.0583,,,17.16,13.04,306.21,,,16.16,,,,,,,,,,,0.026600000000000002,,,,,,,13.8,,0.07,0.1114,1.06,0.08900000000000001,8299.08,119.79,,,,,0.029900000000000003,,
1936-03-31,,11.83,,0.0336,18.69,0.053200000000000004,,,18.81,14.86,351.49,,,18.66,,,,,,,,,,,0.0265,,,,,,,13.7,,,,,,,,,,,,0.0,,
1936-06-30,,12.92,,0.0374,20.66,0.0599,,,16.69,14.69,344.95,,,18.39,,,,,,,,,,,0.026600000000000002,,,,,,,13.8,,,,,,,,,,,,0.0073,,
1936-09-30,,14.12,,0.038,21.76,0.058600000000000006,,,17.07,16.05,371.5,,,19.86,,,,,,,,,,,0.026699999999999998,,,,,,,14.0,,,,,,,,,,,,0.0219,128.05,0.0063
1936-12-31,,16.67,,0.042199999999999994,23.61,0.059800000000000006,,,16.73,17.06,394.88,,,21.13,,,,,,,,,,,0.0268,,,,,,,14.0,,0.08,0.1426,1.2,0.1288,9310.64,121.88,,,,,0.014499999999999999,,
1937-03-31,,17.12,,0.0415,25.33,0.061399999999999996,,,16.3,18.09,412.83,,,22.04,,,,,,,,,,,0.026600000000000002,,,,,,,14.2,,,,,,,,,,,,0.0365,,
1937-06-30,,18.9,,0.0537,26.33,0.0748,,,13.37,15.64,351.96,,,18.71,,,,,,,,,,,0.0263,,,,,,,14.4,,,,,,,,,,,,0.0435,,
1937-09-30,,17.09,,0.0536,27.08,0.0849,,,11.78,14.37,318.95,,,16.85,,,,,,,,,,,0.026000000000000002,,,,,,,14.6,,,,,,,,,,,,0.0429,128.82,0.006
1937-12-31,,18.0,,0.0726,25.43,0.1025,,,9.75,11.02,247.99,,,13.01,,,,,,,,,,,0.025699999999999997,,,,,,,14.4,,0.09,0.09630000000000001,1.26,0.0512,9722.13,121.53,,,,,0.0286,,
1938-03-31,,17.93,,0.0757,22.29,0.0941,,,10.63,10.31,236.95,,,12.38,,,,,,,,,,,0.0253,,,,,,,14.1,,,,,,,,,,,,-0.006999999999999999,,
1938-06-30,,17.01,,0.0725,17.7,0.0754,,,13.26,10.21,234.65,,,12.29,,,,,,,,,,,0.0248,,,,,,,14.1,,,,,,,,,,,,-0.0208,,
1938-09-30,,15.17,,0.0562,14.25,0.0528,,,18.95,11.75,270.05,,,14.28,,,,,,,,,,,0.024300000000000002,,,,,,,14.1,,,,,,,,,,,,-0.0342,129.82,0.0078000000000000005
1938-12-31,,11.8,,0.04019999999999999,14.81,0.0504,,,19.83,12.69,293.73,,,15.76,,,,,,,,,,,0.023799999999999998,,,,,,,14.0,,0.09,-0.0608,1.21,-0.0331,9326.18,123.91,,,,,-0.0278,,
1939-03-31,,12.12,,0.042,16.55,0.057300000000000004,,,17.45,12.39,288.85,,,15.73,,,,,,,,,,,0.023399999999999997,,,,,,,13.9,,,,,,,,,,,,-0.014199999999999999,,
1939-06-30,,12.45,,0.0464,17.85,0.0665,,,15.04,11.43,268.4,,,14.83,,,,,,,,,,,0.023,,,,,,,13.8,,,,,,,,,,,,-0.0213,,
1939-09-30,,12.87,,0.043899999999999995,18.62,0.0634,,,15.77,12.77,293.49,,,16.45,,,,,,,,,,,0.0226,,,,,,,14.1,,,,,,,,,,,,0.0,130.88,0.008100000000000001
1939-12-31,,14.35,,0.0501,20.83,0.0728,,,13.74,12.37,286.32,,,16.28,,,,,,,,,,,0.0222,,,,,,,14.0,,0.09,0.0697,1.31,0.0803,9987.75,122.3,,,,,0.0,,
1940-03-31,,14.58,,0.0519,22.92,0.0815,,,12.27,12.15,281.23,,,16.17,,,,,,,,,,,0.0217,,,,,,,14.0,,,,,,,,,,,,0.0072,,
1940-06-30,,14.94,,0.0672,23.9,0.1075,,,9.3,9.67,222.24,,,12.84,,,,,,,,,,,0.021,,,,,,,14.1,,,,,,,,,,,,0.0217,,
1940-09-30,,15.51,,0.063,25.0,0.1016,,,9.84,10.63,246.05,,,14.21,,,,,,,,,,,0.0204,,,,,,,14.0,,,,,,,,,,,,-0.0070999999999999995,132.12,0.0095
