"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
3119,"FIVG","Defiance Next Gen Connectivity ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.50,1.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,-0.04%,-0.28%,-0.33%,-0.39%,-0.44%,-0.28%,-0.28%,-2.12%,2.45%,9.16%,20.21%,21.48%,7.43%,1.07,0.62,1.29%,1.27%,-0.18%,2.93%,14.05%,-5.36%,12.31%,-5.36%,33.95%,-9.37%,106.38%,50.91,,3/5/2019,Yes,Yes,,-0.85%,0.96%,,66.01,4.52,298104,262,,38.47,38.84,38.84,38.51,38.51,0.10%,,,"Global or ExUS Equities - Industry Sector","Equities (Stocks)","Global Equities","Communication Services",,"Passive",0.30%,51,627168580,38.48,0.00,31257800.00,5.25,-6864425.00,-1.08,10991890.00,1.78,-176942405.00,-22.00,25.94,4.07,10.62,,10.45,"U.S. equity technology next-gen 5G network"
3120,"FIVN","Five9 Inc","-","Technology","Software - Infrastructure","USA",4492.20,,23.12,,4.93,8.35,6.15,46.03,7.34,9.96,,,,-1.14,0.39,6.05%,21.90%,-212.63%,20.48%,28.94%,14.74%,12.22%,910.49,-81.76,26.11%,0.47%,73.32,71.63,97.70%,2.31%,-7.17%,99.09%,-0.96%,4.31%,2.41,3.09,-5.97%,-19.28%,-6.20%,5.16,5.16,1.45,1.48,51.39%,-9.83%,-8.98%,-0.26%,-0.26%,-0.26%,-0.26%,-0.34%,-0.20%,0.34%,-0.71%,-0.84%,0.51%,1.06%,-18.85%,-26.02%,-6.09%,-0.95%,-22.15%,0.83,2.62,2.93%,4.27%,-1.36%,-13.27%,-15.08%,-24.59%,8.44%,-33.70%,20.11%,-71.06%,1660.34%,41.97,2/21/2024 4:30:00 PM,4/4/2014,Yes,Yes,2684,2.22%,0.05%,1.58,1279.36,1.16,1477952,12571,86.95,59.90,59.93,61.83,59.22,61.26,2.27%,61.10,-0.26%,,,,,,,,,,,,,,,,,,,,,,,,,
3121,"FIW","First Trust Water ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.65,0.66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01%,-0.03%,-0.05%,-0.06%,-0.23%,-0.30%,-0.33%,-0.51%,-0.58%,-0.57%,-0.62%,1.43%,4.54%,14.86%,21.88%,3.88%,1.03,1.02,0.86%,0.87%,0.36%,3.46%,10.71%,-2.00%,8.66%,-2.00%,27.72%,-2.00%,801.83%,56.50,,5/11/2007,Yes,Yes,,-0.60%,0.20%,,41.95,1.01,42254,552,,98.87,99.07,99.30,98.48,98.48,-0.39%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Equities","Natural Resources",,"Passive",0.53%,37,1582560197,98.91,-0.00,4298000.00,0.27,4514637.25,0.29,-254362.75,-0.02,41460637.25,2.69,24.68,8.74,15.01,11.96,10.72,"U.S. equity water"
3122,"FIX","Comfort Systems USA, Inc.","RUT","Industrials","Engineering & Construction","USA",11044.39,34.36,24.54,3.44,2.12,8.64,53.84,20.27,35.81,5.75,1.00,0.32%,9.43%,9.01,1.96,24.43%,15.99%,24.57%,10.00%,19.42%,21.52%,65.68%,5206.76,323.40,15.56%,2.07%,35.68,35.07,98.29%,1.74%,-10.08%,98.24%,-0.62%,3.67%,3.63,1.29,10.81%,28.40%,21.48%,1.11,1.07,0.18,0.20,18.29%,7.99%,6.21%,0.00%,0.00%,0.00%,0.18%,0.44%,0.22%,-0.07%,0.05%,0.10%,0.73%,4.30%,22.44%,50.71%,64.93%,122.66%,50.50%,1.19,9.40,2.94%,3.43%,6.06%,25.50%,59.04%,-6.04%,59.31%,-6.04%,143.56%,-6.04%,18660.00%,68.81,2/22/2024 4:30:00 PM,6/27/1997,Yes,Yes,15800,-0.27%,0.59%,2.33,354.93,0.85,301580,4904,315.20,308.57,310.39,314.91,307.04,309.54,0.31%,309.54,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
3123,"FIXD","First Trust TCW Opportunistic Fixed Income ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.79,4.11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,-0.01%,-0.01%,-0.00%,0.00%,0.02%,0.01%,0.06%,0.06%,-0.02%,-1.48%,-0.69%,-2.56%,0.84%,-2.58%,-2.75%,0.19,0.21,0.32%,0.42%,-0.56%,-1.09%,0.01%,-3.04%,0.51%,-5.08%,6.17%,-25.38%,6.17%,41.02,,2/15/2017,Yes,Yes,,-0.12%,-0.08%,,788.92,1.43,1125306,1581,,43.47,43.43,43.46,43.34,43.38,-0.20%,43.38,0.00%,"Bonds - Broad Market","Bonds","US Bonds",,"US","Active",0.65%,922,5167320086,43.35,0.00,134937899.50,2.68,473734372.50,10.09,449268372.50,9.52,1658284539.90,47.26,0.96,-3.57,0.34,,0.99,"U.S. fixed-income tactical debt-securities high-yield"
3124,"FIXT","Procure Disaster Recovery Strategy ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.10,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.12%,-0.09%,1.57%,5.85%,13.76%,16.87%,29.64%,9.75%,1.17,0.30,0.28%,0.25%,2.47%,7.76%,16.67%,-0.73%,15.71%,-0.73%,37.38%,-0.73%,69.04%,64.87,,6/1/2022,No,No,,-0.15%,0.28%,,0.52,0.08,43,6,,33.70,33.79,33.79,33.79,33.74,0.13%,33.70,-0.12%,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Equities","Corporate Governance",,"Passive",0.75%,43,2529202,33.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1287095.00,103.62,35.99,,,,19.30,"U.S. equity Disaster-recovery"
3125,"FIXX","Homology Medicines Inc","-","Healthcare","Biotechnology","USA",52.32,,,,45.10,0.72,0.63,,1.26,1.42,,,,-1.95,-0.30,-2100.00%,65.15%,-0.07%,-9.40%,199.24%,-100.00%,53.44%,1.16,-112.96,-35.71%,0.00%,58.02,42.03,72.44%,27.70%,-0.14%,22.95%,-4.48%,0.81%,0.91,0.34,-42.26%,-90.02%,-154.76%,7.25,7.25,0.00,0.02,-11.33%,-7967.30%,-9771.71%,0.00%,0.00%,-0.02%,-0.02%,-0.02%,-0.02%,-0.03%,-0.02%,-0.02%,-0.02%,-1.09%,25.00%,66.51%,-23.08%,-8.16%,48.03%,-0.11,0.04,3.58%,5.85%,1.23%,20.70%,-1.49%,-5.82%,57.84%,-39.19%,96.51%,-97.17%,96.51%,62.18,11/14/2023 4:30:00 PM,3/28/2018,Yes,Yes,7,0.00%,-1.71%,3.00,372.69,0.88,329764,664,1.50,0.92,0.90,0.91,0.88,0.90,-1.71%,0.90,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
3126,"FIZZ","National Beverage Corp.","RUT","Consumer Defensive","Beverages - Non-Alcoholic","USA",4470.28,26.42,24.07,1.03,3.78,8.68,16.14,28.34,5.51,2.96,,,0.00%,1.81,0.47,24.47%,4.94%,-0.98%,25.56%,3.79%,0.59%,15.17%,1181.08,169.31,2.66%,-1.38%,93.35,21.50,23.03%,77.02%,-0.02%,24.12%,-1.79%,8.86%,11.83,1.90,27.17%,39.85%,30.52%,3.68,3.01,0.09,0.11,36.68%,19.12%,14.34%,0.00%,0.00%,0.00%,0.13%,-0.18%,-0.43%,-0.74%,-0.60%,-0.18%,0.10%,-1.63%,-4.59%,-6.24%,2.47%,-8.13%,-3.88%,0.86,1.24,2.61%,2.34%,-4.78%,-2.53%,-2.67%,-10.78%,4.20%,-13.30%,9.25%,-48.33%,29783.03%,40.91,3/7/2024 4:30:00 PM,9/13/1991,Yes,Yes,1593,1.94%,-0.42%,4.00,161.01,0.71,114426,2035,47.00,47.08,46.88,48.20,46.85,47.79,1.51%,47.79,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
3127,"FJAN","FT Vest U.S. Equity Buffer ETF - January","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05%,0.05%,0.05%,0.05%,0.05%,-0.07%,-0.17%,-0.10%,-0.19%,-0.14%,0.22%,1.24%,5.34%,10.92%,22.28%,4.34%,0.58,0.22,0.44%,0.42%,0.50%,1.94%,8.67%,-0.43%,5.14%,-0.43%,24.32%,-0.43%,40.41%,60.07,,1/19/2021,No,Yes,,-0.22%,0.56%,,146.85,0.16,23813,93,,41.42,41.65,41.69,41.54,41.56,0.34%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.85%,5,732122082,41.48,0.00,20650750.00,2.90,295736168.98,67.77,289799918.98,65.52,392820918.98,115.77,23.16,10.02,,,10.44,"U.S. options SP500 buffer upside-cap fixed-period"
3128,"FJP","First Trust Japan AlphaDEX Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.76,3.21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,-0.66%,-0.66%,-0.26%,-0.40%,-0.46%,-0.02%,-0.29%,0.16%,0.16%,2.93%,4.60%,9.10%,4.96%,26.36%,8.73%,0.64,0.75,0.97%,1.01%,2.55%,4.49%,9.39%,-0.56%,8.52%,-0.56%,28.19%,-13.55%,61.10%,61.83,,4/26/2011,Yes,No,,0.74%,0.65%,,15.64,0.43,6747,94,,54.04,54.39,54.80,54.31,54.79,1.39%,54.43,-0.66%,"Global or ExUS Equities - Country Specific","Equities (Stocks)","Global Ex. US Equities",,"Japan","Passive",0.80%,102,201412607,53.71,0.02,2586500.00,1.30,5088000.00,2.59,2586500.00,1.30,79563550.00,65.30,30.16,3.37,4.37,3.92,4.02,"Japan equity"
3129,"FJUL","FT Vest U.S. Equity Buffer ETF - July","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.05%,0.02%,-0.03%,0.05%,-0.11%,-0.09%,0.02%,0.57%,1.83%,6.62%,11.77%,24.92%,5.65%,0.62,0.23,0.38%,0.42%,0.82%,2.70%,9.58%,-0.25%,7.14%,-0.25%,26.93%,-0.25%,45.80%,63.39,,7/20/2020,No,Yes,,-0.02%,0.39%,,129.44,0.11,14625,84,,43.81,43.98,44.07,43.94,43.97,0.37%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.85%,5,678745087,43.79,0.00,918175.25,0.14,13631068.03,2.05,15807068.03,2.38,361915013.82,114.23,26.30,9.04,,,10.42,"U.S. options SP500 buffer upside-cap fixed-period"
3130,"FJUN","FT Vest U.S. Equity Buffer ETF - June","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.19%,-0.15%,-0.10%,-0.18%,0.43%,1.57%,6.41%,11.71%,25.22%,5.25%,0.58,0.23,0.36%,0.36%,0.68%,2.50%,9.29%,-0.36%,6.93%,-0.36%,27.59%,-0.36%,56.33%,63.09,,6/22/2020,No,Yes,,-0.17%,0.52%,,162.98,0.05,7967,29,,46.31,46.55,46.59,46.35,46.47,0.35%,,,"US Equities - Quant Strat","Equities (Stocks)","US Equities",,"US","Passive",0.85%,5,584262092,46.37,0.00,-90317675.17,-13.39,-106899495.28,-15.47,-109137745.28,-15.74,206059054.72,54.48,26.70,9.97,,,,"U.S. options SP500 buffer upside-cap fixed-period"
3131,"FKU","First Trust United Kingdom AlphaDEX Fund","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.40,3.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.41%,-0.79%,3.63%,-1.00%,7.46%,12.70%,-0.05%,1.24,0.32,0.55%,0.51%,1.17%,2.45%,6.90%,-1.37%,7.32%,-1.43%,22.07%,-20.90%,93.25%,58.32,,2/27/2012,No,Yes,,-0.03%,-0.28%,,24.23,0.01,214,10,,36.75,36.65,36.56,36.56,36.64,-0.31%,36.49,-0.41%,"Global or ExUS Equities - Country Specific","Equities (Stocks)","Global Ex. US Equities",,"UK","Passive",0.80%,79,62322073,36.66,-0.00,0.00,0.00,40373993.35,183.95,40373993.35,183.95,35459493.35,132.00,19.70,-0.01,3.58,1.58,4.98,"U.K. equity"
3132,"FKWL","Franklin Wireless Corp","-","Technology","Communication Equipment","USA",34.04,,,,0.72,0.89,1.04,,3.23,2.78,,,,-0.20,,,,-4.05%,,55.38%,-1.51%,-100.93%,47.36,-2.38,,,11.78,8.12,68.93%,31.11%,0.00%,9.57%,-7.91%,0.14%,0.57,0.01,-4.44%,-6.09%,-6.25%,3.69,3.59,0.00,0.00,14.33%,-5.30%,-5.03%,0.00%,-1.70%,-1.03%,-3.22%,-3.66%,-2.36%,0.35%,-1.03%,0.35%,-2.20%,0.70%,-2.25%,-4.62%,-9.12%,-41.32%,-14.75%,0.07,0.08,2.25%,2.27%,0.73%,-3.30%,-8.33%,-12.74%,5.09%,-42.20%,5.09%,-89.73%,2328.57%,48.92,,10/17/2003,Yes,Yes,69,0.70%,-0.69%,1.00,20.54,0.64,13060,98,16.00,2.89,2.87,2.95,2.87,2.89,0.00%,2.89,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
3133,"FL","Foot Locker Inc","RUT","Consumer Cyclical","Apparel Retail","USA",2158.15,,10.32,,0.26,0.67,7.27,,34.04,3.15,1.20,5.24%,44.68%,-3.50,0.13,9.18%,43.22%,,,1.25%,2.01%,-2158.34%,8168.00,-330.00,19.38%,4.54%,91.91,81.44,88.61%,13.51%,0.00%,94.56%,-4.08%,15.14%,3.35,12.33,-4.47%,-10.67%,-6.18%,1.72,0.55,0.85,1.02,25.39%,2.72%,-4.04%,0.13%,0.13%,0.13%,0.00%,0.26%,0.35%,0.17%,-0.04%,-0.54%,-0.09%,-5.09%,-26.56%,-26.96%,25.18%,-46.32%,-26.42%,1.45,1.52,3.41%,5.38%,-23.08%,-21.79%,-8.94%,-35.62%,2.87%,-51.23%,54.45%,-71.14%,619.06%,29.32,3/6/2024 8:30:00 AM,6/26/1912,Yes,Yes,46880,1.87%,0.09%,3.32,3678.87,0.82,3003551,12495,24.60,22.48,22.50,23.13,22.23,22.92,1.96%,22.92,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
3134,"FLAI","Flewber Global Inc","-","Industrials","Airlines","USA",,,,,,,,,-0.22,0.02,,,,-0.20,,,,,,,-17.57%,-34.95%,2.78,-2.33,,,11.66,,,,,,,,,,-77.46%,,-1243.26%,0.05,0.05,,,13.39%,,-84.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,No,No,12,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3135,"FLAU","Franklin FTSE Australia ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.03,3.65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.03%,-1.25%,1.60%,0.58%,8.04%,9.12%,-0.83%,1.09,0.29,0.59%,0.49%,0.06%,1.55%,6.11%,-3.55%,6.13%,-3.55%,17.59%,-12.53%,93.62%,51.52,,11/6/2017,No,Yes,,0.14%,0.13%,,4.69,1.58,7405,36,,28.13,28.17,28.28,28.15,28.21,0.27%,,,"Global or ExUS Equities - Country Specific","Equities (Stocks)","Global Ex. US Equities",,"Australia","Passive",0.09%,112,26837500,28.25,-0.00,-1424000.00,-5.04,-4225000.00,-13.60,-1424000.00,-5.04,-4128500.00,-13.33,14.26,3.18,7.30,,6.00,"Australia equity mid-large-cap"
3136,"FLAX","Franklin FTSE Asia ex Japan ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.47,2.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.07%,-0.09%,-0.32%,2.98%,2.41%,3.48%,5.47%,1.66%,0.66,0.24,0.31%,0.97%,1.02%,3.69%,3.75%,-1.47%,15.31%,-2.72%,15.31%,-31.60%,32.47%,58.45,,2/8/2018,Yes,No,,-0.05%,0.26%,,4.47,1.02,4577,25,,21.64,21.70,21.75,21.69,21.69,0.21%,,,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Ex. US Equities",,"Asia ex-Japan","Passive",0.19%,1596,34800000,21.75,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,4296000.00,14.08,9.32,-7.33,2.38,,1.27,"Asia-ex-Japan equity mid-large-cap"
3137,"FLBL","Franklin Senior Loan ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,2.09,8.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.02%,-0.01%,0.00%,0.02%,0.02%,0.00%,0.00%,0.35%,1.14%,1.05%,1.47%,4.37%,0.72%,0.24,0.05,0.10%,0.17%,0.66%,0.78%,1.67%,0.06%,1.64%,0.06%,5.41%,-5.28%,22.57%,70.67,,6/1/2018,No,Yes,,0.02%,0.10%,,186.57,0.93,173846,276,,24.43,24.46,24.47,24.46,24.47,0.12%,,,"Bonds - Corporate","Bonds","Global Bonds",,,"Active",0.45%,235,311936000,24.37,0.00,7308500.00,2.40,16977500.00,5.76,2470000.00,0.80,90269583.00,40.72,13.89,5.33,4.66,,4.42,"U.S. fixed-income senior-loans"
3138,"FLBR","Franklin FTSE Brazil ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.85,9.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,-0.05%,-0.05%,-0.05%,-0.05%,0.05%,0.00%,0.21%,-0.30%,-2.28%,-8.10%,0.03%,17.25%,-7.87%,1.18,0.28,1.10%,0.92%,-2.79%,-3.17%,-0.56%,-7.21%,0.26%,-8.92%,25.73%,-35.33%,54.52%,40.23,,11/6/2017,Yes,Yes,,-1.03%,0.72%,,59.98,0.70,42239,134,,19.36,19.50,19.52,19.18,19.30,-0.31%,,,"Global or ExUS Equities - Country Specific","Equities (Stocks)","Global Ex. US Equities",,"Brazil","Passive",0.19%,87,156816000,19.36,-0.00,7780000.00,5.22,2525000.00,1.64,-11950000.00,-7.08,-198616000.00,-55.88,31.08,8.12,0.51,,2.43,"Brazil equity mid-large-cap"
3139,"FLC","Flaherty & Crumrine Total Return Fund Inc.","-","Financial","Closed-End Fund - Debt","USA",159.47,,,,7.92,0.93,,,16.32,,1.04,6.85%,,-1.87,,,,,,,1.90%,,20.14,,,,10.46,10.46,100.00%,,,14.75%,,0.06%,0.17,0.01,,,,,,,,,,,0.00%,0.00%,0.07%,0.07%,0.07%,0.07%,0.07%,0.05%,0.13%,-0.11%,0.53%,1.94%,4.24%,10.35%,1.94%,4.81%,0.84,0.11,0.45%,0.73%,1.10%,1.74%,6.69%,-0.20%,4.81%,-0.20%,20.79%,-42.33%,287.25%,63.05,,8/27/2003,No,Yes,,-0.33%,0.46%,,39.50,0.28,11199,52,,15.23,15.30,15.30,15.23,15.25,0.13%,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140,"FLCA","Franklin FTSE Canada ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.83,2.42%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.08%,-0.08%,-0.08%,-0.08%,-0.08%,-0.08%,-0.12%,-0.12%,-0.06%,-0.04%,-0.03%,2.83%,3.89%,7.52%,15.74%,2.86%,0.98,0.33,0.71%,0.70%,1.41%,3.09%,8.31%,-1.38%,7.69%,-1.38%,20.73%,-6.97%,113.59%,59.98,,11/6/2017,No,Yes,,-0.73%,0.66%,,52.85,0.26,13622,122,,34.22,34.44,34.44,34.14,34.19,-0.07%,,,"Global or ExUS Equities - Country Specific","Equities (Stocks)","Global Ex. US Equities",,"Canada","Passive",0.09%,55,412833000,34.26,-0.00,-3335000.00,-0.80,17971000.00,4.55,14661000.00,3.68,91649269.90,28.53,20.06,6.02,9.75,,7.47,"Canada equity mid-large-cap"
3141,"FLCB","Franklin U.S. Core Bond ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.76,3.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02%,0.05%,0.01%,0.05%,0.05%,0.04%,0.05%,0.05%,0.07%,0.05%,-1.12%,-0.26%,-2.04%,1.49%,-1.83%,-2.17%,0.19,0.08,0.30%,0.33%,-0.39%,-0.79%,0.46%,-2.42%,0.38%,-3.75%,5.91%,-20.26%,5.91%,41.07,,9/19/2019,No,No,,-0.05%,0.05%,,222.24,0.58,129983,383,,21.15,21.16,21.21,21.12,21.15,0.00%,,,"Bonds - Broad Market","Bonds","US Bonds",,"US","Active",0.15%,337,1791615000,21.14,0.00,56279000.00,3.24,21865000.00,1.24,27261500.00,1.55,305852065.00,20.59,1.35,-3.21,,,-1.02,"U.S. fixed-income debt-securities bonds treasuries corporate-bonds"
3142,"FLCH","Franklin FTSE China ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.56,3.48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.13%,-0.12%,-0.03%,-0.13%,-0.19%,-0.25%,1.21%,5.69%,-1.60%,-8.22%,-14.19%,-0.50%,0.44,0.25,0.80%,0.85%,2.16%,4.93%,-4.78%,-1.90%,13.02%,-19.59%,13.02%,-58.36%,13.02%,58.37,,11/6/2017,Yes,Yes,,-0.37%,0.82%,,62.07,0.71,43859,100,,15.90,16.03,16.03,15.96,15.97,0.44%,,,"Global or ExUS Equities - Country Specific","Equities (Stocks)","Global Ex. US Equities",,"China","Passive",0.19%,960,114264000,15.87,0.01,6148000.00,5.69,15294000.00,15.45,15294000.00,15.45,22670000.00,24.75,-10.89,-19.80,-5.81,,-5.32,"China equity mid-large-cap"
3143,"FLCO","Franklin Investment Grade Corporate ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.93,4.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02%,-0.02%,-0.02%,-0.02%,-0.02%,-0.02%,-0.04%,-0.02%,-0.07%,-0.16%,-1.10%,-0.54%,-2.51%,2.38%,-0.12%,-2.44%,0.36,0.08,0.23%,0.29%,-0.50%,-0.99%,1.00%,-2.56%,0.53%,-2.96%,7.35%,-23.46%,7.35%,40.28,,10/5/2016,No,Yes,,-0.07%,-0.09%,,298.79,0.11,31421,110,,21.16,21.14,21.17,21.12,21.13,-0.16%,,,"Bonds - Corporate","Bonds","Global Bonds",,,"Active",0.35%,169,360607500,21.15,-0.00,-276243000.00,-43.38,-272036000.00,-43.00,-268793000.00,-42.71,-269283245.20,-42.75,4.42,-2.62,1.29,,1.26,"U.S. fixed-income corporate-bonds bonds investment-grade"
3144,"FLDB","Fidelity Low Duration Bond ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11%,0.11%,0.05%,0.05%,0.05%,0.05%,0.05%,-0.11%,-0.11%,-0.11%,0.16%,,,,,0.41%,,0.02,0.00%,,0.24%,0.24%,0.24%,0.10%,0.50%,0.10%,0.50%,0.10%,0.50%,,,2/26/2024,No,No,,0.00%,0.10%,,0.05,0.52,26,6,,50.18,50.23,50.23,50.23,50.23,0.10%,,,"Bonds - Broad Market","Bonds","US Bonds",,"US","Active",0.20%,152,5013543,50.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,6.47,
3145,"FLDR","Fidelity Low Duration Bond Factor ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,2.71,5.41%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06%,0.08%,0.10%,0.08%,0.08%,0.08%,0.08%,0.10%,0.12%,0.10%,0.02%,0.15%,0.14%,0.64%,0.69%,0.33%,0.07,0.07,0.10%,0.10%,0.11%,0.15%,0.50%,-0.08%,0.70%,-0.38%,1.54%,-5.94%,15.99%,57.21,,6/14/2018,No,Yes,,0.08%,0.02%,,66.94,2.79,186617,680,,50.01,50.02,50.10,50.00,50.06,0.10%,,,"Bonds - Broad Market","Bonds","US Bonds",,"US","Passive",0.15%,277,407035617,49.94,0.00,47437016.88,13.19,99867964.50,32.51,76138246.25,23.01,197949811.72,94.67,6.04,2.43,2.36,,2.47,"U.S. fixed-income bonds treasuries investment-grade"
3146,"FLDZ","RiverNorth Patriot ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.33,1.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.25%,5.70%,7.81%,14.27%,,5.00%,0.60,0.17,0.00%,0.01%,3.21%,7.15%,9.54%,-0.66%,18.40%,-0.66%,21.40%,-4.81%,24.74%,67.04,,1/3/2022,No,Yes,,0.20%,0.08%,,0.05,0.02,1,1,,25.13,25.15,25.20,25.20,25.20,0.28%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities",,"US","Active",0.75%,295,3522960,25.16,0.00,0.00,0.00,-570.00,-0.02,0.00,0.00,-217949.00,-5.83,22.46,,,,1.68,"U.S. equity mid-large-cap"
