"No.","Ticker","Company","Index","Sector","Industry","Country","Exchange","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
4362,"IDE","Voya Infrastructure, Industrials and Materials Fund","-","Financial","Closed-End Fund - Equity","USA","NYSE",162.32,7.34,,,,,,,,,1.13,10.54%,69.78%,1.46,,,,,,,,,,,,,15.16,15.16,100.00%,,,31.93%,,0.21%,0.36,0.03,,,,,,,,,,,0.05%,0.09%,0.14%,0.14%,0.19%,0.19%,0.09%,0.05%,0.03%,0.09%,1.42%,4.39%,-4.46%,2.98%,8.62%,5.52%,0.91,0.12,0.86%,1.11%,1.57%,2.49%,0.60%,-2.37%,7.96%,-8.98%,8.82%,-48.05%,71.99%,63.35,,1/27/2010,No,Yes,,0.00%,0.61%,,88.68,0.43,38418,141,,10.65,10.71,10.72,10.60,10.71,0.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,
4363,"IDEC","Innovator International Developed Power Buffer ETF December","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.86%,4.76%,2.28%,3.97%,,5.28%,0.36,0.15,0.11%,0.21%,1.90%,3.30%,3.45%,-0.05%,6.06%,-2.13%,8.20%,-2.13%,11.65%,69.63,,12/1/2023,No,Yes,,0.00%,-0.05%,,9.54,0.00,8,1,,27.93,27.92,27.92,27.92,27.92,-0.05%,,,"Global or ExUS Equities - Quant Strat","Equities (Stocks)","Global Ex. US Equities",,"EAFE","Passive",0.85%,5,20125202,27.76,0.01,685715.00,3.53,8757000.00,77.03,685715.00,3.53,4635185.00,29.92,9.05,,,,8.95,"EAFE options buffer upside-cap fixed-period"
4364,"IDEV","iShares Core MSCI International Developed Markets ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,2.13,3.07%,,,,,,,,,,,,,,,,,,,,,,,0.65,0.86,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.90%,-0.95%,-0.97%,-0.96%,-1.08%,-1.01%,2.51%,7.10%,4.39%,4.22%,11.16%,7.66%,0.90,0.68,0.76%,0.77%,2.72%,4.45%,3.05%,0.00%,9.62%,-2.98%,11.25%,-2.98%,84.15%,69.02,,3/23/2017,Yes,Yes,,-0.47%,0.48%,,1317.01,0.34,447550,2985,,69.41,69.74,69.79,69.38,69.41,0.00%,68.77,-0.92%,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Ex. US Equities",,,"Passive",0.04%,2252,17396000591,69.28,0.00,629560183.50,3.75,2382578257.05,15.87,1658172919.50,10.54,4044246226.80,30.29,13.05,3.83,6.15,,6.78,"Developed-ex-U.S. equity"
4365,"IDGT","iShares U.S. Digital Infrastructure and Real Estate ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,1.32,1.62%,,,,,,,,,,,,,,,,,,,,,,,0.96,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-5.13%,-5.36%,-1.17%,0.86%,4.48%,12.47%,18.34%,1.57%,1.06,1.35,0.86%,1.29%,-0.56%,-0.58%,7.20%,-5.46%,4.63%,-5.46%,24.86%,-5.46%,839.35%,49.17,,7/13/2001,Yes,Yes,,0.12%,0.21%,,13.38,0.71,9518,161,,81.55,81.72,82.03,81.13,81.82,0.33%,77.62,-5.13%,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Sector Rotation / Combinations","North America","Passive",0.41%,34,134956108,81.79,0.00,8220479.55,6.49,45394137.75,50.68,12289766.40,10.02,80780139.93,149.11,20.00,4.12,8.89,9.14,3.58,"U.S. equity REITs real-estate infrastructure"
4366,"IDHQ","Invesco S&P International Developed Quality ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.68,2.21%,,,,,,,,,,,,,,,,,,,,,,,0.23,0.02,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.03%,0.03%,-0.06%,-0.10%,-0.32%,-0.23%,2.79%,8.23%,5.93%,0.91%,7.14%,9.15%,0.93,0.33,0.89%,0.83%,3.00%,5.04%,1.84%,-0.52%,10.12%,-6.28%,10.12%,-6.28%,307.25%,67.72,,6/13/2007,Yes,Yes,,-0.55%,0.03%,,74.15,0.67,49448,260,,31.07,31.08,31.12,30.90,30.91,-0.52%,30.91,0.00%,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Ex. US Equities",,,"Passive",0.29%,204,364958188,30.93,-0.00,-13295628.00,-3.52,-28975586.00,-7.36,-21931026.00,-5.67,99517738.50,37.49,9.02,3.34,5.75,7.19,3.38,"Developed-ex-U.S. equity quality"
4367,"IDLV","Invesco S&P International Developed Low Volatility ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.95,3.21%,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.05%,0.19%,0.12%,-0.07%,-0.03%,-0.05%,1.97%,6.09%,3.18%,2.60%,8.57%,6.07%,0.66,0.25,0.77%,0.70%,2.39%,3.67%,2.73%,-0.35%,8.39%,-4.27%,10.25%,-16.51%,54.77%,68.81,,1/17/2012,Yes,Yes,,-0.22%,-0.14%,,29.97,0.50,15003,78,,29.62,29.58,29.62,29.48,29.51,-0.35%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Ex. US Equities",,,"Passive",0.25%,214,242071790,29.52,-0.00,-7175708.50,-2.88,-17123219.00,-6.61,-9930702.50,-3.94,-312842115.00,-56.38,11.53,1.17,0.13,3.07,4.78,"Developed-ex-U.S. equity volatility"
4368,"IDMO","Invesco S&P International Developed Momentum ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.91,2.07%,,,,,,,,,,,,,,,,,,,,,,,0.47,0.06,,,,,,,,,,,0.10%,0.10%,0.10%,0.07%,-0.06%,0.11%,0.02%,-0.07%,-0.16%,-0.15%,1.76%,6.97%,6.71%,8.02%,16.64%,8.37%,0.84,0.48,0.85%,0.90%,2.56%,4.55%,5.83%,-0.05%,10.27%,-0.05%,20.20%,-0.05%,132.65%,67.34,,2/24/2012,No,Yes,,-0.59%,0.54%,,118.46,1.10,130303,534,,44.06,44.30,44.30,43.96,44.04,-0.05%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Ex. US Equities",,,"Passive",0.25%,192,405702502,43.86,0.00,77410641.00,23.58,123001635.00,43.51,85539266.00,26.72,243151099.00,149.58,18.96,9.79,11.65,7.76,6.97,"Developed-ex-U.S. equity momentum"
4369,"IDN","Intellicheck Inc","-","Technology","Software - Application","USA","NASD",50.59,,,,2.63,2.99,8.80,,0.86,0.29,,,,-0.03,-0.01,32.50%,59.26%,16.60%,,27.15%,-1.07%,-28.44%,19.24,-0.65,-220.00%,-1.54%,19.55,18.42,94.22%,6.81%,-1.48%,49.29%,-0.44%,0.38%,0.93,0.07,-3.01%,-3.84%,-3.88%,2.44,2.44,0.00,0.00,91.51%,-5.33%,-3.37%,0.00%,-1.16%,-0.39%,-1.54%,0.80%,-0.93%,-1.54%,-1.54%,1.19%,-2.29%,-5.54%,-5.54%,-5.54%,17.43%,39.89%,-8.57%,1.91,0.16,5.42%,6.10%,-6.22%,-7.77%,-6.48%,-20.85%,9.87%,-42.60%,53.29%,-98.35%,241.33%,41.80,11/13/2024 4:30:00 PM,11/19/1999,Yes,Yes,51,-3.76%,2.50%,2.50,74.38,0.38,28393,198,3.25,2.60,2.66,2.66,2.51,2.56,-1.35%,2.56,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
4370,"IDNA","iShares Genomics Immunology and Healthcare ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.22,0.97%,,,,,,,,,,,,,,,,,,,,,,,0.04,0.00,,,,,,,,,,,0.04%,0.04%,0.04%,0.04%,0.44%,0.22%,0.35%,0.22%,0.13%,-0.15%,1.82%,4.52%,-7.28%,-4.23%,2.19%,1.24%,1.03,0.47,1.87%,1.90%,1.32%,0.06%,-4.00%,-7.39%,6.46%,-11.20%,6.46%,-58.76%,32.20%,53.27,,6/13/2019,Yes,Yes,,0.39%,0.35%,,33.03,1.86,61518,248,,22.74,22.82,23.14,22.70,22.91,0.75%,,,"Global or ExUS Equities - Industry Sector","Equities (Stocks)","Global Equities","Healthcare",,"Passive",0.47%,64,123626638,22.89,0.00,-2291896.00,-1.82,-6975103.70,-5.34,-2291896.00,-1.82,-9420036.05,-7.08,2.66,-13.86,-4.61,,-0.81,"Global equity healthcare genomics pharmaceutical innovation"
4371,"IDOG","ALPS International Sector Dividend Dogs ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,1.42,4.53%,,,,,,,,,,,,,,,,,,,,,,,0.11,0.00,,,,,,,,,,,-0.00%,-0.00%,-0.00%,-0.00%,-0.11%,-0.11%,-0.22%,-0.23%,-0.17%,-0.23%,3.38%,6.99%,7.46%,3.37%,9.70%,8.07%,0.83,0.33,0.75%,0.79%,3.51%,5.70%,2.89%,0.44%,10.99%,-3.01%,10.99%,-3.55%,86.07%,70.42,,6/28/2013,No,Yes,,-0.38%,0.97%,,39.21,0.29,11245,75,,31.03,31.33,31.39,31.21,31.21,0.58%,,,"Global or ExUS Equities - Dividend & Fundamental","Equities (Stocks)","Global Ex. US Equities",,,"Passive",0.50%,51,289029481,31.25,-0.00,-6781207.50,-2.29,-20626125.00,-6.66,-12629947.50,-4.19,11935145.00,4.31,14.13,6.45,7.70,5.87,6.12,"International equity dividend"
4372,"IDR","Idaho Strategic Resources Inc","-","Basic Materials","Gold","USA","AMEX",175.68,24.91,16.70,,8.00,5.24,15.16,42.13,2.46,0.85,,,0.00%,0.52,0.16,622.22%,18.46%,-0.08%,,23.82%,86.39%,340.82%,21.96,6.68,-28.57%,-16.85%,13.46,11.94,88.71%,12.62%,-13.28%,17.50%,49.63%,5.91%,3.95,0.71,20.97%,26.93%,19.00%,5.52,5.15,0.06,0.09,33.84%,27.15%,30.43%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.08%,-0.16%,-1.72%,-2.70%,-3.58%,-4.88%,19.18%,14.82%,28.60%,95.44%,26.20%,0.87,0.74,5.74%,5.81%,-0.32%,9.29%,7.72%,-11.25%,33.01%,-29.92%,98.76%,-29.92%,9085.71%,51.95,11/5/2024 4:30:00 PM,12/9/1994,Yes,Yes,42,-7.95%,-0.92%,1.00,178.66,1.47,262147,1559,16.50,14.10,13.97,14.02,12.82,12.86,-8.79%,12.81,-0.39%,,,,,,,,,,,,,,,,,,,,,,,,,
4373,"IDRV","iShares Self-Driving EV and Tech ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.78,2.52%,,,,,,,,,,,,,,,,,,,,,,,0.43,0.02,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.10%,-0.02%,-0.00%,0.19%,0.27%,0.32%,4.78%,4.74%,4.15%,15.46%,3.01%,6.57%,1.36,0.62,1.46%,1.41%,3.93%,4.08%,4.41%,-1.39%,8.99%,-4.79%,21.40%,-45.58%,81.01%,61.36,,4/18/2019,Yes,Yes,,0.48%,1.08%,,50.08,0.65,32380,248,,30.67,31.00,31.25,30.97,31.15,1.57%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Equities","Future Mobility Production & Tech",,"Passive",0.47%,69,162542447,31.26,-0.00,-11898631.20,-6.82,-29678842.30,-15.44,-17731470.00,-9.84,-118953431.30,-42.26,4.40,-13.75,3.32,,4.80,"Global equity technology electric-vehicles autonomous-vehicles"
4374,"IDT","IDT Corp","RUT","Communication Services","Telecom Services","USA","NYSE",1227.09,16.66,,,1.01,4.71,4.45,28.09,10.32,10.91,0.20,0.41%,3.94%,2.92,,,,243.59%,,-2.91%,2.78%,124.46%,1214.14,74.04,,,23.67,20.47,86.48%,18.92%,-1.29%,46.25%,2.88%,0.71%,1.81,0.15,14.05%,32.15%,28.25%,1.58,1.58,0.01,0.01,32.67%,6.25%,6.10%,0.00%,0.00%,-0.10%,-0.36%,-0.22%,-0.05%,-0.01%,-0.34%,-0.32%,-0.25%,1.00%,1.17%,-4.72%,36.21%,39.29%,2.27%,0.84,0.93,1.64%,1.73%,1.75%,0.61%,14.79%,-17.30%,8.57%,-17.30%,43.62%,-27.79%,23298.64%,56.79,12/4/2024 4:30:00 PM,6/1/2001,Yes,Yes,1833,-0.43%,-0.08%,3.00,80.83,0.86,69125,1917,15.22,48.85,48.81,49.00,48.44,48.60,-0.51%,48.60,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
4375,"IDU","iShares U.S. Utilities ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,2.20,2.17%,,,,,,,,,,,,,,,,,,,,,,,0.30,0.05,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-2.17%,-2.18%,-2.23%,-2.37%,-2.35%,-2.73%,1.34%,3.62%,1.04%,7.10%,31.74%,5.26%,0.62,1.43,1.15%,1.38%,1.14%,2.49%,5.19%,-4.05%,7.31%,-4.61%,31.81%,-4.61%,425.12%,58.04,,6/20/2000,Yes,Yes,,-0.32%,0.08%,,152.84,0.29,44519,387,,101.52,101.60,102.21,101.21,101.27,-0.25%,99.09,-2.15%,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Utilities","US","Passive",0.39%,48,1331141532,101.23,0.00,123726247.05,10.25,-86965111.65,-6.13,-27069441.10,-1.99,251327498.10,23.28,33.94,8.77,5.89,8.79,7.73,"U.S. equity utilities Russell-1000"
4376,"IDUB","Aptus International Enhanced Yield ETF","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,1.13,5.37%,,,,,,,,,,,,,,,,,,,,,,,0.54,0.03,,,,,,,,,,,-0.09%,-0.09%,-0.09%,-0.09%,-0.05%,-0.05%,0.02%,-0.05%,-0.09%,-0.09%,1.74%,5.03%,1.15%,1.64%,6.68%,4.93%,0.63,0.21,0.79%,0.82%,2.03%,2.31%,0.59%,-1.86%,7.33%,-4.96%,7.88%,-21.95%,19.77%,63.47,,7/23/2021,Yes,Yes,,-0.14%,0.00%,,55.46,0.45,24816,70,,21.11,21.11,21.11,21.06,21.08,-0.14%,,,"Global or ExUS Equities - Quant Strat","Equities (Stocks)","Global Ex. US Equity Income",,,"Active",0.44%,6,260441775,21.05,0.00,24072977.50,10.18,42574967.50,19.54,30059515.00,13.05,109081010.00,72.07,10.17,-1.36,,,-1.69,"International equity large-cap"
4377,"IDV","iShares International Select Dividend ETF","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,1.77,6.06%,,,,,,,,,,,,,,,,,,,,,,,0.07,0.04,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.05%,-0.02%,-0.01%,-0.06%,-0.21%,-0.22%,1.46%,5.49%,4.89%,1.81%,8.31%,6.61%,0.94,0.29,0.81%,0.82%,2.33%,3.96%,1.56%,-0.06%,8.57%,-4.73%,8.72%,-46.63%,101.80%,68.05,,6/15/2007,Yes,Yes,,-0.21%,0.21%,,602.10,0.58,350832,1683,,29.19,29.25,29.36,29.18,29.19,0.00%,29.19,0.00%,"Global or ExUS Equities - Dividend & Fundamental","Equities (Stocks)","Global Ex. US Equities",,,"Passive",0.49%,128,4054187006,29.24,-0.00,-40751567.30,-1.00,-164353001.95,-3.90,-102946923.65,-2.48,-362749807.05,-8.21,13.60,1.85,3.39,4.03,2.41,"Developed-ex-U.S. equity dividend"
4378,"IDVO","Amplify CWP International Enhanced Dividend Income ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,1.84,5.67%,,,,,,,,,,,,,,,,,,,,,,,0.28,0.01,,,,,,,,,,,0.00%,-0.09%,-0.09%,-0.04%,-0.03%,-0.03%,0.00%,-0.04%,-0.06%,-0.12%,2.62%,6.77%,7.15%,6.94%,12.80%,8.95%,0.82,0.37,0.89%,0.93%,3.29%,5.42%,5.55%,0.35%,9.87%,0.35%,17.07%,0.35%,41.35%,70.68,,9/8/2022,Yes,Yes,,-0.64%,1.02%,,29.05,1.13,32729,286,,32.39,32.72,32.72,32.43,32.51,0.37%,,,"Global or ExUS Equities - Dividend & Fundamental","Equities (Stocks)","Global Ex. US Equity Income",,,"Active",0.66%,99,170650200,32.50,0.00,9382525.00,5.82,17772360.00,11.63,10128482.50,6.31,69101625.00,68.05,19.21,,,,17.69,"U.S. equity options dividend covered-call"
4379,"IDVZ","The Opal International Dividend Income ETF","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.01,,,,,,,,,,,0.11%,0.11%,0.11%,0.11%,0.11%,0.07%,-0.04%,0.00%,0.00%,0.07%,1.85%,6.88%,,,,9.22%,,0.29,0.63%,0.98%,2.83%,4.68%,4.68%,0.22%,9.22%,0.22%,9.22%,0.22%,9.22%,73.70,,12/27/2024,No,No,,-0.15%,0.53%,,69.38,0.67,46346,53,,26.81,26.95,26.96,26.86,26.91,0.38%,26.94,0.11%,"Global or ExUS Equities - Dividend & Fundamental","Equities (Stocks)","Global Ex. US Equity Income",,,"Active",0.75%,46,56185399,26.75,0.01,45886938.00,445.57,53795499.00,2250.95,53795499.00,2250.95,53795499.00,2250.95,,,,,71.00,
4380,"IDX","VanEck Indonesia Index ETF","-","Financial","Exchange Traded Fund","USA","NYSE",,,,,,,,,,,0.59,4.30%,,,,,,,,,,,,,,,,,,,,,,,1.54,0.03,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,-0.22%,-0.22%,-0.22%,-0.22%,-0.22%,0.00%,1.47%,-6.95%,-16.18%,-19.89%,-13.90%,-6.89%,0.82,0.22,0.82%,0.74%,-4.59%,-8.52%,-15.90%,-18.89%,3.52%,-27.84%,3.52%,-60.62%,98.27%,34.20,,1/20/2009,No,Yes,,0.44%,0.37%,,21.72,1.09,23685,316,,13.67,13.72,13.78,13.70,13.78,0.80%,13.73,-0.36%,"Global or ExUS Equities - Country Specific","Equities (Stocks)","Global Ex. US Equities",,"Indonesia","Passive",0.58%,59,25764000,13.56,0.02,-1506000.00,-5.52,-17797500.00,-40.86,-1506000.00,-5.52,6126500.00,31.20,-13.90,-10.02,-6.68,-3.69,5.48,"Indonesia equity small-mid-cap"
4381,"IDXX","Idexx Laboratories, Inc","NDX, S&P 500","Healthcare","Diagnostics & Research","USA","NASD",36400.19,41.67,32.75,3.20,9.34,22.54,126.27,45.05,19.72,3.52,,,0.00%,10.67,2.86,12.25%,13.32%,16.91%,13.04%,10.23%,5.84%,13.05%,3897.50,887.87,9.04%,2.05%,81.88,81.05,98.99%,1.02%,-1.63%,88.61%,-0.89%,2.41%,3.00,1.96,27.10%,57.66%,43.41%,1.31,0.95,0.28,0.54,63.56%,29.00%,22.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.44%,-1.61%,-3.32%,5.11%,4.32%,-6.40%,-20.00%,7.52%,1.40,13.31,2.38%,2.83%,0.25%,2.91%,-4.76%,-6.35%,9.93%,-23.80%,11.55%,-37.12%,52585.04%,50.84,2/3/2025 8:30:00 AM,6/21/1991,Yes,Yes,11000,-4.12%,0.84%,2.00,651.79,0.85,553755,14564,527.00,459.76,463.63,463.63,444.37,444.53,-3.31%,444.53,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,
4382,"IDYA","Ideaya Biosciences Inc","RUT","Healthcare","Biotechnology","USA","NASD",1815.07,,,,259.30,1.54,1.68,,13.67,12.52,,,,-3.30,-0.67,15.84%,0.12%,-0.01%,11.05%,9.76%,78.43%,-186.70%,7.00,-274.48,-136.96%,37.50%,86.43,77.40,89.55%,10.45%,0.00%,103.12%,12.18%,12.38%,10.08,9.58,-30.95%,-21.10%,-22.89%,22.93,22.93,0.02,0.02,-4.17%,-4671.07%,-3921.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.49%,-1.36%,-8.70%,-9.72%,-32.21%,-42.89%,-53.07%,-18.29%,0.72,1.15,4.89%,4.81%,-9.20%,-14.56%,-36.20%,-26.70%,1.65%,-56.01%,1.65%,-56.01%,611.86%,34.99,2/13/2025 8:30:00 AM,5/23/2019,Yes,Yes,124,0.53%,0.63%,1.15,950.92,1.50,1427578,12605,50.92,20.76,20.89,21.48,20.63,21.00,1.16%,20.99,-0.05%,,,,,,,,,,,,,,,,,,,,,,,,,
4383,"IE","Ivanhoe Electric Inc","RUT","Basic Materials","Copper","USA","AMEX",818.92,,,,252.75,3.01,9.41,,2.08,0.66,,,,-1.60,-0.23,24.32%,53.66%,-64.45%,29.98%,12.89%,180.75%,51.65%,3.24,-192.69,-2.07%,-32.90%,120.40,73.43,60.99%,39.04%,0.00%,60.36%,5.12%,11.13%,13.66,8.17,-42.43%,-60.38%,-60.54%,2.50,2.50,0.27,0.34,-4496.05%,-6009.63%,-5947.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.41%,2.20%,5.75%,-8.36%,-40.48%,-13.79%,-20.89%,-17.22%,0.75,0.37,5.59%,5.15%,1.51%,-12.13%,-29.68%,-35.96%,8.51%,-51.85%,8.51%,-62.69%,8.51%,45.63,11/27/2024,6/28/2022,Yes,Yes,244,4.17%,0.33%,1.00,598.10,1.34,799680,4955,13.17,5.98,6.00,6.29,5.98,6.25,4.52%,6.26,0.16%,,,,,,,,,,,,,,,,,,,,,,,,,
4384,"IEDI","iShares U.S. Consumer Focused ETF","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,0.48,0.84%,,,,,,,,,,,,,,,,,,,,,,,0.33,0.00,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,0.02%,-0.03%,-0.08%,-0.05%,1.31%,6.30%,6.41%,19.54%,24.02%,7.03%,1.10,0.58,0.61%,0.93%,1.58%,3.28%,11.51%,-0.39%,7.94%,-0.39%,24.71%,-0.39%,164.49%,63.24,,3/23/2018,Yes,No,,-0.28%,-0.10%,,6.48,0.46,2996,73,,57.40,57.34,57.34,57.18,57.18,-0.39%,57.18,0.00%,"US Equities - Industry Sector","Equities (Stocks)","US Equities","Consumer Discretionary","US","Active",0.18%,180,34289958,57.15,0.00,0.00,0.00,5636511.00,19.67,0.00,0.00,14742682.78,75.42,24.94,9.83,13.77,,14.68,"U.S. equity consumer-discretionary"
4385,"IEF","iShares 7-10 Year Treasury Bond ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,3.09,3.31%,,,,,,,,,,,,,,,,,,,,,,,1.11,6.29,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.09%,0.04%,0.19%,1.26%,0.30%,-3.96%,0.09%,0.94%,0.18,0.50,0.26%,0.36%,0.44%,0.46%,-1.12%,-1.88%,2.46%,-5.60%,2.86%,-23.91%,19.10%,55.63,,7/26/2002,Yes,Yes,,-0.05%,0.47%,,5647.32,0.91,5157924,10022,,92.93,93.36,93.51,93.28,93.32,0.42%,93.38,0.06%,"Bonds - Treasury & Government","Bonds","US Bonds",,"US","Passive",0.15%,17,32356921017,93.25,0.00,528729627.50,1.66,-378925303.80,-1.16,646789967.60,2.04,4849279296.47,17.63,3.10,-3.00,-1.83,0.55,3.31,"U.S. fixed-income treasuries bonds"
4386,"IEFA","iShares Core MSCI EAFE ETF","-","Financial","Exchange Traded Fund","USA","AMEX",,,,,,,,,,,2.44,3.21%,,,,,,,,,,,,,,,,,,,,,,,0.50,4.74,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.01%,-0.03%,-0.03%,-0.05%,-0.17%,-0.12%,2.73%,7.55%,4.86%,3.49%,9.95%,8.14%,0.89,0.76,0.75%,0.80%,2.88%,4.75%,2.64%,0.09%,10.14%,-3.58%,10.56%,-3.58%,79.71%,69.47,,10/22/2012,Yes,Yes,,-0.42%,0.53%,,9450.68,0.47,4427823,12748,,75.92,76.32,76.39,75.98,76.00,0.11%,76.00,0.00%,"Global or ExUS Equities - Broad / Regional","Equities (Stocks)","Global Ex. US Equities",,"EAFE","Passive",0.07%,2706,127242488164,75.92,0.00,0.00,0.00,2232759874.20,1.79,0.00,0.00,11092686464.00,9.55,11.90,3.73,5.80,5.87,6.55,"EAFE equity"
4387,"IEI","iShares 3-7 Year Treasury Bond ETF","-","Financial","Exchange Traded Fund","USA","NASD",,,,,,,,,,,3.38,2.91%,,,,,,,,,,,,,,,,,,,,,,,0.88,1.24,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.02%,-0.01%,-0.04%,0.14%,0.58%,0.54%,-2.05%,1.14%,0.42%,0.10,0.36,0.14%,0.21%,0.15%,0.28%,-0.28%,-0.78%,1.34%,-3.29%,2.84%,-31.32%,19.37%,54.44,,1/11/2007,Yes,Yes,,-0.05%,0.34%,,1405.79,0.81,1132833,2864,,115.71,116.10,116.19,116.03,116.04,0.29%,116.08,0.03%,"Bonds - Treasury & Government","Bonds","US Bonds",,"US","Passive",0.15%,101,15507553083,115.99,0.00,589058350.90,3.95,910637211.50,6.24,922004034.00,6.32,2255765855.89,17.02,3.83,-0.36,-0.15,1.08,2.73,"U.S. fixed-income treasuries bonds"
