"No.","Ticker","Company","Index","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Book/sh","Cash/sh","Dividend","Dividend Yield","Payout Ratio","EPS (ttm)","EPS next Q","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","Sales growth quarter over quarter","EPS growth quarter over quarter","Sales","Income","EPS Surprise","Revenue Surprise","Shares Outstanding","Shares Float","Float %","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Short Float","Short Ratio","Short Interest","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","All-Time High","All-Time Low","Relative Strength Index (14)","Earnings Date","IPO Date","Optionable","Shortable","Employees","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Volume","Trades","Target Price","Prev Close","Open","High","Low","Price","Change","After-Hours Close","After-Hours Change","Single Category","Asset Type","ETF Type","Sector/Theme","Region","Active/Passive","Net Expense Ratio","Total Holdings","Assets Under Management","Net Asset Value","Net Asset Value %","Net Flows (1 Month)","Net Flows % (1 Month)","Net Flows (3 Month)","Net Flows % (3 Month)","Net Flows (YTD)","Net Flows % (YTD)","Net Flows (1 Year)","Net Flows % (1 Year)","Return 1 Year","Return 3 Year","Return 5 Year","Return 10 Year","Return Since Inception","Tags"
5570,"MGX","Metagenomi Inc.","RUT","Healthcare","Biotechnology","USA",101.06,,,,1.81,0.38,0.34,,7.19,8.01,,,,-2.52,-0.78,85.26%,1.82%,,,3569.20%,76.48%,17.43%,55.93,-75.00,55.62%,58.17%,37.47,18.54,49.48%,50.47%,-0.03%,25.91%,,1.17%,2.23,0.22,,,-24.04%,5.82,5.82,0.16,0.18,91.17%,-158.21%,-134.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.74%,-12.90%,-55.00%,-74.81%,,-73.81%,,0.30,9.93%,9.33%,-9.06%,-26.37%,-60.28%,-50.91%,2.66%,-78.81%,2.66%,-78.81%,2.66%,36.95,8/14/2024 8:30:00 AM,2/9/2024,No,Yes,236,0.00%,0.00%,1.29,97.66,0.00,0,0,17.00,2.70,2.70,2.70,2.70,2.70,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5571,"MGY","Magnolia Oil & Gas Corp","RUT","Energy","Oil & Gas E&P","USA",4747.02,11.71,10.39,2.09,3.67,2.62,17.22,,9.12,1.38,0.52,2.17%,22.57%,2.04,0.53,2.17%,10.30%,14.59%,5.60%,18.53%,20.13%,6.89%,1294.45,376.50,-3.47%,0.12%,183.16,181.35,99.01%,8.93%,-57.44%,111.35%,-5.59%,16.40%,14.62,29.74,13.92%,21.81%,17.02%,1.28,1.28,0.22,0.22,53.99%,42.11%,29.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.15%,-3.87%,-1.49%,-0.79%,3.43%,11.98%,2.01,0.63,2.23%,2.19%,-2.95%,-5.44%,-0.13%,-13.72%,4.98%,-13.72%,24.43%,-21.35%,638.08%,42.20,8/1/2024 8:30:00 AM,6/29/2017,Yes,Yes,247,0.00%,0.00%,2.16,2034.49,0.00,0,0,27.75,23.84,23.84,23.84,23.84,23.84,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5572,"MGYR","Magyar Bancorp Inc.","-","Financial","Banks - Regional","USA",79.34,10.62,,,1.62,0.74,,9.32,16.55,,0.19,1.55%,10.00%,1.15,,,,33.25%,,9.95%,23.32%,-10.77%,48.83,7.42,,,6.67,5.32,79.76%,17.98%,0.00%,32.51%,-7.87%,0.05%,0.44,0.00,0.82%,7.01%,5.40%,0.09,,0.26,0.26,,19.35%,15.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.74%,-0.93%,12.16%,8.38%,11.42%,8.91%,0.28,0.15,0.48%,0.83%,-0.35%,0.82%,8.51%,-3.82%,8.76%,-3.82%,36.80%,-7.89%,567.52%,49.95,4/23/2024 4:30:00 PM,1/24/2006,No,Yes,89,0.00%,0.00%,,5.66,0.00,0,0,,12.23,12.23,12.23,12.23,12.23,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,"MHD","BlackRock MuniHoldings Fund Inc","-","Financial","Closed-End Fund - Debt","USA",670.54,41.48,,,14.17,0.94,,,13.67,,0.58,4.50%,,0.31,,,,,,,-4.60%,,47.34,,,,52.14,52.14,100.00%,,,47.23%,,0.10%,0.56,0.05,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.13%,4.38%,6.81%,7.71%,16.38%,7.98%,0.54,0.10,1.06%,0.69%,3.46%,5.16%,7.79%,-0.77%,8.25%,-0.77%,29.64%,-34.27%,77.19%,87.50,,5/6/1997,No,Yes,,0.00%,0.00%,,97.90,0.00,0,0,,12.86,12.86,12.86,12.86,12.86,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5574,"MHF","Western Asset Municipal High Income Fund Inc","-","Financial","Closed-End Fund - Debt","USA",158.27,26.11,,,23.20,1.01,,,7.20,,0.33,4.55%,,0.28,,,,,,,3.70%,20.20%,6.82,,,,21.65,21.65,100.00%,,,33.54%,,0.12%,0.33,0.03,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.97%,2.24%,7.18%,10.26%,17.15%,13.86%,0.42,0.07,0.69%,0.95%,1.82%,3.41%,8.48%,-0.27%,8.14%,-0.27%,23.48%,-29.90%,42.91%,74.74,,11/18/1988,No,Yes,,0.00%,0.00%,,80.03,0.00,0,0,,7.31,7.31,7.31,7.31,7.31,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5575,"MHH","Mastech Digital Inc","-","Industrials","Staffing & Employment Services","USA",116.68,,11.04,,0.61,1.39,5.67,69.04,7.19,1.76,,,,-0.35,0.12,18.18%,74.04%,,18.00%,3.21%,-5.11%,162.41%,190.19,-4.00,153.33%,2.98%,11.60,3.29,28.36%,71.84%,0.00%,17.67%,0.62%,0.26%,0.83,0.01,-3.65%,-4.72%,-4.58%,2.99,2.99,0.04,0.05,25.09%,-0.21%,-2.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.00%,3.31%,29.24%,14.83%,-0.40%,18.53%,0.47,0.55,5.36%,6.42%,1.15%,11.04%,16.70%,-8.35%,38.75%,-8.35%,39.72%,-66.68%,3360.80%,56.70,8/7/2024 8:30:00 AM,9/19/2008,No,Yes,841,0.00%,0.00%,,10.40,0.00,0,0,15.65,9.99,9.99,9.99,9.99,9.99,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5576,"MHI","Pioneer Municipal High Income Fund Inc","-","Financial","Closed-End Fund - Debt","USA",218.60,,,,12.73,0.99,,,9.74,,0.37,3.89%,245.27%,-0.07,,,,,,,4.40%,-7.00%,17.17,,,,22.77,22.77,100.00%,,,61.25%,,0.27%,1.24,0.06,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.73%,1.91%,5.84%,8.78%,22.76%,11.24%,0.67,0.08,0.79%,0.70%,1.24%,2.86%,8.28%,-0.79%,6.08%,-0.79%,38.53%,-43.11%,38.53%,67.19,,7/18/2003,No,Yes,,0.00%,0.00%,,48.52,0.00,0,0,,9.60,9.60,9.60,9.60,9.60,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5577,"MHK","Mohawk Industries, Inc.","S&P 500","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",9964.12,,13.57,,0.92,1.30,20.03,14.78,121.18,7.88,,,,-5.66,2.88,8.61%,16.52%,,12.75%,2.52%,-5.05%,55.51%,10859.16,-358.57,9.27%,-1.20%,63.69,52.00,81.65%,17.61%,-0.21%,82.30%,0.19%,2.45%,1.69,1.27,-2.57%,-4.52%,-3.72%,1.92,1.04,0.26,0.37,25.74%,7.08%,-3.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,-0.01%,5.85%,7.60%,40.92%,33.97%,68.31%,52.52%,1.37,4.13,2.77%,2.56%,4.33%,10.36%,32.10%,-3.78%,46.33%,-3.78%,107.66%,-44.97%,3166.07%,64.29,7/25/2024 4:30:00 PM,4/1/1992,Yes,Yes,43300,-0.01%,0.84%,2.47,753.78,0.00,33,2,164.93,156.55,157.87,157.87,157.86,157.86,0.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5578,"MHLD","Maiden Holdings Ltd","RUT","Financial","Insurance - Reinsurance","Bermuda",167.61,,,,1.74,0.70,,,2.38,,,,,-0.33,,,,41.39%,12.00%,-37.01%,-10.07%,-245.83%,96.35,-32.84,,,100.47,80.29,79.91%,19.53%,0.23%,34.46%,-4.28%,0.63%,5.40,0.51,-2.63%,-12.94%,-6.64%,0.85,,1.08,1.08,,-20.34%,-34.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.70%,1.82%,-16.83%,20.86%,-9.68%,-26.64%,1.24,0.11,7.00%,6.88%,-4.03%,-8.48%,-13.02%,-21.50%,12.75%,-34.12%,41.18%,-91.13%,339.33%,45.73,8/8/2024 4:30:00 PM,5/6/2008,Yes,Yes,45,0.00%,0.00%,3.00,93.65,0.00,0,0,1.00,1.68,1.68,1.68,1.68,1.68,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5579,"MHN","BlackRock MuniHoldings New York Quality Fund Inc","-","Financial","Closed-End Fund - Debt","USA",334.17,35.65,,,13.07,0.90,,,12.22,,0.49,4.45%,,0.31,,,,,,,1.70%,,25.57,,,,30.24,30.24,100.00%,,,31.62%,,0.04%,0.20,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.41%,2.03%,1.84%,3.37%,13.70%,5.14%,0.57,0.08,0.86%,0.57%,2.57%,2.46%,4.20%,-0.36%,3.76%,-0.36%,27.18%,-35.33%,70.18%,75.12,,9/22/1997,No,Yes,,0.00%,0.00%,,56.02,0.00,0,0,,11.05,11.05,11.05,11.05,11.05,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5580,"MHO","MI Homes Inc.","RUT","Consumer Cyclical","Residential Construction","USA",4563.49,9.06,8.02,0.72,1.09,1.66,5.45,17.01,100.03,30.55,,,0.00%,18.38,4.94,21.90%,5.06%,34.34%,12.50%,12.40%,9.33%,24.17%,4174.62,529.11,11.47%,4.96%,27.76,26.72,96.25%,2.51%,-12.34%,99.14%,0.01%,4.09%,3.97,1.09,12.90%,21.00%,15.07%,6.71,1.79,0.28,0.36,26.78%,15.84%,12.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.91%,16.00%,32.15%,35.67%,83.10%,20.87%,2.23,5.96,3.85%,3.25%,6.39%,10.91%,27.70%,-4.24%,44.41%,-4.24%,122.61%,-4.24%,5123.22%,65.88,7/30/2024 8:30:00 AM,11/3/1993,Yes,Yes,1607,0.00%,0.00%,2.33,275.18,0.00,0,0,182.50,166.49,166.49,166.49,166.49,166.49,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5581,"MHUA","Meihua International Medical Technologies Co Ltd","-","Healthcare","Medical Instruments & Supplies","China",27.24,2.20,,,0.28,0.18,1.61,24.99,6.11,0.66,,,0.00%,0.49,,,,-6.64%,,5.49%,0.81%,1566.15%,97.10,11.63,,,23.94,9.52,39.77%,62.61%,0.00%,2.81%,294.32%,2.65%,0.20,0.25,6.93%,8.17%,7.94%,4.71,4.65,0.00,0.05,33.99%,15.11%,11.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.42%,65.99%,38.96%,38.06%,-58.20%,-27.70%,0.41,0.12,13.28%,14.03%,18.30%,20.48%,11.78%,-27.21%,73.17%,-61.92%,78.04%,-97.65%,78.04%,60.92,4/24/2024 8:30:00 AM,2/16/2022,No,Yes,617,0.00%,0.00%,,1288.79,0.00,0,0,,1.07,1.07,1.07,1.07,1.07,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5582,"MI","NFT Ltd.","-","Consumer Cyclical","Internet Retail","Hong Kong",5.39,1.57,,,1.35,0.09,0.08,,84.54,96.00,,,,4.92,,,,40.03%,,507.38%,-17.20%,233.45%,3.98,3.79,-550.00%,0.08%,1.40,0.70,50.00%,0.00%,,1.11%,110.92%,0.58%,0.28,0.00,-6.16%,-8.03%,6.40%,6.95,6.95,0.00,0.03,76.58%,33.48%,95.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.28%,-1.28%,81.18%,92.26%,46.95%,-31.25%,-20.41%,-17.12%,2.93,0.79,30.79%,13.99%,77.33%,67.12%,8.68%,-6.67%,113.30%,-53.95%,150.00%,-99.79%,150.00%,81.54,,11/25/2015,No,Yes,27,-1.28%,15.38%,,14.53,1.20,871,4,1.00,6.76,7.80,7.80,7.70,7.70,13.91%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5583,"MID","American Century Mid Cap Growth Impact ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.04,0.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.68%,3.66%,3.22%,5.23%,28.05%,16.61%,1.12,0.78,1.01%,0.86%,1.53%,3.15%,7.68%,-0.90%,13.18%,-0.90%,45.17%,-5.82%,58.04%,59.34,,7/15/2020,No,Yes,,0.00%,0.00%,,5.59,0.00,0,0,,59.01,59.01,59.01,59.01,59.01,0.00%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities","Corporate Governance","US","Active",0.45%,40,70248771,59.03,-0.00,863900.00,1.25,1555400.00,2.26,4902619.00,7.50,11560869.00,19.70,28.13,-0.51,,,9.87,"U.S. equity growth ESG"
5584,"MIDD","Middleby Corp.","-","Industrials","Specialty Industrial Machinery","USA",7140.66,18.57,12.69,3.15,1.83,2.09,15.54,10.15,63.64,8.54,,,0.00%,7.15,2.49,-0.99%,8.98%,5.38%,5.90%,9.42%,-4.66%,-1.30%,3907.70,386.91,3.63%,-0.25%,53.60,53.05,98.97%,1.33%,-0.36%,102.65%,0.75%,6.06%,5.11,3.22,5.52%,12.05%,6.69%,2.50,1.43,0.69,0.71,36.27%,17.89%,9.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,-3.19%,5.00%,-13.49%,-2.55%,-9.76%,1.58,3.59,3.51%,2.21%,-2.84%,-0.68%,-4.37%,-11.44%,11.76%,-17.52%,21.18%,-34.04%,109520.99%,45.55,8/1/2024 8:30:00 AM,7/28/1987,Yes,Yes,10722,0.00%,0.00%,2.11,629.73,0.00,0,0,160.57,132.80,132.80,132.80,132.80,132.80,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5585,"MIDE","Xtrackers S&P MidCap 400 ESG ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.39,1.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.44%,2.92%,3.21%,3.37%,12.53%,7.57%,1.05,0.30,0.03%,0.27%,0.62%,1.33%,5.22%,-2.28%,5.94%,-2.28%,28.58%,-2.28%,36.54%,55.21,,2/24/2021,No,Yes,,0.00%,0.00%,,0.71,0.00,0,0,,30.01,30.01,30.01,30.01,30.01,0.00%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities","Corporate Governance","US","Passive",0.15%,282,6004230,30.02,-0.00,0.00,0.00,0.00,0.00,-7104410.00,-54.20,-7104410.00,-54.20,18.54,5.34,,,6.03,"U.S. equity mid-cap SP400 ESG"
5586,"MIDU","Direxion Daily Mid Cap Bull 3x Shares","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.61,1.20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.67%,-1.31%,-1.31%,8.89%,1.67%,9.45%,2.34%,33.92%,15.42%,3.34,2.20,4.18%,3.74%,1.12%,1.64%,7.29%,-11.95%,25.41%,-11.95%,91.44%,-33.28%,5829.33%,53.93,,1/8/2009,Yes,Yes,,-1.29%,1.75%,,130.54,0.24,1582,7,,50.99,51.88,51.89,51.21,51.21,0.43%,,,"Equity - Leveraged / Inverse","Equities (Stocks)","US Equities",,"US","Passive",0.95%,408,96711549,50.90,0.01,14855766.00,18.15,21044216.67,27.81,17876818.78,22.68,27844003.81,40.43,40.08,-4.60,3.97,8.93,21.68,"U.S. equity leverage mid-cap"
5587,"MIG","VanEck Moody's Analytics IG Corporate Bond ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.83,3.75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.73%,2.42%,4.39%,5.08%,6.75%,3.11%,0.35,0.06,0.02%,0.05%,1.06%,2.50%,5.01%,0.00%,5.69%,0.00%,12.54%,-12.70%,13.55%,72.25,,12/2/2020,No,No,,0.00%,0.00%,,3.62,0.00,0,0,,22.04,22.04,22.04,22.04,22.04,0.00%,,,"Bonds - Corporate","Bonds","Global Bonds",,,"Passive",0.20%,263,13188000,21.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.40,-0.70,,,-0.08,"Global debt corporate-bonds investment-grade"
5588,"MIGI","Mawson Infrastructure Group Inc","-","Financial","Capital Markets","USA",22.63,,,,0.40,4.85,3.34,6.29,0.25,0.37,,,,-3.68,-0.31,39.90%,,36.15%,,185.99%,24.27%,50.55%,57.23,-61.36,20.29%,-0.67%,16.52,14.81,89.65%,20.18%,0.00%,6.34%,,4.70%,0.94,0.70,-72.02%,-200.60%,-786.50%,0.40,0.40,0.77,5.72,-24.69%,-77.35%,-107.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-3.94%,-3.94%,-2.59%,-0.81%,3.39%,-8.27%,-27.38%,-13.48%,82.09%,-61.87%,3.21,0.18,9.95%,14.28%,-9.33%,-10.73%,-23.53%,-50.20%,62.67%,-72.27%,164.07%,-99.99%,181.04%,45.94,8/21/2024 4:30:00 PM,8/5/2008,No,Yes,30,-0.81%,-1.60%,1.00,740.07,4.54,167814,248,3.00,1.25,1.23,1.33,1.18,1.22,-2.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5589,"MILN","Global X Millennial Consumer ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.13,0.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.41%,5.40%,4.66%,4.36%,26.34%,13.51%,1.26,0.55,1.23%,1.04%,1.80%,4.21%,7.42%,-0.35%,14.87%,-0.35%,41.44%,-12.48%,181.46%,62.31,,5/6/2016,Yes,Yes,,0.00%,0.00%,,9.48,0.00,0,0,,40.24,40.24,40.24,40.24,40.24,0.00%,,,"US Equities - Factor & Thematic","Equities (Stocks)","US Equities","Demographic & Lifestyle Trends","US","Passive",0.50%,80,113582202,40.28,-0.00,-5989800.00,-5.01,-9426900.00,-7.66,-13829400.00,-10.85,-15839200.00,-12.24,26.80,-3.12,10.10,,13.11,"U.S. equity consumer-discretionary millennial"
5590,"MIN","MFS Intermediate Income Trust","-","Financial","Closed-End Fund - Debt","USA",316.36,139.00,,,25.94,0.99,,,2.81,,0.24,8.73%,,0.02,,,,,,,11.30%,-30.90%,12.20,,,,113.80,113.80,100.00%,,,51.02%,,0.05%,0.31,0.05,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.91%,2.39%,5.70%,4.51%,3.73%,3.73%,0.29,0.03,0.98%,0.95%,1.07%,2.26%,3.35%,-0.36%,4.91%,-2.46%,10.32%,-65.52%,10.32%,61.15,,3/11/1988,No,Yes,,0.00%,0.00%,,169.93,0.00,0,0,,2.78,2.78,2.78,2.78,2.78,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5591,"MIND","MIND Technology Inc","-","Technology","Scientific & Technical Instruments","USA",5.64,,3.12,,0.15,,2.97,,-9.45,1.35,,,,-1.69,0.29,120.98%,75.34%,25.21%,15.00%,0.74%,14.70%,94.01%,38.07,-2.37,-486.50%,-6.64%,1.41,1.23,87.23%,12.38%,0.00%,10.18%,6.22%,6.21%,0.83,0.08,4.26%,6.67%,-9.30%,2.64,1.10,0.04,0.07,43.20%,7.95%,-6.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,26.18%,-12.47%,-10.11%,-29.20%,-33.33%,-39.30%,1.12,0.30,8.94%,8.00%,5.46%,-6.31%,-19.51%,-24.39%,31.15%,-48.91%,31.15%,-98.79%,31.15%,52.70,9/11/2024 4:30:00 PM,12/19/1994,No,Yes,145,0.00%,2.04%,,91.93,0.01,50,1,2.00,3.92,4.00,4.00,4.00,4.00,2.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5592,"MINN","Mairs & Power Minnesota Municipal Bond ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.53,2.35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.71%,1.19%,2.29%,0.67%,5.71%,0.18%,0.37,0.14,0.15%,0.50%,0.72%,1.32%,1.76%,-4.30%,9.80%,-4.30%,10.76%,-11.61%,10.76%,64.96,,3/12/2021,No,No,,0.00%,0.00%,,3.96,0.00,0,0,,22.58,22.58,22.58,22.58,22.58,0.00%,,,"Bonds - Municipal","Bonds","US Bonds",,"US","Active",0.25%,105,21833924,22.51,0.00,2679463.00,13.99,3121403.00,16.68,3367322.00,18.23,3367322.00,18.23,7.86,-2.00,,,-1.35,"U.S. fixed-income municipal-bonds bonds"
5593,"MINO","PIMCO Municipal Income Opportunities Active ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,1.78,3.87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.48%,0.50%,0.72%,0.86%,4.79%,1.12%,0.31,0.25,0.22%,0.41%,0.34%,0.59%,1.18%,-11.37%,1.41%,-11.37%,9.28%,-11.37%,10.46%,60.76,,9/9/2021,No,Yes,,0.00%,0.00%,,37.90,0.00,0,0,,45.93,45.93,45.93,45.93,45.93,0.00%,,,"Bonds - Municipal","Bonds","US Bonds",,"US","Active",0.39%,270,200090016,45.89,0.00,24672732.00,14.07,41979732.00,26.55,91956038.00,85.04,114668178.00,134.24,9.03,0.38,,,0.39,"U.S. fixed-income municipal-bonds bonds high-yield"
5594,"MINT","PIMCO Enhanced Short Maturity Active ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,5.35,5.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,-0.00%,-0.00%,-0.00%,0.04%,0.04%,0.11%,0.10%,0.03%,0.10%,0.53%,0.63%,0.05,0.08,0.04%,0.04%,0.01%,0.01%,0.13%,-0.28%,0.33%,-0.28%,0.72%,-1.70%,3.78%,52.10,,11/17/2009,Yes,Yes,,-0.00%,0.04%,,1204.97,0.04,2441,46,,100.38,100.42,100.42,100.38,100.42,0.04%,,,"Bonds - Broad Market","Bonds","US Bonds",,"US","Active",0.35%,792,11777324387,100.36,0.00,-259866670.00,-2.16,-147067970.00,-1.23,1419469170.00,13.70,2167216625.00,22.55,6.06,3.02,2.31,2.01,2.42,"U.S. fixed-income bonds debt-securities"
5595,"MINV","Matthews Asia Innovators Active ETF","-","Financial","Exchange Traded Fund","USA",,,,,,,,,,,0.23,0.88%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.13%,0.42%,-0.77%,6.60%,15.21%,13.50%,0.86,0.33,0.69%,0.68%,-0.00%,-0.02%,5.16%,-6.58%,9.12%,-6.58%,24.20%,-9.22%,36.54%,52.85,,7/14/2022,No,Yes,,0.00%,0.00%,,5.15,0.00,0,0,,26.57,26.57,26.57,26.57,26.57,0.00%,,,"Global or ExUS Equities - Factor & Thematic","Equities (Stocks)","Global Ex. US Equities","Innovation / Patent Based","Asia ex-Japan","Active",0.79%,58,67413190,26.44,0.01,-2656268.00,-3.79,-2656268.00,-3.79,-24397968.00,-26.57,-52610268.00,-43.83,16.37,,,,3.19,"Asia-ex-Japan equity technology innovation"
5596,"MIO","Pioneer Municipal High Income Opportunities Fund Inc","-","Financial","Closed-End Fund - Debt","USA",210.39,21.48,,,,,,,,,0.55,4.44%,,0.58,,,,,,,,,,,,,16.89,16.89,100.00%,,,35.37%,,0.08%,0.38,0.01,,,,,,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.38%,1.88%,6.68%,12.15%,24.48%,17.88%,0.91,0.11,0.63%,0.76%,1.81%,3.44%,10.48%,-0.64%,6.50%,-0.64%,35.73%,-39.01%,35.73%,67.03,,8/6/2021,No,Yes,,0.00%,0.00%,,35.17,0.00,0,0,,12.46,12.46,12.46,12.46,12.46,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
5597,"MIR","Mirion Technologies Inc.","RUT","Industrials","Specialty Industrial Machinery","USA",2308.76,,20.33,,2.81,1.53,18.00,35.25,6.49,0.55,,,,-0.32,0.08,15.73%,24.25%,,,26.89%,5.02%,58.38%,821.30,-64.80,33.51%,-1.74%,218.18,215.13,98.60%,7.38%,-0.99%,85.28%,0.11%,2.09%,4.95,4.49,-2.43%,-4.31%,-2.92%,2.18,1.55,0.47,0.48,32.17%,0.19%,-7.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.43%,-4.42%,-4.88%,0.00%,30.62%,-3.02%,0.80,0.33,3.48%,2.91%,-4.34%,-5.52%,-3.63%,-15.62%,9.11%,-15.62%,48.36%,-40.33%,84.07%,43.26,8/1/2024 4:30:00 PM,8/20/2020,Yes,Yes,3000,0.00%,0.00%,1.00,907.65,0.00,0,0,12.67,9.94,9.94,9.94,9.94,9.94,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,
